CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
01|01004|000100000000000|135|1568|17248|9.09
01|01004|000100000000000|136|1568|17248|9.09
01|01004|000100000000000|137|1568|17248|9.09
01|01004|000100000000000|36|1568|17248|9.09
01|01004|000100000000000|57|1568|17248|9.09
01|01004|000100000000000|87|1568|17248|9.09
01|01004|000201000000000|01-187|1568|20384|7.69
01|01004|000201000000000|01-262|1568|20384|7.69
01|01004|000201000000000|01-343|1568|20384|7.69
01|01004|000201000000000|01-501|1568|20384|7.69
01|01004|000201000000000|01-502|1568|20384|7.69
01|01004|000201000000000|01-503|1568|20384|7.69
01|01004|000201000000000|01-504|1568|20384|7.69
01|01004|000201000000000|13|1568|20384|7.69
01|01004|000201000000000|5|1568|20384|7.69
01|01004|000201000000000|86|1568|20384|7.69
01|01004|000201000000000|87|1568|20384|7.69
01|01004|000201000000000|88|1568|20384|7.69
01|01004|000301000000000|01-187|1568|20384|7.69
01|01004|000301000000000|01-262|1568|20384|7.69
01|01004|000301000000000|01-343|1568|20384|7.69
01|01004|000301000000000|01-501|1568|20384|7.69
01|01004|000301000000000|01-502|1568|20384|7.69
01|01004|000301000000000|01-503|1568|20384|7.69
01|01004|000301000000000|01-504|1568|20384|7.69
01|01004|000301000000000|13|1568|20384|7.69
01|01004|000301000000000|5|1568|20384|7.69
01|01004|000301000000000|86|1568|20384|7.69
01|01004|000301000000000|87|1568|20384|7.69
01|01004|000301000000000|88|1568|20384|7.69
01|01004|000501000000000|01-187|1589|14301|11.11
01|01004|000501000000000|01-501|1589|14301|11.11
01|01004|000501000000000|01-502|1589|14301|11.11
01|01004|000501000000000|01-503|1589|14301|11.11
01|01004|000501000000000|01-504|1589|14301|11.11
01|01004|000501000000000|13|1589|14301|11.11
01|01004|000501000000000|87|1589|14301|11.11
01|01004|000501000000000|88|1589|14301|11.11
01|01004|000801000000000|01-187|1589|17479|9.09
01|01004|000801000000000|01-501|1589|17479|9.09
01|01004|000801000000000|01-502|1589|17479|9.09
01|01004|000801000000000|01-503|1589|17479|9.09
01|01004|000801000000000|01-504|1589|17479|9.09
01|01004|000801000000000|13|1589|17479|9.09
01|01004|000801000000000|5|1589|17479|9.09
01|01004|000801000000000|87|3178|17479|18.18
01|01004|000801000000000|88|1589|17479|9.09
01|01004|000901004000000|01-501|1589|14301|11.11
01|01004|000901004000000|01-502|3178|14301|22.22
01|01004|000901004000000|01-503|1589|14301|11.11
01|01004|000901004000000|01-504|1589|14301|11.11
01|01004|000901004000000|13|1589|14301|11.11
01|01004|000901004000000|5|1589|14301|11.11
01|01004|000901004000000|88|1589|14301|11.11
01|01005|000100000000000|13|1253|13783|9.09
01|01005|000100000000000|131|1253|13783|9.09
01|01005|000100000000000|132|1253|13783|9.09
01|01005|000100000000000|133|1253|13783|9.09
01|01005|000100000000000|135|1253|13783|9.09
01|01005|000100000000000|136|1253|13783|9.09
01|01005|000100000000000|137|1253|13783|9.09
01|01005|000100000000000|36|1253|13783|9.09
01|01005|000100000000000|57|1253|13783|9.09
01|01005|000100000000000|87|1253|13783|9.09
01|01005|000201000000000|01-187|1253|16289|7.69
01|01005|000201000000000|01-262|1253|16289|7.69
01|01005|000201000000000|01-343|1253|16289|7.69
01|01005|000201000000000|01-501|1253|16289|7.69
01|01005|000201000000000|01-502|1253|16289|7.69
01|01005|000201000000000|01-503|1253|16289|7.69
01|01005|000201000000000|01-504|1253|16289|7.69
01|01005|000201000000000|13|1253|16289|7.69
01|01005|000201000000000|5|1253|16289|7.69
01|01005|000201000000000|86|1253|16289|7.69
01|01005|000201000000000|87|1253|16289|7.69
01|01005|000201000000000|88|1253|16289|7.69
01|01005|000301000000000|01-187|1253|16289|7.69
01|01005|000301000000000|01-262|1253|16289|7.69
01|01005|000301000000000|01-343|1253|16289|7.69
01|01005|000301000000000|01-501|1253|16289|7.69
01|01005|000301000000000|01-502|1253|16289|7.69
01|01005|000301000000000|01-503|1253|16289|7.69
01|01005|000301000000000|01-504|1253|16289|7.69
01|01005|000301000000000|13|1253|16289|7.69
01|01005|000301000000000|5|1253|16289|7.69
01|01005|000301000000000|86|1253|16289|7.69
01|01005|000301000000000|87|1253|16289|7.69
01|01005|000301000000000|88|1253|16289|7.69
01|01005|000501000000000|01-187|1260|11340|11.11
01|01005|000501000000000|01-501|1260|11340|11.11
01|01005|000501000000000|01-502|1260|11340|11.11
01|01005|000501000000000|01-503|1260|11340|11.11
01|01005|000501000000000|01-504|1260|11340|11.11
01|01005|000501000000000|13|1260|11340|11.11
01|01005|000501000000000|87|1260|11340|11.11
01|01005|000501000000000|88|1260|11340|11.11
01|01005|000801000000000|01-187|1260|13860|9.09
01|01005|000801000000000|01-501|1260|13860|9.09
01|01005|000801000000000|01-502|1260|13860|9.09
01|01005|000801000000000|01-503|1260|13860|9.09
01|01005|000801000000000|01-504|1260|13860|9.09
01|01005|000801000000000|13|1260|13860|9.09
01|01005|000801000000000|5|1260|13860|9.09
01|01005|000801000000000|87|2520|13860|18.18
01|01005|000801000000000|88|1260|13860|9.09
01|01005|000901005000000|01-501|1260|8820|14.28
01|01005|000901005000000|01-502|1260|8820|14.28
01|01005|000901005000000|01-503|1260|8820|14.28
01|01005|000901005000000|01-504|1260|8820|14.28
01|01005|000901005000000|13|1260|8820|14.28
01|01005|000901005000000|5|1260|8820|14.28
01|01015|000100000000000|13|1428|15708|9.09
01|01015|000100000000000|131|1428|15708|9.09
01|01015|000100000000000|132|1428|15708|9.09
01|01015|000100000000000|133|1428|15708|9.09
01|01015|000100000000000|135|1428|15708|9.09
01|01015|000100000000000|136|1428|15708|9.09
01|01015|000100000000000|137|1428|15708|9.09
01|01015|000100000000000|36|1428|15708|9.09
01|01015|000100000000000|57|1428|15708|9.09
01|01015|000100000000000|87|1428|15708|9.09
01|01015|000201000000000|01-187|1428|18564|7.69
01|01015|000201000000000|01-262|1428|18564|7.69
01|01015|000201000000000|01-343|1428|18564|7.69
01|01015|000201000000000|01-501|1428|18564|7.69
01|01015|000201000000000|01-502|1428|18564|7.69
01|01015|000201000000000|01-503|1428|18564|7.69
01|01015|000201000000000|01-504|1428|18564|7.69
01|01015|000201000000000|13|1428|18564|7.69
01|01015|000201000000000|5|1428|18564|7.69
01|01015|000201000000000|86|1428|18564|7.69
01|01015|000201000000000|87|1428|18564|7.69
01|01015|000201000000000|88|1428|18564|7.69
01|01015|000301000000000|01-187|1428|18564|7.69
01|01015|000301000000000|01-262|1428|18564|7.69
01|01015|000301000000000|01-343|1428|18564|7.69
01|01015|000301000000000|01-501|1428|18564|7.69
01|01015|000301000000000|01-502|1428|18564|7.69
01|01015|000301000000000|01-503|1428|18564|7.69
01|01015|000301000000000|01-504|1428|18564|7.69
01|01015|000301000000000|13|1428|18564|7.69
01|01015|000301000000000|5|1428|18564|7.69
01|01015|000301000000000|86|1428|18564|7.69
01|01015|000301000000000|87|1428|18564|7.69
01|01015|000301000000000|88|1428|18564|7.69
01|01015|000501000000000|01-187|1428|12852|11.11
01|01015|000501000000000|01-501|1428|12852|11.11
01|01015|000501000000000|01-502|1428|12852|11.11
01|01015|000501000000000|01-503|1428|12852|11.11
01|01015|000501000000000|01-504|1428|12852|11.11
01|01015|000501000000000|13|1428|12852|11.11
01|01015|000501000000000|87|1428|12852|11.11
01|01015|000501000000000|88|1428|12852|11.11
01|01015|000801000000000|01-187|1428|15708|9.09
01|01015|000801000000000|01-501|1428|15708|9.09
01|01015|000801000000000|01-502|1428|15708|9.09
01|01015|000801000000000|01-503|1428|15708|9.09
01|01015|000801000000000|01-504|1428|15708|9.09
01|01015|000801000000000|13|1428|15708|9.09
01|01015|000801000000000|5|1428|15708|9.09
01|01015|000801000000000|87|2856|15708|18.18
01|01015|000801000000000|88|1428|15708|9.09
01|01015|000901015000000|01-501|1428|12852|11.11
01|01015|000901015000000|01-502|2856|12852|22.22
01|01015|000901015000000|01-503|1428|12852|11.11
01|01015|000901015000000|01-504|1428|12852|11.11
01|01015|000901015000000|13|1428|12852|11.11
01|01015|000901015000000|5|1428|12852|11.11
01|01015|000901015000000|87|1428|12852|11.11
02|000702000020000|000702000020000|02-1911|826|7371|11.20
02|000702000020000|000702000020000|02-276|826|7371|11.20
02|000702000020000|000702000020000|02-309|826|7371|11.20
02|000702000020000|000702000020000|02-503|826|7371|11.20
02|000702000020000|000702000020000|02-816|826|7371|11.20
02|000702000020000|000702000020000|133|826|7371|11.20
02|000702000020000|000702000020000|135|826|7371|11.20
02|000702000020000|000702000020000|137|826|7371|11.20
02|000702000030000|000702000030000|02-1911|5110|12397|41.21
02|000702000030000|000702000030000|02-276|5110|12397|41.21
02|000702000030000|000702000030000|02-309|5110|12397|41.21
02|000702000030000|000702000030000|02-503|5110|12397|41.21
02|000702000030000|000702000030000|02-816|5110|12397|41.21
02|000702000030000|000702000030000|02-865|5110|12397|41.21
02|000702000030000|000702000030000|133|5110|12397|41.21
02|000702000030000|000702000030000|135|5110|12397|41.21
02|000702000030000|000702000030000|137|5110|12397|41.21
02|000702000030000|000702000030000|79|5110|12397|41.21
02|000702000060000|000702000060000|02-1911|308|2660|11.57
02|000702000060000|000702000060000|02-276|308|2660|11.57
02|000702000060000|000702000060000|02-309|308|2660|11.57
02|000702000060000|000702000060000|02-503|308|2660|11.57
02|000702000060000|000702000060000|02-816|308|2660|11.57
02|000702000060000|000702000060000|02-865|308|2660|11.57
02|000702000060000|000702000060000|133|308|2660|11.57
02|000702000060000|000702000060000|135|308|2660|11.57
02|000702000060000|000702000060000|137|308|2660|11.57
02|02003|000100000000000|13|3584|10780|33.24
02|02003|000100000000000|131|3584|10780|33.24
02|02003|000100000000000|132|3584|10780|33.24
02|02003|000100000000000|133|3584|10780|33.24
02|02003|000100000000000|135|3584|10780|33.24
02|02003|000100000000000|136|3584|10780|33.24
02|02003|000100000000000|137|3584|10780|33.24
02|02003|000100000000000|36|3584|10780|33.24
02|02003|000100000000000|57|3584|10780|33.24
02|02003|000100000000000|87|3584|10780|33.24
02|02003|000302000000000|02-207|3584|12649|28.33
02|02003|000302000000000|02-276|3584|12649|28.33
02|02003|000302000000000|02-309|3584|12649|28.33
02|02003|000302000000000|02-312|3584|12649|28.33
02|02003|000302000000000|02-314|3584|12649|28.33
02|02003|000302000000000|02-315|3584|12649|28.33
02|02003|000302000000000|02-503|3584|12649|28.33
02|02003|000302000000000|02-816|3584|12649|28.33
02|02003|000302000000000|133|3584|12649|28.33
02|02003|000302000000000|135|3584|12649|28.33
02|02003|000302000000000|137|3584|12649|28.33
02|02003|000302000000000|79|3584|12649|28.33
02|02003|000402000000000|02-1911|3724|11900|31.29
02|02003|000402000000000|02-276|3724|11900|31.29
02|02003|000402000000000|02-309|3724|11900|31.29
02|02003|000402000000000|02-503|3724|11900|31.29
02|02003|000402000000000|02-816|3724|11900|31.29
02|02003|000402000000000|02-865|3724|11900|31.29
02|02003|000402000000000|133|3724|11900|31.29
02|02003|000402000000000|135|3724|11900|31.29
02|02003|000402000000000|137|3724|11900|31.29
02|02003|001002003000000|02-1911|7448|13286|56.05
02|02003|001002003000000|02-276|3724|13286|28.02
02|02003|001002003000000|02-309|3724|13286|28.02
02|02003|001002003000000|02-503|3724|13286|28.02
02|02003|001002003000000|02-767|3724|13286|28.02
02|02003|001002003000000|02-816|3724|13286|28.02
02|02003|001002003000000|02-865|3724|13286|28.02
02|02003|001002003000000|133|3724|13286|28.02
02|02003|001002003000000|135|3724|13286|28.02
02|02003|001002003000000|137|7448|13286|56.05
02|02004|000100000000000|13|1393||0.00
02|02004|000100000000000|131|1393||0.00
02|02004|000100000000000|132|1393||0.00
02|02004|000100000000000|133|1393||0.00
02|02004|000100000000000|135|1393||0.00
02|02004|000100000000000|136|1393||0.00
02|02004|000100000000000|137|1393||0.00
02|02004|000100000000000|36|1393||0.00
02|02004|000100000000000|57|1393||0.00
02|02004|000100000000000|87|1393||0.00
02|02004|000302000000000|02-207|1316||0.00
02|02004|000302000000000|02-276|1316||0.00
02|02004|000302000000000|02-309|1316||0.00
02|02004|000302000000000|02-312|1316||0.00
02|02004|000302000000000|02-314|1316||0.00
02|02004|000302000000000|02-315|1316||0.00
02|02004|000302000000000|02-503|1316||0.00
02|02004|000302000000000|02-816|1316||0.00
02|02004|000302000000000|133|1316||0.00
02|02004|000302000000000|135|1316||0.00
02|02004|000302000000000|137|1316||0.00
02|02004|000302000000000|79|1316||0.00
02|02004|000402000000000|02-1911|1463|1120|130.62
02|02004|000402000000000|02-276|1463|1120|130.62
02|02004|000402000000000|02-309|1463|1120|130.62
02|02004|000402000000000|02-503|1463|1120|130.62
02|02004|000402000000000|02-816|1463|1120|130.62
02|02004|000402000000000|02-865|1463|1120|130.62
02|02004|000402000000000|133|1463|1120|130.62
02|02004|000402000000000|135|1463|1120|130.62
02|02004|000402000000000|137|1463|1120|130.62
02|02004|001002004000000|02-207|1484|1008|147.22
02|02004|001002004000000|02-276|1484|1008|147.22
02|02004|001002004000000|02-503|1484|1008|147.22
02|02004|001002004000000|02-865|1484|1008|147.22
02|02004|001002004000000|133|1484|1008|147.22
02|02004|001002004000000|135|1484|1008|147.22
02|02004|001002004000000|137|2968|1008|294.44
02|02118|001002118000000|02-1911|14||0.00
02|02118|001002118000000|02-276|7||0.00
02|02118|001002118000000|02-309|7||0.00
02|02118|001002118000000|02-503|35||0.00
02|02118|001002118000000|02-816|14||0.00
02|02118|001002118000000|133|7||0.00
02|02118|001002118000000|135|7||0.00
02|02118|001002118000000|137|14||0.00
02|02124|000100000000000|13|245|2695|9.09
02|02124|000100000000000|131|245|2695|9.09
02|02124|000100000000000|132|245|2695|9.09
02|02124|000100000000000|133|245|2695|9.09
02|02124|000100000000000|135|245|2695|9.09
02|02124|000100000000000|136|245|2695|9.09
02|02124|000100000000000|137|245|2695|9.09
02|02124|000100000000000|36|245|2695|9.09
02|02124|000100000000000|57|245|2695|9.09
02|02124|000100000000000|87|245|2695|9.09
02|02124|000302000000000|02-207|245|3185|7.69
02|02124|000302000000000|02-276|245|3185|7.69
02|02124|000302000000000|02-309|245|3185|7.69
02|02124|000302000000000|02-312|245|3185|7.69
02|02124|000302000000000|02-314|245|3185|7.69
02|02124|000302000000000|02-315|245|3185|7.69
02|02124|000302000000000|02-503|245|3185|7.69
02|02124|000302000000000|02-816|245|3185|7.69
02|02124|000302000000000|133|245|3185|7.69
02|02124|000302000000000|135|245|3185|7.69
02|02124|000302000000000|137|245|3185|7.69
02|02124|000302000000000|79|245|3185|7.69
02|02124|000402000000000|02-1911|266|2660|10.00
02|02124|000402000000000|02-276|266|2660|10.00
02|02124|000402000000000|02-309|266|2660|10.00
02|02124|000402000000000|02-503|266|2660|10.00
02|02124|000402000000000|02-816|266|2660|10.00
02|02124|000402000000000|02-865|266|2660|10.00
02|02124|000402000000000|133|266|2660|10.00
02|02124|000402000000000|135|266|2660|10.00
02|02124|000402000000000|137|266|2660|10.00
02|02124|001002124000000|02-503|266|1330|20.00
02|02124|001002124000000|02-697|266|1330|20.00
02|02124|001002124000000|02-852|266|1330|20.00
02|02124|001002124000000|135|266|1330|20.00
02|02125|000100000000000|13|826|9009|9.16
02|02125|000100000000000|131|826|9009|9.16
02|02125|000100000000000|132|826|9009|9.16
02|02125|000100000000000|133|826|9009|9.16
02|02125|000100000000000|135|826|9009|9.16
02|02125|000100000000000|136|826|9009|9.16
02|02125|000100000000000|137|826|9009|9.16
02|02125|000100000000000|36|826|9009|9.16
02|02125|000100000000000|57|826|9009|9.16
02|02125|000100000000000|87|826|9009|9.16
02|02125|000302000000000|02-207|826|10647|7.75
02|02125|000302000000000|02-276|826|10647|7.75
02|02125|000302000000000|02-309|826|10647|7.75
02|02125|000302000000000|02-312|826|10647|7.75
02|02125|000302000000000|02-314|826|10647|7.75
02|02125|000302000000000|02-315|826|10647|7.75
02|02125|000302000000000|02-503|826|10647|7.75
02|02125|000302000000000|02-816|826|10647|7.75
02|02125|000302000000000|133|826|10647|7.75
02|02125|000302000000000|135|826|10647|7.75
02|02125|000302000000000|137|826|10647|7.75
02|02125|000302000000000|79|826|10647|7.75
02|02125|000402000000000|02-1911|826|8190|10.08
02|02125|000402000000000|02-276|826|8190|10.08
02|02125|000402000000000|02-309|826|8190|10.08
02|02125|000402000000000|02-503|826|8190|10.08
02|02125|000402000000000|02-816|826|8190|10.08
02|02125|000402000000000|02-865|826|8190|10.08
02|02125|000402000000000|133|826|8190|10.08
02|02125|000402000000000|135|826|8190|10.08
02|02125|000402000000000|137|826|8190|10.08
02|02125|001002125000000|02-1911|826|8190|10.08
02|02125|001002125000000|02-503|1652|8190|20.17
02|02125|001002125000000|02-816|826|8190|10.08
02|02125|001002125000000|133|826|8190|10.08
02|02125|001002125000000|135|1652|8190|20.17
02|02125|001002125000000|137|1652|8190|20.17
02|02126|000100000000000|13|49||0.00
02|02126|000100000000000|131|49||0.00
02|02126|000100000000000|132|49||0.00
02|02126|000100000000000|133|49||0.00
02|02126|000100000000000|135|49||0.00
02|02126|000100000000000|136|49||0.00
02|02126|000100000000000|137|49||0.00
02|02126|000100000000000|36|49||0.00
02|02126|000100000000000|57|49||0.00
02|02126|000100000000000|87|49||0.00
02|02126|000302000000000|02-207|42||0.00
02|02126|000302000000000|02-276|42||0.00
02|02126|000302000000000|02-309|42||0.00
02|02126|000302000000000|02-312|42||0.00
02|02126|000302000000000|02-314|42||0.00
02|02126|000302000000000|02-315|42||0.00
02|02126|000302000000000|02-503|42||0.00
02|02126|000302000000000|02-816|42||0.00
02|02126|000302000000000|133|42||0.00
02|02126|000302000000000|135|42||0.00
02|02126|000302000000000|137|42||0.00
02|02126|000302000000000|79|42||0.00
02|02126|000402000000000|02-1911|56||0.00
02|02126|000402000000000|02-276|56||0.00
02|02126|000402000000000|02-309|56||0.00
02|02126|000402000000000|02-503|56||0.00
02|02126|000402000000000|02-816|56||0.00
02|02126|000402000000000|02-865|56||0.00
02|02126|000402000000000|133|56||0.00
02|02126|000402000000000|135|56||0.00
02|02126|000402000000000|137|56||0.00
02|02126|001002126000000|02-503|42||0.00
02|02126|001002126000000|135|42||0.00
03|03004|000100000000000|13|28||0.00
03|03004|000100000000000|131|28||0.00
03|03004|000100000000000|132|28||0.00
03|03004|000100000000000|133|28||0.00
03|03004|000100000000000|135|28||0.00
03|03004|000100000000000|136|28||0.00
03|03004|000100000000000|137|28||0.00
03|03004|000100000000000|36|28||0.00
03|03004|000100000000000|57|28||0.00
03|03004|000100000000000|87|28||0.00
03|03004|000303000000000|03-183|28||0.00
03|03004|000303000000000|03-198|28||0.00
03|03004|000303000000000|03-218|28||0.00
03|03004|000303000000000|03-501|28||0.00
03|03004|000303000000000|03-503|28||0.00
03|03004|000303000000000|03-504|28||0.00
03|03004|000303000000000|03-505|28||0.00
03|03004|000303000000000|03-506|28||0.00
03|03004|000403000000000|03-501|28||0.00
03|03004|000403000000000|03-503|28||0.00
03|03004|000403000000000|03-504|28||0.00
03|03004|000403000000000|03-505|28||0.00
03|03004|000403000000000|03-506|28||0.00
03|03004|000403000000000|03-69|28||0.00
03|03004|000603000000000|03-183|28||0.00
03|03004|000603000000000|03-501|28||0.00
03|03004|000603000000000|03-503|28||0.00
03|03004|000603000000000|03-504|28||0.00
03|03004|000603000000000|03-505|28||0.00
03|03004|000603000000000|03-506|28||0.00
03|03004|000603000000000|03-69|28||0.00
03|03008|000100000000000|13|28||0.00
03|03008|000100000000000|131|28||0.00
03|03008|000100000000000|132|28||0.00
03|03008|000100000000000|133|28||0.00
03|03008|000100000000000|135|28||0.00
03|03008|000100000000000|136|28||0.00
03|03008|000100000000000|137|28||0.00
03|03008|000100000000000|36|28||0.00
03|03008|000100000000000|57|28||0.00
03|03008|000100000000000|87|28||0.00
03|03008|000303000000000|03-183|7||0.00
03|03008|000303000000000|03-198|7||0.00
03|03008|000303000000000|03-218|7||0.00
03|03008|000303000000000|03-501|7||0.00
03|03008|000303000000000|03-503|7||0.00
03|03008|000303000000000|03-504|7||0.00
03|03008|000303000000000|03-505|7||0.00
03|03008|000303000000000|03-506|7||0.00
03|03008|000403000000000|03-501|14||0.00
03|03008|000403000000000|03-503|14||0.00
03|03008|000403000000000|03-504|14||0.00
03|03008|000403000000000|03-505|14||0.00
03|03008|000403000000000|03-506|14||0.00
03|03008|000403000000000|03-69|14||0.00
03|03008|000603000000000|03-183|14||0.00
03|03008|000603000000000|03-501|14||0.00
03|03008|000603000000000|03-503|14||0.00
03|03008|000603000000000|03-504|14||0.00
03|03008|000603000000000|03-505|14||0.00
03|03008|000603000000000|03-506|14||0.00
03|03008|000603000000000|03-69|14||0.00
03|03008|000703008000000|03-210|21||0.00
03|03008|000703008000000|03-503|84||0.00
03|03008|000703008000000|03-504|21||0.00
03|03008|000703008000000|03-505|21||0.00
03|03008|000703008000000|03-506|21||0.00
03|03008|000703008000000|03-69|21||0.00
03|03010|000100000000000|13|42|385|10.90
03|03010|000100000000000|131|42|385|10.90
03|03010|000100000000000|132|42|385|10.90
03|03010|000100000000000|133|42|385|10.90
03|03010|000100000000000|135|42|385|10.90
03|03010|000100000000000|136|42|385|10.90
03|03010|000100000000000|137|42|385|10.90
03|03010|000100000000000|36|42|385|10.90
03|03010|000100000000000|57|42|385|10.90
03|03010|000100000000000|87|42|385|10.90
03|03010|000303000000000|03-183|42|315|13.33
03|03010|000303000000000|03-198|42|315|13.33
03|03010|000303000000000|03-218|42|315|13.33
03|03010|000303000000000|03-501|42|315|13.33
03|03010|000303000000000|03-503|42|315|13.33
03|03010|000303000000000|03-504|42|315|13.33
03|03010|000303000000000|03-505|42|315|13.33
03|03010|000303000000000|03-506|42|315|13.33
03|03010|000403000000000|03-501|42|245|17.14
03|03010|000403000000000|03-503|42|245|17.14
03|03010|000403000000000|03-504|42|245|17.14
03|03010|000403000000000|03-505|42|245|17.14
03|03010|000403000000000|03-506|42|245|17.14
03|03010|000403000000000|03-69|42|245|17.14
03|03010|000603000000000|03-183|42|280|15.00
03|03010|000603000000000|03-501|42|280|15.00
03|03010|000603000000000|03-503|42|280|15.00
03|03010|000603000000000|03-504|42|280|15.00
03|03010|000603000000000|03-505|42|280|15.00
03|03010|000603000000000|03-506|42|280|15.00
03|03010|000603000000000|03-69|42|280|15.00
03|03010|000703010000000|03-501|42|210|20.00
03|03010|000703010000000|03-503|42|210|20.00
03|03010|000703010000000|03-504|42|210|20.00
03|03010|000703010000000|03-506|42|210|20.00
03|03010|000703010000000|03-69|42|210|20.00
04|04001|000100000000000|13|3255|26719|12.18
04|04001|000100000000000|131|3255|26719|12.18
04|04001|000100000000000|132|3255|26719|12.18
04|04001|000100000000000|133|3255|26719|12.18
04|04001|000100000000000|135|3255|26719|12.18
04|04001|000100000000000|136|3255|26719|12.18
04|04001|000100000000000|137|3255|26719|12.18
04|04001|000100000000000|36|3255|26719|12.18
04|04001|000100000000000|57|3255|26719|12.18
04|04001|000100000000000|87|3255|26719|12.18
04|04001|000304000000000|04-217|3276|36435|8.99
04|04001|000304000000000|04-501|6552|36435|17.98
04|04001|000304000000000|04-502|9828|36435|26.97
04|04001|000304000000000|04-503|3276|36435|8.99
04|04001|000304000000000|04-504|3276|36435|8.99
04|04001|000304000000000|04-505|3276|36435|8.99
04|04001|000304000000000|04-506|3276|36435|8.99
04|04001|000304000000000|13|3276|36435|8.99
04|04001|000304000000000|23|3276|36435|8.99
04|04001|000304000000000|57|3276|36435|8.99
04|04001|000304000000000|87|3276|36435|8.99
04|04005|000100000000000|13|273|2926|9.33
04|04005|000100000000000|131|273|2926|9.33
04|04005|000100000000000|132|273|2926|9.33
04|04005|000100000000000|133|273|2926|9.33
04|04005|000100000000000|135|273|2926|9.33
04|04005|000100000000000|136|273|2926|9.33
04|04005|000100000000000|137|273|2926|9.33
04|04005|000100000000000|36|273|2926|9.33
04|04005|000100000000000|57|273|2926|9.33
04|04005|000100000000000|87|273|2926|9.33
04|04005|000304000000000|04-217|273|3990|6.84
04|04005|000304000000000|04-501|546|3990|13.68
04|04005|000304000000000|04-502|819|3990|20.52
04|04005|000304000000000|04-503|273|3990|6.84
04|04005|000304000000000|04-504|273|3990|6.84
04|04005|000304000000000|04-505|273|3990|6.84
04|04005|000304000000000|04-506|273|3990|6.84
04|04005|000304000000000|13|273|3990|6.84
04|04005|000304000000000|23|273|3990|6.84
04|04005|000304000000000|57|273|3990|6.84
04|04005|000304000000000|87|273|3990|6.84
04|04006|000100000000000|13|973|10549|9.22
04|04006|000100000000000|131|973|10549|9.22
04|04006|000100000000000|132|973|10549|9.22
04|04006|000100000000000|133|973|10549|9.22
