CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|CODIGO_LISTA|VOTOS_LISTA
01|01004|000100000000000|137|000100000000000.137.A.000100000000000.137|1568
01|01004|000100000000000|36|000100000000000.36.A.000100000000000.36|1568
01|01004|000100000000000|57|000100000000000.57.A.000100000000000.57|1568
01|01004|000100000000000|87|000100000000000.87.A.000100000000000.87|1568
01|01004|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1568
01|01004|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|1568
01|01004|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|1568
01|01004|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|1568
01|01004|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|1568
01|01004|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|1568
01|01004|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|1568
01|01004|000201000000000|13|000201000000000.13.A.000201000000000.13|1568
01|01004|000201000000000|5|000201000000000.5.A.000201000000000.5|1568
01|01004|000201000000000|86|000201000000000.86.A.000201000000000.86|1568
01|01004|000201000000000|87|000201000000000.87.A.000201000000000.87|1568
01|01004|000201000000000|88|000201000000000.88.1A.000201000000000.88|1568
01|01004|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|1568
01|01004|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|1568
01|01004|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|1568
01|01004|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|1568
01|01004|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|1568
01|01004|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|1568
01|01004|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|1568
01|01004|000301000000000|13|000301000000000.13.A.000301000000000.13|1568
01|01004|000301000000000|5|000301000000000.5.A.000301000000000.5|1568
01|01004|000301000000000|86|000301000000000.86.A.000301000000000.86|1568
01|01004|000301000000000|87|000301000000000.87.A.000301000000000.87|1568
01|01004|000301000000000|88|000301000000000.88.1A.000301000000000.88|1568
01|01004|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1589
01|01004|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|1589
01|01004|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|1589
01|01004|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|1589
01|01004|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|1589
01|01004|000501000000000|13|000501000000000.13.A.000501000000000.13|1589
01|01004|000501000000000|87|000501000000000.87.B.000501000000000.87|1589
01|01004|000501000000000|88|000501000000000.88.1A.000501000000000.88|1589
01|01004|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1589
01|01004|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|1589
01|01004|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|1589
01|01004|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|1589
01|01004|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|1589
01|01004|000801000000000|13|000801000000000.13.A.000801000000000.13|1589
01|01004|000801000000000|5|000801000000000.5.A.000801000000000.5|1589
01|01004|000801000000000|87|000801000000000.87.A.000801000000000.87|1589
01|01004|000801000000000|87|000801000000000.87.B.000801000000000.87|1589
01|01004|000801000000000|88|000801000000000.88.1A.000801000000000.88|1589
01|01004|000901004000000|01-501|000901004000000.01-501.A.000901004000000.01-501|1589
01|01004|000901004000000|01-502|000901004000000.01-502.A.000901004000000.01-502|1589
01|01004|000901004000000|01-502|000901004000000.01-502.B.000901004000000.01-502|1589
01|01004|000901004000000|01-503|000901004000000.01-503.A.000901004000000.01-503|1589
01|01004|000901004000000|01-504|000901004000000.01-504.A.000901004000000.01-504|1589
01|01004|000901004000000|13|000901004000000.13.A.000901004000000.13|1589
01|01004|000901004000000|5|000901004000000.5.A.000901004000000.5|1589
01|01004|000901004000000|88|000901004000000.88.1A.000901004000000.88|1589
01|01005|000100000000000|13|000100000000000.13.A.000100000000000.13|1253
01|01005|000100000000000|131|000100000000000.131.A.000100000000000.131|1253
01|01005|000100000000000|132|000100000000000.132.A.000100000000000.132|1253
01|01005|000100000000000|133|000100000000000.133.A.000100000000000.133|1253
01|01005|000100000000000|135|000100000000000.135.A.000100000000000.135|1253
01|01005|000100000000000|136|000100000000000.136.A.000100000000000.136|1253
01|01005|000100000000000|137|000100000000000.137.A.000100000000000.137|1253
01|01005|000100000000000|36|000100000000000.36.A.000100000000000.36|1253
01|01005|000100000000000|57|000100000000000.57.A.000100000000000.57|1253
01|01005|000100000000000|87|000100000000000.87.A.000100000000000.87|1253
01|01005|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1253
01|01005|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|1253
01|01005|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|1253
01|01005|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|1253
01|01005|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|1253
01|01005|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|1253
01|01005|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|1253
01|01005|000201000000000|13|000201000000000.13.A.000201000000000.13|1253
01|01005|000201000000000|5|000201000000000.5.A.000201000000000.5|1253
01|01005|000201000000000|86|000201000000000.86.A.000201000000000.86|1253
01|01005|000201000000000|87|000201000000000.87.A.000201000000000.87|1253
01|01005|000201000000000|88|000201000000000.88.1A.000201000000000.88|1253
01|01005|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|1253
01|01005|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|1253
01|01005|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|1253
01|01005|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|1253
01|01005|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|1253
01|01005|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|1253
01|01005|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|1253
01|01005|000301000000000|13|000301000000000.13.A.000301000000000.13|1253
01|01005|000301000000000|5|000301000000000.5.A.000301000000000.5|1253
01|01005|000301000000000|86|000301000000000.86.A.000301000000000.86|1253
01|01005|000301000000000|87|000301000000000.87.A.000301000000000.87|1253
01|01005|000301000000000|88|000301000000000.88.1A.000301000000000.88|1253
01|01005|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1260
01|01005|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|1260
01|01005|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|1260
01|01005|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|1260
01|01005|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|1260
01|01005|000501000000000|13|000501000000000.13.A.000501000000000.13|1260
01|01005|000501000000000|87|000501000000000.87.B.000501000000000.87|1260
01|01005|000501000000000|88|000501000000000.88.1A.000501000000000.88|1260
01|01005|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1260
01|01005|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|1260
01|01005|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|1260
01|01005|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|1260
01|01005|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|1260
01|01005|000801000000000|13|000801000000000.13.A.000801000000000.13|1260
01|01005|000801000000000|5|000801000000000.5.A.000801000000000.5|1260
01|01005|000801000000000|87|000801000000000.87.A.000801000000000.87|1260
01|01005|000801000000000|87|000801000000000.87.B.000801000000000.87|1260
01|01005|000801000000000|88|000801000000000.88.1A.000801000000000.88|1260
01|01005|000901005000000|01-501|000901005000000.01-501.A.000901005000000.01-501|1260
01|01005|000901005000000|01-502|000901005000000.01-502.A.000901005000000.01-502|1260
01|01005|000901005000000|01-503|000901005000000.01-503.A.000901005000000.01-503|1260
01|01005|000901005000000|01-504|000901005000000.01-504.A.000901005000000.01-504|1260
01|01005|000901005000000|13|000901005000000.13.A.000901005000000.13|1260
01|01005|000901005000000|5|000901005000000.5.A.000901005000000.5|1260
01|01015|000100000000000|13|000100000000000.13.A.000100000000000.13|1428
01|01015|000100000000000|131|000100000000000.131.A.000100000000000.131|1428
01|01015|000100000000000|132|000100000000000.132.A.000100000000000.132|1428
01|01015|000100000000000|133|000100000000000.133.A.000100000000000.133|1428
01|01015|000100000000000|135|000100000000000.135.A.000100000000000.135|1428
01|01015|000100000000000|136|000100000000000.136.A.000100000000000.136|1428
01|01015|000100000000000|137|000100000000000.137.A.000100000000000.137|1428
01|01015|000100000000000|36|000100000000000.36.A.000100000000000.36|1428
01|01015|000100000000000|57|000100000000000.57.A.000100000000000.57|1428
01|01015|000100000000000|87|000100000000000.87.A.000100000000000.87|1428
01|01015|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1428
01|01015|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|1428
01|01015|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|1428
01|01015|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|1428
01|01015|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|1428
01|01015|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|1428
01|01015|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|1428
01|01015|000201000000000|13|000201000000000.13.A.000201000000000.13|1428
01|01015|000201000000000|5|000201000000000.5.A.000201000000000.5|1428
01|01015|000201000000000|86|000201000000000.86.A.000201000000000.86|1428
01|01015|000201000000000|87|000201000000000.87.A.000201000000000.87|1428
01|01015|000201000000000|88|000201000000000.88.1A.000201000000000.88|1428
01|01015|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|1428
01|01015|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|1428
01|01015|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|1428
01|01015|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|1428
01|01015|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|1428
01|01015|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|1428
01|01015|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|1428
01|01015|000301000000000|13|000301000000000.13.A.000301000000000.13|1428
01|01015|000301000000000|5|000301000000000.5.A.000301000000000.5|1428
01|01015|000301000000000|86|000301000000000.86.A.000301000000000.86|1428
01|01015|000301000000000|87|000301000000000.87.A.000301000000000.87|1428
01|01015|000301000000000|88|000301000000000.88.1A.000301000000000.88|1428
01|01015|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1428
01|01015|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|1428
01|01015|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|1428
01|01015|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|1428
01|01015|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|1428
01|01015|000501000000000|13|000501000000000.13.A.000501000000000.13|1428
01|01015|000501000000000|87|000501000000000.87.B.000501000000000.87|1428
01|01015|000501000000000|88|000501000000000.88.1A.000501000000000.88|1428
01|01015|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1428
01|01015|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|1428
01|01015|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|1428
01|01015|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|1428
01|01015|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|1428
01|01015|000801000000000|13|000801000000000.13.A.000801000000000.13|1428
01|01015|000801000000000|5|000801000000000.5.A.000801000000000.5|1428
01|01015|000801000000000|87|000801000000000.87.A.000801000000000.87|1428
01|01015|000801000000000|87|000801000000000.87.B.000801000000000.87|1428
01|01015|000801000000000|88|000801000000000.88.1A.000801000000000.88|1428
01|01015|000901015000000|01-501|000901015000000.01-501.A.000901015000000.01-501|1428
01|01015|000901015000000|01-502|000901015000000.01-502.C.000901015000000.01-502|1428
01|01015|000901015000000|01-502|000901015000000.01-502.D.000901015000000.01-502|1428
01|01015|000901015000000|01-503|000901015000000.01-503.A.000901015000000.01-503|1428
01|01015|000901015000000|01-504|000901015000000.01-504.A.000901015000000.01-504|1428
01|01015|000901015000000|13|000901015000000.13.A.000901015000000.13|1428
01|01015|000901015000000|5|000901015000000.5.A.000901015000000.5|1428
01|01015|000901015000000|87|000901015000000.87.A.000901015000000.87|1428
02|000702000020000|000702000020000|02-1911|000702000020000.02-1911.A.000702000020000.02-1911|826
02|000702000020000|000702000020000|02-276|000702000020000.02-276.1A.000702000020000.02-276|826
02|000702000020000|000702000020000|02-309|000702000020000.02-309.A.000702000020000.02-309|826
02|000702000020000|000702000020000|02-503|000702000020000.02-503.2.000702000020000.02-503|826
02|000702000020000|000702000020000|02-816|000702000020000.02-816.1A.000702000020000.02-816|826
02|000702000020000|000702000020000|133|000702000020000.133.A.000702000020000.133|826
02|000702000020000|000702000020000|135|000702000020000.135.1A.000702000020000.135|826
02|000702000020000|000702000020000|137|000702000020000.137.A.000702000020000.137|826
02|000702000030000|000702000030000|02-1911|000702000030000.02-1911.A.000702000030000.02-1911|5110
02|000702000030000|000702000030000|02-276|000702000030000.02-276.1A.000702000030000.02-276|5110
02|000702000030000|000702000030000|02-309|000702000030000.02-309.A.000702000030000.02-309|5110
02|000702000030000|000702000030000|02-503|000702000030000.02-503.2.000702000030000.02-503|5110
02|000702000030000|000702000030000|02-816|000702000030000.02-816.1A.000702000030000.02-816|5110
02|000702000030000|000702000030000|02-865|000702000030000.02-865.A.000702000030000.02-865|5110
02|000702000030000|000702000030000|133|000702000030000.133.A.000702000030000.133|5110
02|000702000030000|000702000030000|135|000702000030000.135.1A.000702000030000.135|5110
02|000702000030000|000702000030000|137|000702000030000.137.A.000702000030000.137|5110
02|000702000030000|000702000030000|79|000702000030000.79.A.000702000030000.79|5110
02|000702000060000|000702000060000|02-1911|000702000060000.02-1911.A.000702000060000.02-1911|308
02|000702000060000|000702000060000|02-276|000702000060000.02-276.1A.000702000060000.02-276|308
02|000702000060000|000702000060000|02-309|000702000060000.02-309.A.000702000060000.02-309|308
02|000702000060000|000702000060000|02-503|000702000060000.02-503.2.000702000060000.02-503|308
02|000702000060000|000702000060000|02-816|000702000060000.02-816.1A.000702000060000.02-816|308
02|000702000060000|000702000060000|02-865|000702000060000.02-865.A.000702000060000.02-865|308
02|000702000060000|000702000060000|133|000702000060000.133.A.000702000060000.133|308
02|000702000060000|000702000060000|135|000702000060000.135.1A.000702000060000.135|308
02|000702000060000|000702000060000|137|000702000060000.137.A.000702000060000.137|308
02|02003|000100000000000|13|000100000000000.13.A.000100000000000.13|3584
02|02003|000100000000000|131|000100000000000.131.A.000100000000000.131|3584
02|02003|000100000000000|132|000100000000000.132.A.000100000000000.132|3584
02|02003|000100000000000|133|000100000000000.133.A.000100000000000.133|3584
02|02003|000100000000000|135|000100000000000.135.A.000100000000000.135|3584
02|02003|000100000000000|136|000100000000000.136.A.000100000000000.136|3584
02|02003|000100000000000|137|000100000000000.137.A.000100000000000.137|3584
02|02003|000100000000000|36|000100000000000.36.A.000100000000000.36|3584
02|02003|000100000000000|57|000100000000000.57.A.000100000000000.57|3584
02|02003|000100000000000|87|000100000000000.87.A.000100000000000.87|3584
02|02003|000302000000000|02-207|000302000000000.02-207.A.000302000000000.02-207|3584
02|02003|000302000000000|02-276|000302000000000.02-276.1A.000302000000000.02-276|3584
02|02003|000302000000000|02-309|000302000000000.02-309.A.000302000000000.02-309|3584
02|02003|000302000000000|02-312|000302000000000.02-312.A.000302000000000.02-312|3584
02|02003|000302000000000|02-314|000302000000000.02-314.A.000302000000000.02-314|3584
02|02003|000302000000000|02-315|000302000000000.02-315.A.000302000000000.02-315|3584
02|02003|000302000000000|02-503|000302000000000.02-503.A.000302000000000.02-503|3584
02|02003|000302000000000|02-816|000302000000000.02-816.1A.000302000000000.02-816|3584
02|02003|000302000000000|133|000302000000000.133.A.000302000000000.133|3584
02|02003|000302000000000|135|000302000000000.135.A.000302000000000.135|3584
02|02003|000302000000000|137|000302000000000.137.A.000302000000000.137|3584
02|02003|000302000000000|79|000302000000000.79.A.000302000000000.79|3584
02|02003|000402000000000|02-1911|000402000000000.02-1911.A.000402000000000.02-1911|3724
02|02003|000402000000000|02-276|000402000000000.02-276.1A.000402000000000.02-276|3724
02|02003|000402000000000|02-309|000402000000000.02-309.A.000402000000000.02-309|3724
02|02003|000402000000000|02-503|000402000000000.02-503.2.000402000000000.02-503|3724
02|02003|000402000000000|02-816|000402000000000.02-816.1A.000402000000000.02-816|3724
02|02003|000402000000000|02-865|000402000000000.02-865.A.000402000000000.02-865|3724
02|02003|000402000000000|133|000402000000000.133.A.000402000000000.133|3724
02|02003|000402000000000|135|000402000000000.135.1A.000402000000000.135|3724
02|02003|000402000000000|137|000402000000000.137.A.000402000000000.137|3724
02|02003|001002003000000|02-1911|001002003000000.02-1911.A.001002003000000.02-1911|3724
02|02003|001002003000000|02-1911|001002003000000.02-1911.C.001002003000000.02-1911|3724
02|02003|001002003000000|02-276|001002003000000.02-276.1A.001002003000000.02-276|3724
02|02003|001002003000000|02-309|001002003000000.02-309.A.001002003000000.02-309|3724
02|02003|001002003000000|02-503|001002003000000.02-503.2.001002003000000.02-503|3724
02|02003|001002003000000|02-767|001002003000000.02-767.A.001002003000000.02-767|3724
02|02003|001002003000000|02-816|001002003000000.02-816.1A.001002003000000.02-816|3724
02|02003|001002003000000|02-865|001002003000000.02-865.A.001002003000000.02-865|3724
02|02003|001002003000000|133|001002003000000.133.A.001002003000000.133|3724
02|02003|001002003000000|135|001002003000000.135.1A.001002003000000.135|3724
02|02003|001002003000000|137|001002003000000.137.A.001002003000000.137|3724
02|02003|001002003000000|137|001002003000000.137.C.001002003000000.137|3724
02|02004|000100000000000|13|000100000000000.13.A.000100000000000.13|1393
02|02004|000100000000000|131|000100000000000.131.A.000100000000000.131|1393
02|02004|000100000000000|132|000100000000000.132.A.000100000000000.132|1393
02|02004|000100000000000|133|000100000000000.133.A.000100000000000.133|1393
02|02004|000100000000000|135|000100000000000.135.A.000100000000000.135|1393
02|02004|000100000000000|136|000100000000000.136.A.000100000000000.136|1393
02|02004|000100000000000|137|000100000000000.137.A.000100000000000.137|1393
02|02004|000100000000000|36|000100000000000.36.A.000100000000000.36|1393
02|02004|000100000000000|57|000100000000000.57.A.000100000000000.57|1393
02|02004|000100000000000|87|000100000000000.87.A.000100000000000.87|1393
02|02004|000302000000000|02-207|000302000000000.02-207.A.000302000000000.02-207|1316
02|02004|000302000000000|02-276|000302000000000.02-276.1A.000302000000000.02-276|1316
02|02004|000302000000000|02-309|000302000000000.02-309.A.000302000000000.02-309|1316
02|02004|000302000000000|02-312|000302000000000.02-312.A.000302000000000.02-312|1316
02|02004|000302000000000|02-314|000302000000000.02-314.A.000302000000000.02-314|1316
02|02004|000302000000000|02-315|000302000000000.02-315.A.000302000000000.02-315|1316
02|02004|000302000000000|02-503|000302000000000.02-503.A.000302000000000.02-503|1316
02|02004|000302000000000|02-816|000302000000000.02-816.1A.000302000000000.02-816|1316
02|02004|000302000000000|133|000302000000000.133.A.000302000000000.133|1316
02|02004|000302000000000|135|000302000000000.135.A.000302000000000.135|1316
02|02004|000302000000000|137|000302000000000.137.A.000302000000000.137|1316
02|02004|000302000000000|79|000302000000000.79.A.000302000000000.79|1316
02|02004|000402000000000|02-1911|000402000000000.02-1911.A.000402000000000.02-1911|1463
02|02004|000402000000000|02-276|000402000000000.02-276.1A.000402000000000.02-276|1463
02|02004|000402000000000|02-309|000402000000000.02-309.A.000402000000000.02-309|1463
02|02004|000402000000000|02-503|000402000000000.02-503.2.000402000000000.02-503|1463
02|02004|000402000000000|02-816|000402000000000.02-816.1A.000402000000000.02-816|1463
02|02004|000402000000000|02-865|000402000000000.02-865.A.000402000000000.02-865|1463
02|02004|000402000000000|133|000402000000000.133.A.000402000000000.133|1463
02|02004|000402000000000|135|000402000000000.135.1A.000402000000000.135|1463
02|02004|000402000000000|137|000402000000000.137.A.000402000000000.137|1463
02|02004|001002004000000|02-207|001002004000000.02-207.A.001002004000000.02-207|1484
02|02004|001002004000000|02-276|001002004000000.02-276.1A.001002004000000.02-276|1484
02|02004|001002004000000|02-503|001002004000000.02-503.2.001002004000000.02-503|1484
02|02004|001002004000000|02-865|001002004000000.02-865.A.001002004000000.02-865|1484
02|02004|001002004000000|133|001002004000000.133.A.001002004000000.133|1484
02|02004|001002004000000|135|001002004000000.135.1A.001002004000000.135|1484
02|02004|001002004000000|137|001002004000000.137.A.001002004000000.137|1484
02|02004|001002004000000|137|001002004000000.137.C.001002004000000.137|1484
02|02118|001002118000000|02-1911|001002118000000.02-1911.A.001002118000000.02-1911|7
02|02118|001002118000000|02-1911|001002118000000.02-1911.B.001002118000000.02-1911|7
02|02118|001002118000000|02-276|001002118000000.02-276.1A.001002118000000.02-276|7
02|02118|001002118000000|02-309|001002118000000.02-309.A.001002118000000.02-309|7
02|02118|001002118000000|02-503|001002118000000.02-503.10.001002118000000.02-503|7
02|02118|001002118000000|02-503|001002118000000.02-503.2.001002118000000.02-503|7
02|02118|001002118000000|02-503|001002118000000.02-503.4.001002118000000.02-503|7
02|02118|001002118000000|02-503|001002118000000.02-503.6.001002118000000.02-503|7
02|02118|001002118000000|02-503|001002118000000.02-503.8.001002118000000.02-503|7
02|02118|001002118000000|02-816|001002118000000.02-816.1A.001002118000000.02-816|7
02|02118|001002118000000|02-816|001002118000000.02-816.3C.001002118000000.02-816|7
02|02118|001002118000000|133|001002118000000.133.A.001002118000000.133|7
02|02118|001002118000000|135|001002118000000.135.1A.001002118000000.135|7
02|02118|001002118000000|137|001002118000000.137.A.001002118000000.137|7
02|02118|001002118000000|137|001002118000000.137.B.001002118000000.137|7
02|02124|000100000000000|13|000100000000000.13.A.000100000000000.13|245
02|02124|000100000000000|131|000100000000000.131.A.000100000000000.131|245
02|02124|000100000000000|132|000100000000000.132.A.000100000000000.132|245
02|02124|000100000000000|133|000100000000000.133.A.000100000000000.133|245
02|02124|000100000000000|135|000100000000000.135.A.000100000000000.135|245
02|02124|000100000000000|136|000100000000000.136.A.000100000000000.136|245
02|02124|000100000000000|137|000100000000000.137.A.000100000000000.137|245
02|02124|000100000000000|36|000100000000000.36.A.000100000000000.36|245
02|02124|000100000000000|57|000100000000000.57.A.000100000000000.57|245
02|02124|000100000000000|87|000100000000000.87.A.000100000000000.87|245
02|02124|000302000000000|02-207|000302000000000.02-207.A.000302000000000.02-207|245
