CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
01|01003|000100000000000|133|5031|113814|4.42
01|01003|000100000000000|135|45710|113814|40.16
01|01003|000100000000000|136|42351|113814|37.21
01|01003|000100000000000|137|9516|113814|8.36
01|01003|000100000000000|36|186|113814|0.16
01|01003|000100000000000|57|145|113814|0.12
01|01003|000100000000000|87|3998|113814|3.51
01|01003|000201000000000|01-187|1490|113661|1.31
01|01003|000201000000000|01-262|390|113661|0.34
01|01003|000201000000000|01-343|267|113661|0.23
01|01003|000201000000000|01-501|5338|113661|4.69
01|01003|000201000000000|01-502|40586|113661|35.70
01|01003|000201000000000|01-503|46410|113661|40.83
01|01003|000201000000000|01-504|8191|113661|7.20
01|01003|000201000000000|13|1158|113661|1.01
01|01003|000201000000000|5|963|113661|0.84
01|01003|000201000000000|86|158|113661|0.13
01|01003|000201000000000|87|3575|113661|3.14
01|01003|000201000000000|88|162|113661|0.14
01|01003|000301000000000|01-187|1887|113702|1.65
01|01003|000301000000000|01-262|391|113702|0.34
01|01003|000301000000000|01-343|268|113702|0.23
01|01003|000301000000000|01-501|5952|113702|5.23
01|01003|000301000000000|01-502|39834|113702|35.03
01|01003|000301000000000|01-503|45932|113702|40.39
01|01003|000301000000000|01-504|8145|113702|7.16
01|01003|000301000000000|13|1129|113702|0.99
01|01003|000301000000000|5|983|113702|0.86
01|01003|000301000000000|86|157|113702|0.13
01|01003|000301000000000|87|3531|113702|3.10
01|01003|000301000000000|88|178|113702|0.15
01|01003|000501000000000|01-187|1469|113923|1.28
01|01003|000501000000000|01-501|5199|113923|4.56
01|01003|000501000000000|01-502|40724|113923|35.74
01|01003|000501000000000|01-503|47352|113923|41.56
01|01003|000501000000000|01-504|7988|113923|7.01
01|01003|000501000000000|13|1118|113923|0.98
01|01003|000501000000000|87|23|113923|0.02
01|01003|000501000000000|88|172|113923|0.15
01|01003|000801000000000|01-187|1506|114029|1.32
01|01003|000801000000000|01-501|5587|114029|4.89
01|01003|000801000000000|01-502|40092|114029|35.15
01|01003|000801000000000|01-503|46262|114029|40.57
01|01003|000801000000000|01-504|7758|114029|6.80
01|01003|000801000000000|13|1134|114029|0.99
01|01003|000801000000000|5|971|114029|0.85
01|01003|000801000000000|87|3409|114029|2.98
01|01003|000801000000000|88|186|114029|0.16
01|01003|000901003000000|01-501|5760|113738|5.06
01|01003|000901003000000|01-502|40052|113738|35.21
01|01003|000901003000000|01-503|46206|113738|40.62
01|01003|000901003000000|01-504|7785|113738|6.84
01|01003|000901003000000|13|1169|113738|1.02
01|01003|000901003000000|5|990|113738|0.87
01|01004|000100000000000|13|1450|132740|1.09
01|01004|000100000000000|131|1601|132740|1.20
01|01004|000100000000000|132|437|132740|0.32
01|01004|000100000000000|133|5695|132740|4.29
01|01004|000100000000000|135|46234|132740|34.83
01|01004|000100000000000|136|56704|132740|42.71
01|01004|000100000000000|137|10438|132740|7.86
01|01004|000100000000000|36|195|132740|0.14
01|01004|000100000000000|57|229|132740|0.17
01|01004|000100000000000|87|4046|132740|3.04
01|01004|000201000000000|01-187|1437|132730|1.08
01|01004|000201000000000|01-262|443|132730|0.33
01|01004|000201000000000|01-343|360|132730|0.27
01|01004|000201000000000|01-501|5903|132730|4.44
01|01004|000201000000000|01-502|53687|132730|40.44
01|01004|000201000000000|01-503|47186|132730|35.55
01|01004|000201000000000|01-504|9189|132730|6.92
01|01004|000201000000000|13|1281|132730|0.96
01|01004|000201000000000|5|993|132730|0.74
01|01004|000201000000000|86|238|132730|0.17
01|01004|000201000000000|87|3620|132730|2.72
01|01004|000201000000000|88|203|132730|0.15
01|01004|000301000000000|01-187|1731|132855|1.30
01|01004|000301000000000|01-262|429|132855|0.32
01|01004|000301000000000|01-343|361|132855|0.27
01|01004|000301000000000|01-501|6306|132855|4.74
01|01004|000301000000000|01-502|52982|132855|39.87
01|01004|000301000000000|01-503|46671|132855|35.12
01|01004|000301000000000|01-504|9164|132855|6.89
01|01004|000301000000000|13|1282|132855|0.96
01|01004|000301000000000|5|997|132855|0.75
01|01004|000301000000000|86|247|132855|0.18
01|01004|000301000000000|87|3583|132855|2.69
01|01004|000301000000000|88|211|132855|0.15
01|01004|000501000000000|01-187|1345|133319|1.00
01|01004|000501000000000|01-501|5710|133319|4.28
01|01004|000501000000000|01-502|53734|133319|40.30
01|01004|000501000000000|01-503|48211|133319|36.16
01|01004|000501000000000|01-504|8821|133319|6.61
01|01004|000501000000000|13|1249|133319|0.93
01|01004|000501000000000|87|44|133319|0.03
01|01004|000501000000000|88|218|133319|0.16
01|01004|000801000000000|01-187|1386|133474|1.03
01|01004|000801000000000|01-501|5931|133474|4.44
01|01004|000801000000000|01-502|53313|133474|39.94
01|01004|000801000000000|01-503|47181|133474|35.34
01|01004|000801000000000|01-504|8601|133474|6.44
01|01004|000801000000000|13|1279|133474|0.95
01|01004|000801000000000|5|1003|133474|0.75
01|01004|000801000000000|87|3485|133474|2.61
01|01004|000801000000000|88|228|133474|0.17
01|01004|000901004000000|01-501|5972|132543|4.50
01|01004|000901004000000|01-502|53532|132543|40.38
01|01004|000901004000000|01-503|47094|132543|35.53
01|01004|000901004000000|01-504|8640|132543|6.51
01|01004|000901004000000|13|1327|132543|1.00
01|01004|000901004000000|5|1000|132543|0.75
01|01004|000901004000000|88|236|132543|0.17
01|01005|000100000000000|13|1610|117310|1.37
01|01005|000100000000000|131|1234|117310|1.05
01|01005|000100000000000|132|331|117310|0.28
01|01005|000100000000000|133|5591|117310|4.76
01|01005|000100000000000|135|47051|117310|40.10
01|01005|000100000000000|136|42548|117310|36.26
01|01005|000100000000000|137|10771|117310|9.18
01|01005|000100000000000|36|158|117310|0.13
01|01005|000100000000000|57|146|117310|0.12
01|01005|000100000000000|87|4173|117310|3.55
01|01005|000201000000000|01-187|1819|117272|1.55
01|01005|000201000000000|01-262|322|117272|0.27
01|01005|000201000000000|01-343|235|117272|0.20
01|01005|000201000000000|01-501|6028|117272|5.14
01|01005|000201000000000|01-502|40894|117272|34.87
01|01005|000201000000000|01-503|48154|117272|41.06
01|01005|000201000000000|01-504|9211|117272|7.85
01|01005|000201000000000|13|1359|117272|1.15
01|01005|000201000000000|5|832|117272|0.70
01|01005|000201000000000|86|96|117272|0.08
01|01005|000201000000000|87|3696|117272|3.15
01|01005|000201000000000|88|138|117272|0.11
01|01005|000301000000000|01-187|2358|117318|2.00
01|01005|000301000000000|01-262|317|117318|0.27
01|01005|000301000000000|01-343|234|117318|0.19
01|01005|000301000000000|01-501|6869|117318|5.85
01|01005|000301000000000|01-502|39939|117318|34.04
01|01005|000301000000000|01-503|47617|117318|40.58
01|01005|000301000000000|01-504|9212|117318|7.85
01|01005|000301000000000|13|1320|117318|1.12
01|01005|000301000000000|5|844|117318|0.71
01|01005|000301000000000|86|96|117318|0.08
01|01005|000301000000000|87|3669|117318|3.12
01|01005|000301000000000|88|140|117318|0.11
01|01005|000501000000000|01-187|1746|117348|1.48
01|01005|000501000000000|01-501|5863|117348|4.99
01|01005|000501000000000|01-502|41044|117348|34.97
01|01005|000501000000000|01-503|49212|117348|41.93
01|01005|000501000000000|01-504|8951|117348|7.62
01|01005|000501000000000|13|1292|117348|1.10
01|01005|000501000000000|87|41|117348|0.03
01|01005|000501000000000|88|141|117348|0.12
01|01005|000801000000000|01-187|1784|117639|1.51
01|01005|000801000000000|01-501|6404|117639|5.44
01|01005|000801000000000|01-502|40332|117639|34.28
01|01005|000801000000000|01-503|48219|117639|40.98
01|01005|000801000000000|01-504|8678|117639|7.37
01|01005|000801000000000|13|1325|117639|1.12
01|01005|000801000000000|5|821|117639|0.69
01|01005|000801000000000|87|3562|117639|3.02
01|01005|000801000000000|88|158|117639|0.13
01|01005|000901005000000|01-501|6411|117385|5.46
01|01005|000901005000000|01-502|40418|117385|34.43
01|01005|000901005000000|01-503|48276|117385|41.12
01|01005|000901005000000|01-504|8736|117385|7.44
01|01005|000901005000000|13|1382|117385|1.17
01|01005|000901005000000|5|807|117385|0.68
01|01006|000100000000000|13|1704|124733|1.36
01|01006|000100000000000|131|1076|124733|0.86
01|01006|000100000000000|132|277|124733|0.22
01|01006|000100000000000|133|5179|124733|4.15
01|01006|000100000000000|135|57676|124733|46.23
01|01006|000100000000000|136|38086|124733|30.53
01|01006|000100000000000|137|11914|124733|9.55
01|01006|000100000000000|36|94|124733|0.07
01|01006|000100000000000|57|122|124733|0.09
01|01006|000100000000000|87|4695|124733|3.76
01|01006|000201000000000|01-187|2088|124790|1.67
01|01006|000201000000000|01-262|280|124790|0.22
01|01006|000201000000000|01-343|216|124790|0.17
01|01006|000201000000000|01-501|5741|124790|4.60
01|01006|000201000000000|01-502|36498|124790|29.24
01|01006|000201000000000|01-503|59225|124790|47.45
01|01006|000201000000000|01-504|9998|124790|8.01
01|01006|000201000000000|13|1401|124790|1.12
01|01006|000201000000000|5|821|124790|0.65
01|01006|000201000000000|86|92|124790|0.07
01|01006|000201000000000|87|4014|124790|3.21
01|01006|000201000000000|88|95|124790|0.07
01|01006|000301000000000|01-187|2812|124731|2.25
01|01006|000301000000000|01-262|278|124731|0.22
01|01006|000301000000000|01-343|220|124731|0.17
01|01006|000301000000000|01-501|6514|124731|5.22
01|01006|000301000000000|01-502|35585|124731|28.52
01|01006|000301000000000|01-503|58475|124731|46.88
01|01006|000301000000000|01-504|10009|124731|8.02
01|01006|000301000000000|13|1351|124731|1.08
01|01006|000301000000000|5|835|124731|0.66
01|01006|000301000000000|86|101|124731|0.08
01|01006|000301000000000|87|3980|124731|3.19
01|01006|000301000000000|88|106|124731|0.08
01|01006|000501000000000|01-187|1943|124834|1.55
01|01006|000501000000000|01-501|5452|124834|4.36
01|01006|000501000000000|01-502|36905|124834|29.56
01|01006|000501000000000|01-503|60357|124834|48.34
01|01006|000501000000000|01-504|9695|124834|7.76
01|01006|000501000000000|13|1320|124834|1.05
01|01006|000501000000000|87|83|124834|0.06
01|01006|000501000000000|88|97|124834|0.07
01|01006|000801000000000|01-187|2042|124971|1.63
01|01006|000801000000000|01-501|5984|124971|4.78
01|01006|000801000000000|01-502|36189|124971|28.95
01|01006|000801000000000|01-503|59195|124971|47.36
01|01006|000801000000000|01-504|9466|124971|7.57
01|01006|000801000000000|13|1363|124971|1.09
01|01006|000801000000000|5|814|124971|0.65
01|01006|000801000000000|87|3890|124971|3.11
01|01006|000801000000000|88|100|124971|0.08
01|01006|000901006000000|01-501|6187|124869|4.95
01|01006|000901006000000|01-502|36085|124869|28.89
01|01006|000901006000000|01-503|59191|124869|47.40
01|01006|000901006000000|01-504|9493|124869|7.60
01|01006|000901006000000|13|1399|124869|1.12
01|01006|000901006000000|5|794|124869|0.63
01|01006|000901006000000|87|3890|124869|3.11
01|01006|000901006000000|88|115|124869|0.09
01|01007|000100000000000|13|1623|130495|1.24
01|01007|000100000000000|131|1424|130495|1.09
01|01007|000100000000000|132|353|130495|0.27
01|01007|000100000000000|133|5140|130495|3.93
01|01007|000100000000000|135|52353|130495|40.11
01|01007|000100000000000|136|47153|130495|36.13
01|01007|000100000000000|137|12541|130495|9.61
01|01007|000100000000000|36|161|130495|0.12
01|01007|000100000000000|57|178|130495|0.13
01|01007|000100000000000|87|5007|130495|3.83
01|01007|000201000000000|01-187|1807|130461|1.38
01|01007|000201000000000|01-262|359|130461|0.27
01|01007|000201000000000|01-343|277|130461|0.21
01|01007|000201000000000|01-501|5515|130461|4.22
01|01007|000201000000000|01-502|45230|130461|34.66
01|01007|000201000000000|01-503|53683|130461|41.14
01|01007|000201000000000|01-504|10730|130461|8.22
01|01007|000201000000000|13|1392|130461|1.06
01|01007|000201000000000|5|959|130461|0.73
01|01007|000201000000000|86|166|130461|0.12
01|01007|000201000000000|87|4398|130461|3.37
01|01007|000201000000000|88|151|130461|0.11
01|01007|000301000000000|01-187|2333|130320|1.79
01|01007|000301000000000|01-262|376|130320|0.28
01|01007|000301000000000|01-343|286|130320|0.21
01|01007|000301000000000|01-501|6242|130320|4.78
01|01007|000301000000000|01-502|44318|130320|34.00
01|01007|000301000000000|01-503|53001|130320|40.66
01|01007|000301000000000|01-504|10671|130320|8.18
01|01007|000301000000000|13|1372|130320|1.05
01|01007|000301000000000|5|989|130320|0.75
01|01007|000301000000000|86|167|130320|0.12
01|01007|000301000000000|87|4350|130320|3.33
01|01007|000301000000000|88|168|130320|0.12
01|01007|000501000000000|01-187|1728|131198|1.31
01|01007|000501000000000|01-501|5333|131198|4.06
01|01007|000501000000000|01-502|46281|131198|35.27
01|01007|000501000000000|01-503|54649|131198|41.65
01|01007|000501000000000|01-504|10302|131198|7.85
01|01007|000501000000000|13|1316|131198|1.00
01|01007|000501000000000|87|28|131198|0.02
01|01007|000501000000000|88|164|131198|0.12
01|01007|000801000000000|01-187|1794|131626|1.36
01|01007|000801000000000|01-501|5692|131626|4.32
01|01007|000801000000000|01-502|45532|131626|34.59
01|01007|000801000000000|01-503|53708|131626|40.80
01|01007|000801000000000|01-504|10109|131626|7.68
01|01007|000801000000000|13|1366|131626|1.03
01|01007|000801000000000|5|982|131626|0.74
01|01007|000801000000000|87|4230|131626|3.21
01|01007|000801000000000|88|173|131626|0.13
01|01007|000901007000000|01-501|5742|131207|4.37
01|01007|000901007000000|01-502|45511|131207|34.68
01|01007|000901007000000|01-503|53754|131207|40.96
01|01007|000901007000000|01-504|10168|131207|7.74
01|01007|000901007000000|13|1439|131207|1.09
01|01007|000901007000000|5|985|131207|0.75
01|01007|000901007000000|88|177|131207|0.13
01|01008|000100000000000|13|839|104134|0.80
01|01008|000100000000000|131|1404|104134|1.34
01|01008|000100000000000|132|351|104134|0.33
01|01008|000100000000000|133|3972|104134|3.81
01|01008|000100000000000|135|31283|104134|30.04
01|01008|000100000000000|136|51062|104134|49.03
01|01008|000100000000000|137|8173|104134|7.84
01|01008|000100000000000|36|190|104134|0.18
01|01008|000100000000000|57|221|104134|0.21
01|01008|000100000000000|87|2909|104134|2.79
01|01008|000201000000000|01-187|826|103567|0.79
01|01008|000201000000000|01-262|355|103567|0.34
01|01008|000201000000000|01-343|315|103567|0.30
01|01008|000201000000000|01-501|3994|103567|3.85
01|01008|000201000000000|01-502|48752|103567|47.07
01|01008|000201000000000|01-503|31813|103567|30.71
01|01008|000201000000000|01-504|7284|103567|7.03
01|01008|000201000000000|13|790|103567|0.76
01|01008|000201000000000|5|553|103567|0.53
01|01008|000201000000000|86|215|103567|0.20
01|01008|000201000000000|87|2680|103567|2.58
01|01008|000201000000000|88|172|103567|0.16
01|01008|000301000000000|01-187|991|103534|0.95
01|01008|000301000000000|01-262|350|103534|0.33
01|01008|000301000000000|01-343|320|103534|0.30
01|01008|000301000000000|01-501|4117|103534|3.97
01|01008|000301000000000|01-502|48217|103534|46.57
01|01008|000301000000000|01-503|31604|103534|30.52
01|01008|000301000000000|01-504|7293|103534|7.04
01|01008|000301000000000|13|779|103534|0.75
01|01008|000301000000000|5|573|103534|0.55
01|01008|000301000000000|86|219|103534|0.21
01|01008|000301000000000|87|2646|103534|2.55
01|01008|000301000000000|88|176|103534|0.16
01|01008|000501000000000|01-187|811|104631|0.77
01|01008|000501000000000|01-501|3967|104631|3.79
01|01008|000501000000000|01-502|49498|104631|47.30
01|01008|000501000000000|01-503|32752|104631|31.30
01|01008|000501000000000|01-504|6997|104631|6.68
01|01008|000501000000000|13|773|104631|0.73
01|01008|000501000000000|87|84|104631|0.08
01|01008|000501000000000|88|201|104631|0.19
01|01008|000801000000000|01-187|836|105047|0.79
01|01008|000801000000000|01-501|4088|105047|3.89
01|01008|000801000000000|01-502|49112|105047|46.75
01|01008|000801000000000|01-503|32040|105047|30.50
01|01008|000801000000000|01-504|6973|105047|6.63
01|01008|000801000000000|13|783|105047|0.74
01|01008|000801000000000|5|579|105047|0.55
01|01008|000801000000000|87|2647|105047|2.51
01|01008|000801000000000|88|211|105047|0.20
01|01008|000901008000000|01-501|4140|104907|3.94
01|01008|000901008000000|01-502|48862|104907|46.57
01|01008|000901008000000|01-503|32096|104907|30.59
01|01008|000901008000000|01-504|7023|104907|6.69
01|01008|000901008000000|13|818|104907|0.77
01|01008|000901008000000|5|582|104907|0.55
01|01008|000901008000000|87|2638|104907|2.51
01|01008|000901008000000|88|207|104907|0.19
01|01009|000100000000000|13|1186|113726|1.04
01|01009|000100000000000|131|1373|113726|1.20
01|01009|000100000000000|132|387|113726|0.34
01|01009|000100000000000|133|4492|113726|3.94
01|01009|000100000000000|135|41878|113726|36.82
01|01009|000100000000000|136|44240|113726|38.90
01|01009|000100000000000|137|11834|113726|10.40
01|01009|000100000000000|36|136|113726|0.11
01|01009|000100000000000|57|156|113726|0.13
01|01009|000100000000000|87|4268|113726|3.75
01|01009|000201000000000|01-187|1285|113687|1.13
01|01009|000201000000000|01-262|394|113687|0.34
01|01009|000201000000000|01-343|252|113687|0.22
01|01009|000201000000000|01-501|4676|113687|4.11
01|01009|000201000000000|01-502|42727|113687|37.58
01|01009|000201000000000|01-503|42989|113687|37.81
01|01009|000201000000000|01-504|10402|113687|9.14
01|01009|000201000000000|13|1058|113687|0.93
01|01009|000201000000000|5|760|113687|0.66
01|01009|000201000000000|86|139|113687|0.12
01|01009|000201000000000|87|3829|113687|3.36
01|01009|000201000000000|88|135|113687|0.11
01|01009|000301000000000|01-187|1630|113734|1.43
01|01009|000301000000000|01-262|388|113734|0.34
01|01009|000301000000000|01-343|256|113734|0.22
01|01009|000301000000000|01-501|4967|113734|4.36
01|01009|000301000000000|01-502|42297|113734|37.18
01|01009|000301000000000|01-503|42585|113734|37.44
01|01009|000301000000000|01-504|10416|113734|9.15
01|01009|000301000000000|13|1050|113734|0.92
01|01009|000301000000000|5|782|113734|0.68
01|01009|000301000000000|86|144|113734|0.12
01|01009|000301000000000|87|3776|113734|3.32
01|01009|000301000000000|88|138|113734|0.12
01|01009|000501000000000|01-187|1260|114025|1.10
01|01009|000501000000000|01-501|4490|114025|3.93
01|01009|000501000000000|01-502|43271|114025|37.94
01|01009|000501000000000|01-503|43800|114025|38.41
01|01009|000501000000000|01-504|9994|114025|8.76
01|01009|000501000000000|13|1016|114025|0.89
01|01009|000501000000000|87|95|114025|0.08
01|01009|000501000000000|88|152|114025|0.13
01|01009|000801000000000|01-187|1287|114353|1.12
01|01009|000801000000000|01-501|4715|114353|4.12
01|01009|000801000000000|01-502|42791|114353|37.42
01|01009|000801000000000|01-503|43077|114353|37.67
01|01009|000801000000000|01-504|9744|114353|8.52
01|01009|000801000000000|13|1046|114353|0.91
01|01009|000801000000000|5|775|114353|0.67
01|01009|000801000000000|87|3748|114353|3.27
01|01009|000801000000000|88|154|114353|0.13
01|01009|000901009000000|01-501|4789|114176|4.19
01|01009|000901009000000|01-502|42786|114176|37.47
01|01009|000901009000000|01-503|43056|114176|37.71
01|01009|000901009000000|01-504|9748|114176|8.53
01|01009|000901009000000|13|1067|114176|0.93
01|01009|000901009000000|5|779|114176|0.68
01|01009|000901009000000|87|3707|114176|3.24
01|01009|000901009000000|88|160|114176|0.14
01|01010|000100000000000|13|1454|115134|1.26
01|01010|000100000000000|131|1452|115134|1.26
01|01010|000100000000000|132|333|115134|0.28
01|01010|000100000000000|133|5056|115134|4.39
01|01010|000100000000000|135|46150|115134|40.08
01|01010|000100000000000|136|39805|115134|34.57
01|01010|000100000000000|137|12360|115134|10.73
01|01010|000100000000000|36|119|115134|0.10
01|01010|000100000000000|57|163|115134|0.14
01|01010|000100000000000|87|4273|115134|3.71
01|01010|000201000000000|01-187|1737|115177|1.50
01|01010|000201000000000|01-262|343|115177|0.29
01|01010|000201000000000|01-343|259|115177|0.22
01|01010|000201000000000|01-501|5332|115177|4.62
01|01010|000201000000000|01-502|38396|115177|33.33
01|01010|000201000000000|01-503|47417|115177|41.16
01|01010|000201000000000|01-504|10738|115177|9.32
01|01010|000201000000000|13|1271|115177|1.10
01|01010|000201000000000|5|963|115177|0.83
01|01010|000201000000000|86|107|115177|0.09
01|01010|000201000000000|87|3738|115177|3.24
01|01010|000201000000000|88|124|115177|0.10
01|01010|000301000000000|01-187|2174|115182|1.88
01|01010|000301000000000|01-262|340|115182|0.29
01|01010|000301000000000|01-343|266|115182|0.23
01|01010|000301000000000|01-501|5788|115182|5.02
01|01010|000301000000000|01-502|37842|115182|32.85
01|01010|000301000000000|01-503|46815|115182|40.64
01|01010|000301000000000|01-504|10691|115182|9.28
01|01010|000301000000000|13|1237|115182|1.07
01|01010|000301000000000|5|997|115182|0.86
01|01010|000301000000000|86|118|115182|0.10
01|01010|000301000000000|87|3647|115182|3.16
01|01010|000301000000000|88|127|115182|0.11
01|01010|000501000000000|01-187|1637|115366|1.41
01|01010|000501000000000|01-501|4966|115366|4.30
01|01010|000501000000000|01-502|38771|115366|33.60
01|01010|000501000000000|01-503|48337|115366|41.89
01|01010|000501000000000|01-504|10403|115366|9.01
01|01010|000501000000000|13|1183|115366|1.02
01|01010|000501000000000|87|57|115366|0.04
01|01010|000501000000000|88|150|115366|0.13
01|01010|000801000000000|01-187|1672|115525|1.44
01|01010|000801000000000|01-501|5269|115525|4.56
01|01010|000801000000000|01-502|38213|115525|33.07
01|01010|000801000000000|01-503|47312|115525|40.95
01|01010|000801000000000|01-504|10200|115525|8.82
01|01010|000801000000000|13|1219|115525|1.05
01|01010|000801000000000|5|952|115525|0.82
01|01010|000801000000000|87|3591|115525|3.10
01|01010|000801000000000|88|145|115525|0.12
01|01010|000901010000000|01-501|5318|115438|4.60
01|01010|000901010000000|01-502|38203|115438|33.09
01|01010|000901010000000|01-503|47266|115438|40.94
01|01010|000901010000000|01-504|10245|115438|8.87
01|01010|000901010000000|13|1249|115438|1.08
01|01010|000901010000000|5|938|115438|0.81
01|01010|000901010000000|87|3573|115438|3.09
01|01011|000100000000000|13|1532|133966|1.14
01|01011|000100000000000|131|1518|133966|1.13
01|01011|000100000000000|132|389|133966|0.29
01|01011|000100000000000|133|5351|133966|3.99
01|01011|000100000000000|135|59177|133966|44.17
01|01011|000100000000000|136|42115|133966|31.43
