CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|CODIGO_LISTA|VOTOS_LISTA
01|01003|000100000000000|137|000100000000000.137.A.000100000000000.137|9448
01|01003|000100000000000|36|000100000000000.36.A.000100000000000.36|184
01|01003|000100000000000|57|000100000000000.57.A.000100000000000.57|145
01|01003|000100000000000|87|000100000000000.87.A.000100000000000.87|3976
01|01003|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1477
01|01003|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|388
01|01003|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|265
01|01003|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5299
01|01003|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|40281
01|01003|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|46125
01|01003|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|8127
01|01003|000201000000000|13|000201000000000.13.A.000201000000000.13|1150
01|01003|000201000000000|5|000201000000000.5.A.000201000000000.5|958
01|01003|000201000000000|86|000201000000000.86.A.000201000000000.86|158
01|01003|000201000000000|87|000201000000000.87.A.000201000000000.87|3556
01|01003|000201000000000|88|000201000000000.88.1A.000201000000000.88|161
01|01003|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|1867
01|01003|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|389
01|01003|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|265
01|01003|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|5910
01|01003|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|39538
01|01003|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|45651
01|01003|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|8082
01|01003|000301000000000|13|000301000000000.13.A.000301000000000.13|1120
01|01003|000301000000000|5|000301000000000.5.A.000301000000000.5|978
01|01003|000301000000000|86|000301000000000.86.A.000301000000000.86|157
01|01003|000301000000000|87|000301000000000.87.A.000301000000000.87|3511
01|01003|000301000000000|88|000301000000000.88.1A.000301000000000.88|177
01|01003|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1458
01|01003|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|5163
01|01003|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|40419
01|01003|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|47062
01|01003|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|7928
01|01003|000501000000000|13|000501000000000.13.A.000501000000000.13|1110
01|01003|000501000000000|87|000501000000000.87.B.000501000000000.87|23
01|01003|000501000000000|88|000501000000000.88.1A.000501000000000.88|171
01|01003|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1495
01|01003|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|5548
01|01003|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|39793
01|01003|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|45984
01|01003|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|7698
01|01003|000801000000000|13|000801000000000.13.A.000801000000000.13|1124
01|01003|000801000000000|5|000801000000000.5.A.000801000000000.5|966
01|01003|000801000000000|87|000801000000000.87.A.000801000000000.87|3383
01|01003|000801000000000|87|000801000000000.87.B.000801000000000.87|5
01|01003|000801000000000|88|000801000000000.88.1A.000801000000000.88|185
01|01003|000901003000000|01-501|000901003000000.01-501.A.000901003000000.01-501|5720
01|01003|000901003000000|01-502|000901003000000.01-502.A.000901003000000.01-502|39755
01|01003|000901003000000|01-503|000901003000000.01-503.A.000901003000000.01-503|45928
01|01003|000901003000000|01-504|000901003000000.01-504.A.000901003000000.01-504|7725
01|01003|000901003000000|13|000901003000000.13.A.000901003000000.13|1159
01|01003|000901003000000|5|000901003000000.5.A.000901003000000.5|985
01|01004|000100000000000|13|000100000000000.13.A.000100000000000.13|1411
01|01004|000100000000000|131|000100000000000.131.A.000100000000000.131|1564
01|01004|000100000000000|132|000100000000000.132.A.000100000000000.132|432
01|01004|000100000000000|133|000100000000000.133.A.000100000000000.133|5576
01|01004|000100000000000|135|000100000000000.135.A.000100000000000.135|45188
01|01004|000100000000000|136|000100000000000.136.A.000100000000000.136|55513
01|01004|000100000000000|137|000100000000000.137.A.000100000000000.137|10207
01|01004|000100000000000|36|000100000000000.36.A.000100000000000.36|192
01|01004|000100000000000|57|000100000000000.57.A.000100000000000.57|225
01|01004|000100000000000|87|000100000000000.87.A.000100000000000.87|3963
01|01004|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1400
01|01004|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|437
01|01004|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|350
01|01004|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5773
01|01004|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|52545
01|01004|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|46115
01|01004|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|8993
01|01004|000201000000000|13|000201000000000.13.A.000201000000000.13|1245
01|01004|000201000000000|5|000201000000000.5.A.000201000000000.5|968
01|01004|000201000000000|86|000201000000000.86.A.000201000000000.86|234
01|01004|000201000000000|87|000201000000000.87.A.000201000000000.87|3553
01|01004|000201000000000|88|000201000000000.88.1A.000201000000000.88|197
01|01004|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|1684
01|01004|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|423
01|01004|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|351
01|01004|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|6171
01|01004|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|51853
01|01004|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|45611
01|01004|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|8967
01|01004|000301000000000|13|000301000000000.13.A.000301000000000.13|1248
01|01004|000301000000000|5|000301000000000.5.A.000301000000000.5|971
01|01004|000301000000000|86|000301000000000.86.A.000301000000000.86|243
01|01004|000301000000000|87|000301000000000.87.A.000301000000000.87|3518
01|01004|000301000000000|88|000301000000000.88.1A.000301000000000.88|204
01|01004|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1306
01|01004|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|5586
01|01004|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|52604
01|01004|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|47109
01|01004|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|8632
01|01004|000501000000000|13|000501000000000.13.A.000501000000000.13|1216
01|01004|000501000000000|87|000501000000000.87.B.000501000000000.87|38
01|01004|000501000000000|88|000501000000000.88.1A.000501000000000.88|212
01|01004|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1348
01|01004|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|5800
01|01004|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|52189
01|01004|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|46106
01|01004|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|8419
01|01004|000801000000000|13|000801000000000.13.A.000801000000000.13|1244
01|01004|000801000000000|5|000801000000000.5.A.000801000000000.5|975
01|01004|000801000000000|87|000801000000000.87.A.000801000000000.87|3416
01|01004|000801000000000|87|000801000000000.87.B.000801000000000.87|12
01|01004|000801000000000|88|000801000000000.88.1A.000801000000000.88|222
01|01004|000901004000000|01-501|000901004000000.01-501.A.000901004000000.01-501|5837
01|01004|000901004000000|01-502|000901004000000.01-502.A.000901004000000.01-502|50935
01|01004|000901004000000|01-502|000901004000000.01-502.B.000901004000000.01-502|1468
01|01004|000901004000000|01-503|000901004000000.01-503.A.000901004000000.01-503|46028
01|01004|000901004000000|01-504|000901004000000.01-504.A.000901004000000.01-504|8472
01|01004|000901004000000|13|000901004000000.13.A.000901004000000.13|1290
01|01004|000901004000000|5|000901004000000.5.A.000901004000000.5|974
01|01004|000901004000000|88|000901004000000.88.1A.000901004000000.88|229
01|01005|000100000000000|13|000100000000000.13.A.000100000000000.13|1586
01|01005|000100000000000|131|000100000000000.131.A.000100000000000.131|1203
01|01005|000100000000000|132|000100000000000.132.A.000100000000000.132|325
01|01005|000100000000000|133|000100000000000.133.A.000100000000000.133|5494
01|01005|000100000000000|135|000100000000000.135.A.000100000000000.135|46088
01|01005|000100000000000|136|000100000000000.136.A.000100000000000.136|41652
01|01005|000100000000000|137|000100000000000.137.A.000100000000000.137|10571
01|01005|000100000000000|36|000100000000000.36.A.000100000000000.36|152
01|01005|000100000000000|57|000100000000000.57.A.000100000000000.57|144
01|01005|000100000000000|87|000100000000000.87.A.000100000000000.87|4104
01|01005|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1769
01|01005|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|317
01|01005|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|230
01|01005|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5927
01|01005|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|40039
01|01005|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|47169
01|01005|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|9038
01|01005|000201000000000|13|000201000000000.13.A.000201000000000.13|1338
01|01005|000201000000000|5|000201000000000.5.A.000201000000000.5|813
01|01005|000201000000000|86|000201000000000.86.A.000201000000000.86|96
01|01005|000201000000000|87|000201000000000.87.A.000201000000000.87|3632
01|01005|000201000000000|88|000201000000000.88.1A.000201000000000.88|138
01|01005|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|2299
01|01005|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|312
01|01005|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|229
01|01005|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|6745
01|01005|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|39108
01|01005|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|46643
01|01005|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|9040
01|01005|000301000000000|13|000301000000000.13.A.000301000000000.13|1300
01|01005|000301000000000|5|000301000000000.5.A.000301000000000.5|823
01|01005|000301000000000|86|000301000000000.86.A.000301000000000.86|96
01|01005|000301000000000|87|000301000000000.87.A.000301000000000.87|3608
01|01005|000301000000000|88|000301000000000.88.1A.000301000000000.88|140
01|01005|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1694
01|01005|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|5761
01|01005|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|40184
01|01005|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|48211
01|01005|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|8794
01|01005|000501000000000|13|000501000000000.13.A.000501000000000.13|1275
01|01005|000501000000000|87|000501000000000.87.B.000501000000000.87|41
01|01005|000501000000000|88|000501000000000.88.1A.000501000000000.88|141
01|01005|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1728
01|01005|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|6292
01|01005|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|39487
01|01005|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|47237
01|01005|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|8525
01|01005|000801000000000|13|000801000000000.13.A.000801000000000.13|1305
01|01005|000801000000000|5|000801000000000.5.A.000801000000000.5|800
01|01005|000801000000000|87|000801000000000.87.A.000801000000000.87|3485
01|01005|000801000000000|87|000801000000000.87.B.000801000000000.87|23
01|01005|000801000000000|88|000801000000000.88.1A.000801000000000.88|158
01|01005|000901005000000|01-501|000901005000000.01-501.A.000901005000000.01-501|6296
01|01005|000901005000000|01-502|000901005000000.01-502.A.000901005000000.01-502|39574
01|01005|000901005000000|01-503|000901005000000.01-503.A.000901005000000.01-503|47291
01|01005|000901005000000|01-504|000901005000000.01-504.A.000901005000000.01-504|8581
01|01005|000901005000000|13|000901005000000.13.A.000901005000000.13|1357
01|01005|000901005000000|5|000901005000000.5.A.000901005000000.5|787
01|01006|000100000000000|13|000100000000000.13.A.000100000000000.13|1589
01|01006|000100000000000|131|000100000000000.131.A.000100000000000.131|987
01|01006|000100000000000|132|000100000000000.132.A.000100000000000.132|256
01|01006|000100000000000|133|000100000000000.133.A.000100000000000.133|4847
01|01006|000100000000000|135|000100000000000.135.A.000100000000000.135|53454
01|01006|000100000000000|136|000100000000000.136.A.000100000000000.136|35416
01|01006|000100000000000|137|000100000000000.137.A.000100000000000.137|11066
01|01006|000100000000000|36|000100000000000.36.A.000100000000000.36|85
01|01006|000100000000000|57|000100000000000.57.A.000100000000000.57|109
01|01006|000100000000000|87|000100000000000.87.A.000100000000000.87|4349
01|01006|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1924
01|01006|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|259
01|01006|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|204
01|01006|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5385
01|01006|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|33959
01|01006|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|54884
01|01006|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|9278
01|01006|000201000000000|13|000201000000000.13.A.000201000000000.13|1305
01|01006|000201000000000|5|000201000000000.5.A.000201000000000.5|758
01|01006|000201000000000|86|000201000000000.86.A.000201000000000.86|83
01|01006|000201000000000|87|000201000000000.87.A.000201000000000.87|3712
01|01006|000201000000000|88|000201000000000.88.1A.000201000000000.88|90
01|01006|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|2588
01|01006|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|257
01|01006|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|208
01|01006|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|6095
01|01006|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|33091
01|01006|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|54202
01|01006|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|9291
01|01006|000301000000000|13|000301000000000.13.A.000301000000000.13|1258
01|01006|000301000000000|5|000301000000000.5.A.000301000000000.5|763
01|01006|000301000000000|86|000301000000000.86.A.000301000000000.86|90
01|01006|000301000000000|87|000301000000000.87.A.000301000000000.87|3679
01|01006|000301000000000|88|000301000000000.88.1A.000301000000000.88|98
01|01006|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1783
01|01006|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|5118
01|01006|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|34338
01|01006|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|55946
01|01006|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|8980
01|01006|000501000000000|13|000501000000000.13.A.000501000000000.13|1228
01|01006|000501000000000|87|000501000000000.87.B.000501000000000.87|83
01|01006|000501000000000|88|000501000000000.88.1A.000501000000000.88|92
01|01006|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1878
01|01006|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|5592
01|01006|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|33674
01|01006|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|54883
01|01006|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|8779
01|01006|000801000000000|13|000801000000000.13.A.000801000000000.13|1266
01|01006|000801000000000|5|000801000000000.5.A.000801000000000.5|756
01|01006|000801000000000|87|000801000000000.87.A.000801000000000.87|3575
01|01006|000801000000000|87|000801000000000.87.B.000801000000000.87|19
01|01006|000801000000000|88|000801000000000.88.1A.000801000000000.88|94
01|01006|000901006000000|01-501|000901006000000.01-501.A.000901006000000.01-501|5685
01|01006|000901006000000|01-502|000901006000000.01-502.A.000901006000000.01-502|33648
01|01006|000901006000000|01-503|000901006000000.01-503.A.000901006000000.01-503|54891
01|01006|000901006000000|01-504|000901006000000.01-504.A.000901006000000.01-504|8821
01|01006|000901006000000|13|000901006000000.13.A.000901006000000.13|1300
01|01006|000901006000000|5|000901006000000.5.A.000901006000000.5|735
01|01006|000901006000000|87|000901006000000.87.A.000901006000000.87|3591
01|01006|000901006000000|88|000901006000000.88.1A.000901006000000.88|99
01|01007|000100000000000|13|000100000000000.13.A.000100000000000.13|1523
01|01007|000100000000000|131|000100000000000.131.A.000100000000000.131|1355
01|01007|000100000000000|132|000100000000000.132.A.000100000000000.132|340
01|01007|000100000000000|133|000100000000000.133.A.000100000000000.133|4931
01|01007|000100000000000|135|000100000000000.135.A.000100000000000.135|50128
01|01007|000100000000000|136|000100000000000.136.A.000100000000000.136|44522
01|01007|000100000000000|137|000100000000000.137.A.000100000000000.137|11991
01|01007|000100000000000|36|000100000000000.36.A.000100000000000.36|154
01|01007|000100000000000|57|000100000000000.57.A.000100000000000.57|168
01|01007|000100000000000|87|000100000000000.87.A.000100000000000.87|4762
01|01007|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1724
01|01007|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|343
01|01007|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|267
01|01007|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5292
01|01007|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|42717
01|01007|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|51391
01|01007|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|10264
01|01007|000201000000000|13|000201000000000.13.A.000201000000000.13|1306
01|01007|000201000000000|5|000201000000000.5.A.000201000000000.5|914
01|01007|000201000000000|86|000201000000000.86.A.000201000000000.86|160
01|01007|000201000000000|87|000201000000000.87.A.000201000000000.87|4179
01|01007|000201000000000|88|000201000000000.88.1A.000201000000000.88|142
01|01007|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|2222
01|01007|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|360
01|01007|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|276
01|01007|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|5980
