CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
01|01003|000100000000000|133|5004|113309|4.41
01|01003|000100000000000|135|45539|113309|40.19
01|01003|000100000000000|136|42131|113309|37.18
01|01003|000100000000000|137|9468|113309|8.35
01|01003|000100000000000|36|185|113309|0.16
01|01003|000100000000000|57|145|113309|0.12
01|01003|000100000000000|87|3982|113309|3.51
01|01003|000201000000000|01-187|1480|113153|1.30
01|01003|000201000000000|01-262|389|113153|0.34
01|01003|000201000000000|01-343|265|113153|0.23
01|01003|000201000000000|01-501|5313|113153|4.69
01|01003|000201000000000|01-502|40374|113153|35.68
01|01003|000201000000000|01-503|46236|113153|40.86
01|01003|000201000000000|01-504|8145|113153|7.19
01|01003|000201000000000|13|1152|113153|1.01
01|01003|000201000000000|5|961|113153|0.84
01|01003|000201000000000|86|158|113153|0.13
01|01003|000201000000000|87|3561|113153|3.14
01|01003|000201000000000|88|162|113153|0.14
01|01003|000301000000000|01-187|1873|113194|1.65
01|01003|000301000000000|01-262|390|113194|0.34
01|01003|000301000000000|01-343|266|113194|0.23
01|01003|000301000000000|01-501|5924|113194|5.23
01|01003|000301000000000|01-502|39629|113194|35.00
01|01003|000301000000000|01-503|45762|113194|40.42
01|01003|000301000000000|01-504|8100|113194|7.15
01|01003|000301000000000|13|1122|113194|0.99
01|01003|000301000000000|5|981|113194|0.86
01|01003|000301000000000|86|157|113194|0.13
01|01003|000301000000000|87|3516|113194|3.10
01|01003|000301000000000|88|178|113194|0.15
01|01003|000501000000000|01-187|1462|113415|1.28
01|01003|000501000000000|01-501|5175|113415|4.56
01|01003|000501000000000|01-502|40511|113415|35.71
01|01003|000501000000000|01-503|47173|113415|41.59
01|01003|000501000000000|01-504|7948|113415|7.00
01|01003|000501000000000|13|1112|113415|0.98
01|01003|000501000000000|87|23|113415|0.02
01|01003|000501000000000|88|172|113415|0.15
01|01003|000801000000000|01-187|1498|113521|1.31
01|01003|000801000000000|01-501|5562|113521|4.89
01|01003|000801000000000|01-502|39885|113521|35.13
01|01003|000801000000000|01-503|46088|113521|40.59
01|01003|000801000000000|01-504|7718|113521|6.79
01|01003|000801000000000|13|1126|113521|0.99
01|01003|000801000000000|5|969|113521|0.85
01|01003|000801000000000|87|3393|113521|2.98
01|01003|000801000000000|88|186|113521|0.16
01|01003|000901003000000|01-501|5734|113230|5.06
01|01003|000901003000000|01-502|39847|113230|35.19
01|01003|000901003000000|01-503|46032|113230|40.65
01|01003|000901003000000|01-504|7745|113230|6.84
01|01003|000901003000000|13|1161|113230|1.02
01|01003|000901003000000|5|988|113230|0.87
01|01004|000100000000000|13|1434|131459|1.09
01|01004|000100000000000|131|1590|131459|1.20
01|01004|000100000000000|132|434|131459|0.33
01|01004|000100000000000|133|5649|131459|4.29
01|01004|000100000000000|135|45728|131459|34.78
01|01004|000100000000000|136|56199|131459|42.75
01|01004|000100000000000|137|10344|131459|7.86
01|01004|000100000000000|36|194|131459|0.14
01|01004|000100000000000|57|229|131459|0.17
01|01004|000100000000000|87|4005|131459|3.04
01|01004|000201000000000|01-187|1417|131446|1.07
01|01004|000201000000000|01-262|440|131446|0.33
01|01004|000201000000000|01-343|356|131446|0.27
01|01004|000201000000000|01-501|5851|131446|4.45
01|01004|000201000000000|01-502|53199|131446|40.47
01|01004|000201000000000|01-503|46663|131446|35.49
01|01004|000201000000000|01-504|9112|131446|6.93
01|01004|000201000000000|13|1267|131446|0.96
01|01004|000201000000000|5|982|131446|0.74
01|01004|000201000000000|86|237|131446|0.18
01|01004|000201000000000|87|3591|131446|2.73
01|01004|000201000000000|88|201|131446|0.15
01|01004|000301000000000|01-187|1709|131571|1.29
01|01004|000301000000000|01-262|426|131571|0.32
01|01004|000301000000000|01-343|357|131571|0.27
01|01004|000301000000000|01-501|6251|131571|4.75
01|01004|000301000000000|01-502|52497|131571|39.90
01|01004|000301000000000|01-503|46152|131571|35.07
01|01004|000301000000000|01-504|9086|131571|6.90
01|01004|000301000000000|13|1269|131571|0.96
01|01004|000301000000000|5|985|131571|0.74
01|01004|000301000000000|86|246|131571|0.18
01|01004|000301000000000|87|3554|131571|2.70
01|01004|000301000000000|88|209|131571|0.15
01|01004|000501000000000|01-187|1325|132034|1.00
01|01004|000501000000000|01-501|5661|132034|4.28
01|01004|000501000000000|01-502|53250|132034|40.33
01|01004|000501000000000|01-503|47674|132034|36.10
01|01004|000501000000000|01-504|8742|132034|6.62
01|01004|000501000000000|13|1236|132034|0.93
01|01004|000501000000000|87|44|132034|0.03
01|01004|000501000000000|88|216|132034|0.16
01|01004|000801000000000|01-187|1366|132189|1.03
01|01004|000801000000000|01-501|5877|132189|4.44
01|01004|000801000000000|01-502|52833|132189|39.96
01|01004|000801000000000|01-503|46662|132189|35.29
01|01004|000801000000000|01-504|8527|132189|6.45
01|01004|000801000000000|13|1266|132189|0.95
01|01004|000801000000000|5|990|132189|0.74
01|01004|000801000000000|87|3457|132189|2.61
01|01004|000801000000000|88|226|132189|0.17
01|01004|000901004000000|01-501|5917|131260|4.50
01|01004|000901004000000|01-502|53055|131260|40.41
01|01004|000901004000000|01-503|46574|131260|35.48
01|01004|000901004000000|01-504|8566|131260|6.52
01|01004|000901004000000|13|1313|131260|1.00
01|01004|000901004000000|5|988|131260|0.75
01|01004|000901004000000|88|233|131260|0.17
01|01005|000100000000000|13|1596|115719|1.37
01|01005|000100000000000|131|1214|115719|1.04
01|01005|000100000000000|132|328|115719|0.28
01|01005|000100000000000|133|5533|115719|4.78
01|01005|000100000000000|135|46404|115719|40.10
01|01005|000100000000000|136|41940|115719|36.24
01|01005|000100000000000|137|10649|115719|9.20
01|01005|000100000000000|36|157|115719|0.13
01|01005|000100000000000|57|145|115719|0.12
01|01005|000100000000000|87|4117|115719|3.55
01|01005|000201000000000|01-187|1784|115677|1.54
01|01005|000201000000000|01-262|319|115677|0.27
01|01005|000201000000000|01-343|230|115677|0.19
01|01005|000201000000000|01-501|5968|115677|5.15
01|01005|000201000000000|01-502|40311|115677|34.84
01|01005|000201000000000|01-503|47491|115677|41.05
01|01005|000201000000000|01-504|9108|115677|7.87
01|01005|000201000000000|13|1348|115677|1.16
01|01005|000201000000000|5|822|115677|0.71
01|01005|000201000000000|86|96|115677|0.08
01|01005|000201000000000|87|3650|115677|3.15
01|01005|000201000000000|88|138|115677|0.11
01|01005|000301000000000|01-187|2317|115724|2.00
01|01005|000301000000000|01-262|314|115724|0.27
01|01005|000301000000000|01-343|229|115724|0.19
01|01005|000301000000000|01-501|6795|115724|5.87
01|01005|000301000000000|01-502|39371|115724|34.02
01|01005|000301000000000|01-503|46961|115724|40.58
01|01005|000301000000000|01-504|9108|115724|7.87
01|01005|000301000000000|13|1310|115724|1.13
01|01005|000301000000000|5|834|115724|0.72
01|01005|000301000000000|86|96|115724|0.08
01|01005|000301000000000|87|3625|115724|3.13
01|01005|000301000000000|88|140|115724|0.12
01|01005|000501000000000|01-187|1709|115751|1.47
01|01005|000501000000000|01-501|5801|115751|5.01
01|01005|000501000000000|01-502|40459|115751|34.95
01|01005|000501000000000|01-503|48540|115751|41.93
01|01005|000501000000000|01-504|8860|115751|7.65
01|01005|000501000000000|13|1282|115751|1.10
01|01005|000501000000000|87|41|115751|0.03
01|01005|000501000000000|88|141|115751|0.12
01|01005|000801000000000|01-187|1745|116041|1.50
01|01005|000801000000000|01-501|6338|116041|5.46
01|01005|000801000000000|01-502|39754|116041|34.25
01|01005|000801000000000|01-503|47556|116041|40.98
01|01005|000801000000000|01-504|8590|116041|7.40
01|01005|000801000000000|13|1314|116041|1.13
01|01005|000801000000000|5|811|116041|0.69
01|01005|000801000000000|87|3525|116041|3.03
01|01005|000801000000000|88|158|116041|0.13
01|01005|000901005000000|01-501|6342|115787|5.47
01|01005|000901005000000|01-502|39843|115787|34.41
01|01005|000901005000000|01-503|47613|115787|41.12
01|01005|000901005000000|01-504|8646|115787|7.46
01|01005|000901005000000|13|1367|115787|1.18
01|01005|000901005000000|5|797|115787|0.68
01|01006|000100000000000|13|1654|120628|1.37
01|01006|000100000000000|131|1035|120628|0.85
01|01006|000100000000000|132|267|120628|0.22
01|01006|000100000000000|133|5032|120628|4.17
01|01006|000100000000000|135|55593|120628|46.08
01|01006|000100000000000|136|36967|120628|30.64
01|01006|000100000000000|137|11548|120628|9.57
01|01006|000100000000000|36|90|120628|0.07
01|01006|000100000000000|57|114|120628|0.09
01|01006|000100000000000|87|4525|120628|3.75
01|01006|000201000000000|01-187|2031|120683|1.68
01|01006|000201000000000|01-262|267|120683|0.22
01|01006|000201000000000|01-343|213|120683|0.17
01|01006|000201000000000|01-501|5580|120683|4.62
01|01006|000201000000000|01-502|35432|120683|29.35
01|01006|000201000000000|01-503|57097|120683|47.31
01|01006|000201000000000|01-504|9685|120683|8.02
01|01006|000201000000000|13|1359|120683|1.12
01|01006|000201000000000|5|784|120683|0.64
01|01006|000201000000000|86|89|120683|0.07
01|01006|000201000000000|87|3876|120683|3.21
01|01006|000201000000000|88|90|120683|0.07
01|01006|000301000000000|01-187|2735|120614|2.26
01|01006|000301000000000|01-262|265|120614|0.21
01|01006|000301000000000|01-343|217|120614|0.17
01|01006|000301000000000|01-501|6336|120614|5.25
01|01006|000301000000000|01-502|34528|120614|28.62
01|01006|000301000000000|01-503|56375|120614|46.74
01|01006|000301000000000|01-504|9696|120614|8.03
01|01006|000301000000000|13|1312|120614|1.08
01|01006|000301000000000|5|789|120614|0.65
01|01006|000301000000000|86|98|120614|0.08
01|01006|000301000000000|87|3841|120614|3.18
01|01006|000301000000000|88|99|120614|0.08
01|01006|000501000000000|01-187|1892|120723|1.56
01|01006|000501000000000|01-501|5303|120723|4.39
01|01006|000501000000000|01-502|35832|120723|29.68
01|01006|000501000000000|01-503|58187|120723|48.19
01|01006|000501000000000|01-504|9382|120723|7.77
01|01006|000501000000000|13|1281|120723|1.06
01|01006|000501000000000|87|83|120723|0.06
01|01006|000501000000000|88|92|120723|0.07
01|01006|000801000000000|01-187|1990|120859|1.64
01|01006|000801000000000|01-501|5819|120859|4.81
01|01006|000801000000000|01-502|35130|120859|29.06
01|01006|000801000000000|01-503|57079|120859|47.22
01|01006|000801000000000|01-504|9158|120859|7.57
01|01006|000801000000000|13|1324|120859|1.09
01|01006|000801000000000|5|778|120859|0.64
01|01006|000801000000000|87|3753|120859|3.10
01|01006|000801000000000|88|95|120859|0.07
01|01006|000901006000000|01-501|6023|120758|4.98
01|01006|000901006000000|01-502|35023|120758|29.00
01|01006|000901006000000|01-503|57076|120758|47.26
01|01006|000901006000000|01-504|9183|120758|7.60
01|01006|000901006000000|13|1359|120758|1.12
01|01006|000901006000000|5|760|120758|0.62
01|01006|000901006000000|87|3753|120758|3.10
01|01006|000901006000000|88|110|120758|0.09
01|01007|000100000000000|13|1529|124483|1.22
01|01007|000100000000000|131|1357|124483|1.09
01|01007|000100000000000|132|341|124483|0.27
01|01007|000100000000000|133|4937|124483|3.96
01|01007|000100000000000|135|50237|124483|40.35
01|01007|000100000000000|136|44617|124483|35.84
01|01007|000100000000000|137|12028|124483|9.66
01|01007|000100000000000|36|154|124483|0.12
01|01007|000100000000000|57|168|124483|0.13
01|01007|000100000000000|87|4773|124483|3.83
01|01007|000201000000000|01-187|1730|124444|1.39
01|01007|000201000000000|01-262|344|124444|0.27
01|01007|000201000000000|01-343|268|124444|0.21
01|01007|000201000000000|01-501|5300|124444|4.25
01|01007|000201000000000|01-502|42807|124444|34.39
01|01007|000201000000000|01-503|51509|124444|41.39
01|01007|000201000000000|01-504|10294|124444|8.27
01|01007|000201000000000|13|1312|124444|1.05
01|01007|000201000000000|5|917|124444|0.73
01|01007|000201000000000|86|160|124444|0.12
01|01007|000201000000000|87|4189|124444|3.36
01|01007|000201000000000|88|142|124444|0.11
01|01007|000301000000000|01-187|2229|124300|1.79
01|01007|000301000000000|01-262|361|124300|0.29
01|01007|000301000000000|01-343|277|124300|0.22
01|01007|000301000000000|01-501|5991|124300|4.81
01|01007|000301000000000|01-502|41930|124300|33.73
01|01007|000301000000000|01-503|50851|124300|40.90
01|01007|000301000000000|01-504|10234|124300|8.23
01|01007|000301000000000|13|1295|124300|1.04
01|01007|000301000000000|5|947|124300|0.76
01|01007|000301000000000|86|161|124300|0.12
01|01007|000301000000000|87|4141|124300|3.33
01|01007|000301000000000|88|159|124300|0.12
01|01007|000501000000000|01-187|1653|125191|1.32
01|01007|000501000000000|01-501|5127|125191|4.09
01|01007|000501000000000|01-502|43843|125191|35.02
01|01007|000501000000000|01-503|52435|125191|41.88
01|01007|000501000000000|01-504|9897|125191|7.90
01|01007|000501000000000|13|1244|125191|0.99
01|01007|000501000000000|87|26|125191|0.02
01|01007|000501000000000|88|157|125191|0.12
01|01007|000801000000000|01-187|1720|125602|1.36
01|01007|000801000000000|01-501|5476|125602|4.35
01|01007|000801000000000|01-502|43136|125602|34.34
01|01007|000801000000000|01-503|51540|125602|41.03
01|01007|000801000000000|01-504|9710|125602|7.73
01|01007|000801000000000|13|1287|125602|1.02
01|01007|000801000000000|5|942|125602|0.74
01|01007|000801000000000|87|4024|125602|3.20
01|01007|000801000000000|88|162|125602|0.12
01|01007|000901007000000|01-501|5519|125197|4.40
01|01007|000901007000000|01-502|43122|125197|34.44
01|01007|000901007000000|01-503|51592|125197|41.20
01|01007|000901007000000|01-504|9761|125197|7.79
01|01007|000901007000000|13|1358|125197|1.08
01|01007|000901007000000|5|944|125197|0.75
01|01007|000901007000000|88|167|125197|0.13
01|01008|000100000000000|13|836|103608|0.80
01|01008|000100000000000|131|1402|103608|1.35
01|01008|000100000000000|132|350|103608|0.33
01|01008|000100000000000|133|3948|103608|3.81
01|01008|000100000000000|135|31145|103608|30.06
01|01008|000100000000000|136|50784|103608|49.01
01|01008|000100000000000|137|8131|103608|7.84
01|01008|000100000000000|36|190|103608|0.18
01|01008|000100000000000|57|219|103608|0.21
01|01008|000100000000000|87|2896|103608|2.79
01|01008|000201000000000|01-187|821|103039|0.79
01|01008|000201000000000|01-262|354|103039|0.34
01|01008|000201000000000|01-343|311|103039|0.30
01|01008|000201000000000|01-501|3969|103039|3.85
01|01008|000201000000000|01-502|48490|103039|47.05
01|01008|000201000000000|01-503|31671|103039|30.73
01|01008|000201000000000|01-504|7248|103039|7.03
01|01008|000201000000000|13|788|103039|0.76
01|01008|000201000000000|5|552|103039|0.53
01|01008|000201000000000|86|213|103039|0.20
01|01008|000201000000000|87|2668|103039|2.58
01|01008|000201000000000|88|170|103039|0.16
01|01008|000301000000000|01-187|984|103004|0.95
01|01008|000301000000000|01-262|349|103004|0.33
01|01008|000301000000000|01-343|314|103004|0.30
01|01008|000301000000000|01-501|4093|103004|3.97
01|01008|000301000000000|01-502|47963|103004|46.56
01|01008|000301000000000|01-503|31465|103004|30.54
01|01008|000301000000000|01-504|7257|103004|7.04
01|01008|000301000000000|13|777|103004|0.75
01|01008|000301000000000|5|571|103004|0.55
01|01008|000301000000000|86|217|103004|0.21
01|01008|000301000000000|87|2634|103004|2.55
01|01008|000301000000000|88|174|103004|0.16
01|01008|000501000000000|01-187|807|104103|0.77
01|01008|000501000000000|01-501|3940|104103|3.78
01|01008|000501000000000|01-502|49246|104103|47.30
01|01008|000501000000000|01-503|32606|104103|31.32
01|01008|000501000000000|01-504|6964|104103|6.68
01|01008|000501000000000|13|771|104103|0.74
01|01008|000501000000000|87|84|104103|0.08
01|01008|000501000000000|88|199|104103|0.19
01|01008|000801000000000|01-187|832|104519|0.79
01|01008|000801000000000|01-501|4061|104519|3.88
01|01008|000801000000000|01-502|48859|104519|46.74
01|01008|000801000000000|01-503|31898|104519|30.51
01|01008|000801000000000|01-504|6939|104519|6.63
01|01008|000801000000000|13|781|104519|0.74
01|01008|000801000000000|5|577|104519|0.55
01|01008|000801000000000|87|2635|104519|2.52
01|01008|000801000000000|88|209|104519|0.19
01|01008|000901008000000|01-501|4112|104379|3.93
01|01008|000901008000000|01-502|48611|104379|46.57
01|01008|000901008000000|01-503|31954|104379|30.61
01|01008|000901008000000|01-504|6989|104379|6.69
01|01008|000901008000000|13|816|104379|0.78
01|01008|000901008000000|5|580|104379|0.55
01|01008|000901008000000|87|2626|104379|2.51
01|01008|000901008000000|88|205|104379|0.19
01|01009|000100000000000|13|1181|113166|1.04
01|01009|000100000000000|131|1361|113166|1.20
01|01009|000100000000000|132|385|113166|0.34
01|01009|000100000000000|133|4471|113166|3.95
01|01009|000100000000000|135|41646|113166|36.80
01|01009|000100000000000|136|44091|113166|38.96
01|01009|000100000000000|137|11757|113166|10.38
01|01009|000100000000000|36|136|113166|0.12
01|01009|000100000000000|57|156|113166|0.13
01|01009|000100000000000|87|4235|113166|3.74
01|01009|000201000000000|01-187|1277|113124|1.12
01|01009|000201000000000|01-262|392|113124|0.34
01|01009|000201000000000|01-343|251|113124|0.22
01|01009|000201000000000|01-501|4654|113124|4.11
01|01009|000201000000000|01-502|42587|113124|37.64
01|01009|000201000000000|01-503|42746|113124|37.78
01|01009|000201000000000|01-504|10341|113124|9.14
01|01009|000201000000000|13|1053|113124|0.93
01|01009|000201000000000|5|751|113124|0.66
01|01009|000201000000000|86|139|113124|0.12
01|01009|000201000000000|87|3796|113124|3.35
01|01009|000201000000000|88|135|113124|0.11
01|01009|000301000000000|01-187|1618|113171|1.42
01|01009|000301000000000|01-262|386|113171|0.34
01|01009|000301000000000|01-343|255|113171|0.22
01|01009|000301000000000|01-501|4945|113171|4.36
01|01009|000301000000000|01-502|42160|113171|37.25
01|01009|000301000000000|01-503|42345|113171|37.41
01|01009|000301000000000|01-504|10355|113171|9.14
01|01009|000301000000000|13|1045|113171|0.92
01|01009|000301000000000|5|773|113171|0.68
01|01009|000301000000000|86|144|113171|0.12
01|01009|000301000000000|87|3743|113171|3.30
01|01009|000301000000000|88|138|113171|0.12
01|01009|000501000000000|01-187|1255|113462|1.10
01|01009|000501000000000|01-501|4470|113462|3.93
01|01009|000501000000000|01-502|43130|113462|38.01
01|01009|000501000000000|01-503|43555|113462|38.38
01|01009|000501000000000|01-504|9932|113462|8.75
01|01009|000501000000000|13|1011|113462|0.89
01|01009|000501000000000|87|95|113462|0.08
01|01009|000501000000000|88|152|113462|0.13
01|01009|000801000000000|01-187|1281|113790|1.12
01|01009|000801000000000|01-501|4692|113790|4.12
01|01009|000801000000000|01-502|42654|113790|37.48
01|01009|000801000000000|01-503|42839|113790|37.64
01|01009|000801000000000|01-504|9685|113790|8.51
01|01009|000801000000000|13|1041|113790|0.91
01|01009|000801000000000|5|766|113790|0.67
01|01009|000801000000000|87|3716|113790|3.26
01|01009|000801000000000|88|154|113790|0.13
01|01009|000901009000000|01-501|4765|113612|4.19
01|01009|000901009000000|01-502|42652|113612|37.54
01|01009|000901009000000|01-503|42817|113612|37.68
01|01009|000901009000000|01-504|9688|113612|8.52
01|01009|000901009000000|13|1062|113612|0.93
01|01009|000901009000000|5|770|113612|0.67
01|01009|000901009000000|87|3675|113612|3.23
01|01009|000901009000000|88|160|113612|0.14
01|01010|000100000000000|13|1433|114296|1.25
01|01010|000100000000000|131|1445|114296|1.26
01|01010|000100000000000|132|331|114296|0.28
01|01010|000100000000000|133|5021|114296|4.39
01|01010|000100000000000|135|45808|114296|40.07
01|01010|000100000000000|136|39525|114296|34.58
01|01010|000100000000000|137|12273|114296|10.73
01|01010|000100000000000|36|118|114296|0.10
01|01010|000100000000000|57|159|114296|0.13
01|01010|000100000000000|87|4241|114296|3.71
01|01010|000201000000000|01-187|1723|114338|1.50
01|01010|000201000000000|01-262|342|114338|0.29
01|01010|000201000000000|01-343|258|114338|0.22
01|01010|000201000000000|01-501|5295|114338|4.63
01|01010|000201000000000|01-502|38126|114338|33.34
01|01010|000201000000000|01-503|47060|114338|41.15
01|01010|000201000000000|01-504|10665|114338|9.32
01|01010|000201000000000|13|1251|114338|1.09
01|01010|000201000000000|5|962|114338|0.84
01|01010|000201000000000|86|107|114338|0.09
01|01010|000201000000000|87|3709|114338|3.24
01|01010|000201000000000|88|123|114338|0.10
01|01010|000301000000000|01-187|2159|114343|1.88
01|01010|000301000000000|01-262|339|114343|0.29
01|01010|000301000000000|01-343|265|114343|0.23
01|01010|000301000000000|01-501|5746|114343|5.02
01|01010|000301000000000|01-502|37576|114343|32.86
01|01010|000301000000000|01-503|46461|114343|40.63
01|01010|000301000000000|01-504|10616|114343|9.28
01|01010|000301000000000|13|1220|114343|1.06
01|01010|000301000000000|5|996|114343|0.87
01|01010|000301000000000|86|118|114343|0.10
01|01010|000301000000000|87|3619|114343|3.16
01|01010|000301000000000|88|126|114343|0.11
01|01010|000501000000000|01-187|1623|114527|1.41
01|01010|000501000000000|01-501|4926|114527|4.30
01|01010|000501000000000|01-502|38500|114527|33.61
01|01010|000501000000000|01-503|47974|114527|41.88
01|01010|000501000000000|01-504|10333|114527|9.02
01|01010|000501000000000|13|1165|114527|1.01
01|01010|000501000000000|87|57|114527|0.04
01|01010|000501000000000|88|149|114527|0.13
01|01010|000801000000000|01-187|1658|114685|1.44
01|01010|000801000000000|01-501|5227|114685|4.55
01|01010|000801000000000|01-502|37945|114685|33.08
01|01010|000801000000000|01-503|46954|114685|40.94
01|01010|000801000000000|01-504|10130|114685|8.83
01|01010|000801000000000|13|1202|114685|1.04
01|01010|000801000000000|5|951|114685|0.82
01|01010|000801000000000|87|3565|114685|3.10
01|01010|000801000000000|88|144|114685|0.12
01|01010|000901010000000|01-501|5275|114598|4.60
01|01010|000901010000000|01-502|37935|114598|33.10
01|01010|000901010000000|01-503|46909|114598|40.93
01|01010|000901010000000|01-504|10175|114598|8.87
01|01010|000901010000000|13|1232|114598|1.07
01|01010|000901010000000|5|937|114598|0.81
01|01010|000901010000000|87|3547|114598|3.09
01|01011|000100000000000|13|1528|133704|1.14
01|01011|000100000000000|131|1511|133704|1.13
01|01011|000100000000000|132|389|133704|0.29
01|01011|000100000000000|133|5337|133704|3.99
01|01011|000100000000000|135|59069|133704|44.17
01|01011|000100000000000|136|42039|133704|31.44
