CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
01|01001|000801000000000|01-503|53994|119739|45.09
01|01001|000801000000000|01-504|6749|119739|5.63
01|01001|000801000000000|13|1008|119739|0.84
01|01001|000801000000000|5|1627|119739|1.35
01|01001|000801000000000|87|3381|119739|2.82
01|01001|000801000000000|88|196|119739|0.16
01|01001|000901001000000|01-501|4869|119410|4.07
01|01001|000901001000000|01-502|39765|119410|33.30
01|01001|000901001000000|01-503|54046|119410|45.26
01|01001|000901001000000|01-504|6766|119410|5.66
01|01001|000901001000000|13|1041|119410|0.87
01|01001|000901001000000|5|1619|119410|1.35
01|01002|000100000000000|13|689|80008|0.86
01|01002|000100000000000|131|1367|80008|1.70
01|01002|000100000000000|132|128|80008|0.15
01|01002|000100000000000|133|2139|80008|2.67
01|01002|000100000000000|135|49776|80008|62.21
01|01002|000100000000000|136|15647|80008|19.55
01|01002|000100000000000|137|5337|80008|6.67
01|01002|000100000000000|36|64|80008|0.07
01|01002|000100000000000|57|52|80008|0.06
01|01002|000100000000000|87|2837|80008|3.54
01|01002|000201000000000|01-187|638|79868|0.79
01|01002|000201000000000|01-262|149|79868|0.18
01|01002|000201000000000|01-343|90|79868|0.11
01|01002|000201000000000|01-501|2294|79868|2.87
01|01002|000201000000000|01-502|15083|79868|18.88
01|01002|000201000000000|01-503|49105|79868|61.48
01|01002|000201000000000|01-504|4451|79868|5.57
01|01002|000201000000000|13|590|79868|0.73
01|01002|000201000000000|5|2270|79868|2.84
01|01002|000201000000000|86|57|79868|0.07
01|01002|000201000000000|87|2495|79868|3.12
01|01002|000201000000000|88|52|79868|0.06
01|01002|000301000000000|01-187|895|79893|1.12
01|01002|000301000000000|01-262|150|79893|0.18
01|01002|000301000000000|01-343|87|79893|0.10
01|01002|000301000000000|01-501|2638|79893|3.30
01|01002|000301000000000|01-502|14785|79893|18.50
01|01002|000301000000000|01-503|49012|79893|61.34
01|01002|000301000000000|01-504|4488|79893|5.61
01|01002|000301000000000|13|572|79893|0.71
01|01002|000301000000000|5|2222|79893|2.78
01|01002|000301000000000|86|56|79893|0.07
01|01002|000301000000000|87|2438|79893|3.05
01|01002|000301000000000|88|60|79893|0.07
01|01002|000501000000000|01-187|613|79808|0.76
01|01002|000501000000000|01-501|2208|79808|2.76
01|01002|000501000000000|01-502|15246|79808|19.10
01|01002|000501000000000|01-503|50985|79808|63.88
01|01002|000501000000000|01-504|4318|79808|5.41
01|01002|000501000000000|13|552|79808|0.69
01|01002|000501000000000|87|4|79808|0.00
01|01002|000501000000000|88|67|79808|0.08
01|01002|000801000000000|01-187|635|80084|0.79
01|01002|000801000000000|01-501|2336|80084|2.91
01|01002|000801000000000|01-502|15013|80084|18.74
01|01002|000801000000000|01-503|49478|80084|61.78
01|01002|000801000000000|01-504|4151|80084|5.18
01|01002|000801000000000|13|568|80084|0.70
01|01002|000801000000000|5|2121|80084|2.64
01|01002|000801000000000|87|2324|80084|2.90
01|01002|000801000000000|88|82|80084|0.10
01|01002|000901002000000|01-501|2363|79940|2.95
01|01002|000901002000000|01-502|15025|79940|18.79
01|01002|000901002000000|01-503|49542|79940|61.97
01|01002|000901002000000|01-504|4152|79940|5.19
01|01002|000901002000000|13|577|79940|0.72
01|01002|000901002000000|5|2103|79940|2.63
01|01003|000100000000000|13|1352|113044|1.19
01|01003|000100000000000|131|1390|113044|1.22
01|01003|000100000000000|132|397|113044|0.35
01|01003|000100000000000|133|4991|113044|4.41
01|01003|000100000000000|135|45429|113044|40.18
01|01003|000100000000000|136|42036|113044|37.18
01|01003|000100000000000|137|9448|113044|8.35
01|01003|000100000000000|36|184|113044|0.16
01|01003|000100000000000|57|145|113044|0.12
01|01003|000100000000000|87|3976|113044|3.51
01|01003|000201000000000|01-187|1477|112892|1.30
01|01003|000201000000000|01-262|388|112892|0.34
01|01003|000201000000000|01-343|265|112892|0.23
01|01003|000201000000000|01-501|5299|112892|4.69
01|01003|000201000000000|01-502|40281|112892|35.68
01|01003|000201000000000|01-503|46125|112892|40.85
01|01003|000201000000000|01-504|8127|112892|7.19
01|01003|000201000000000|13|1150|112892|1.01
01|01003|000201000000000|5|958|112892|0.84
01|01003|000201000000000|86|158|112892|0.13
01|01003|000201000000000|87|3556|112892|3.14
01|01003|000201000000000|88|161|112892|0.14
01|01003|000301000000000|01-187|1867|112932|1.65
01|01003|000301000000000|01-262|389|112932|0.34
01|01003|000301000000000|01-343|265|112932|0.23
01|01003|000301000000000|01-501|5910|112932|5.23
01|01003|000301000000000|01-502|39538|112932|35.01
01|01003|000301000000000|01-503|45651|112932|40.42
01|01003|000301000000000|01-504|8082|112932|7.15
01|01003|000301000000000|13|1120|112932|0.99
01|01003|000301000000000|5|978|112932|0.86
01|01003|000301000000000|86|157|112932|0.13
01|01003|000301000000000|87|3511|112932|3.10
01|01003|000301000000000|88|177|112932|0.15
01|01003|000501000000000|01-187|1458|113155|1.28
01|01003|000501000000000|01-501|5163|113155|4.56
01|01003|000501000000000|01-502|40419|113155|35.72
01|01003|000501000000000|01-503|47062|113155|41.59
01|01003|000501000000000|01-504|7928|113155|7.00
01|01003|000501000000000|13|1110|113155|0.98
01|01003|000501000000000|87|23|113155|0.02
01|01003|000501000000000|88|171|113155|0.15
01|01003|000801000000000|01-187|1495|113259|1.31
01|01003|000801000000000|01-501|5548|113259|4.89
01|01003|000801000000000|01-502|39793|113259|35.13
01|01003|000801000000000|01-503|45984|113259|40.60
01|01003|000801000000000|01-504|7698|113259|6.79
01|01003|000801000000000|13|1124|113259|0.99
01|01003|000801000000000|5|966|113259|0.85
01|01003|000801000000000|87|3388|113259|2.99
01|01003|000801000000000|88|185|113259|0.16
01|01003|000901003000000|01-501|5720|112970|5.06
01|01003|000901003000000|01-502|39755|112970|35.19
01|01003|000901003000000|01-503|45928|112970|40.65
01|01003|000901003000000|01-504|7725|112970|6.83
01|01003|000901003000000|13|1159|112970|1.02
01|01003|000901003000000|5|985|112970|0.87
01|01004|000100000000000|13|1415|130393|1.08
01|01004|000100000000000|131|1567|130393|1.20
01|01004|000100000000000|132|433|130393|0.33
01|01004|000100000000000|133|5607|130393|4.30
01|01004|000100000000000|135|45366|130393|34.79
01|01004|000100000000000|136|55753|130393|42.75
01|01004|000100000000000|137|10245|130393|7.85
01|01004|000100000000000|36|193|130393|0.14
01|01004|000100000000000|57|225|130393|0.17
01|01004|000100000000000|87|3978|130393|3.05
01|01004|000201000000000|01-187|1407|130378|1.07
01|01004|000201000000000|01-262|438|130378|0.33
01|01004|000201000000000|01-343|350|130378|0.26
01|01004|000201000000000|01-501|5804|130378|4.45
01|01004|000201000000000|01-502|52772|130378|40.47
01|01004|000201000000000|01-503|46299|130378|35.51
01|01004|000201000000000|01-504|9024|130378|6.92
01|01004|000201000000000|13|1248|130378|0.95
01|01004|000201000000000|5|970|130378|0.74
01|01004|000201000000000|86|235|130378|0.18
01|01004|000201000000000|87|3565|130378|2.73
01|01004|000201000000000|88|197|130378|0.15
01|01004|000301000000000|01-187|1694|130504|1.29
01|01004|000301000000000|01-262|424|130504|0.32
01|01004|000301000000000|01-343|351|130504|0.26
01|01004|000301000000000|01-501|6204|130504|4.75
01|01004|000301000000000|01-502|52076|130504|39.90
01|01004|000301000000000|01-503|45796|130504|35.09
01|01004|000301000000000|01-504|8996|130504|6.89
01|01004|000301000000000|13|1251|130504|0.95
01|01004|000301000000000|5|973|130504|0.74
01|01004|000301000000000|86|244|130504|0.18
01|01004|000301000000000|87|3530|130504|2.70
01|01004|000301000000000|88|205|130504|0.15
01|01004|000501000000000|01-187|1312|130971|1.00
01|01004|000501000000000|01-501|5616|130971|4.28
01|01004|000501000000000|01-502|52831|130971|40.33
01|01004|000501000000000|01-503|47299|130971|36.11
01|01004|000501000000000|01-504|8660|130971|6.61
01|01004|000501000000000|13|1219|130971|0.93
01|01004|000501000000000|87|38|130971|0.02
01|01004|000501000000000|88|212|130971|0.16
01|01004|000801000000000|01-187|1354|131123|1.03
01|01004|000801000000000|01-501|5831|131123|4.44
01|01004|000801000000000|01-502|52416|131123|39.97
01|01004|000801000000000|01-503|46293|131123|35.30
01|01004|000801000000000|01-504|8447|131123|6.44
01|01004|000801000000000|13|1247|131123|0.95
01|01004|000801000000000|5|977|131123|0.74
01|01004|000801000000000|87|3440|131123|2.62
01|01004|000801000000000|88|222|131123|0.16
01|01004|000901004000000|01-501|5868|130204|4.50
01|01004|000901004000000|01-502|52638|130204|40.42
01|01004|000901004000000|01-503|46208|130204|35.48
01|01004|000901004000000|01-504|8486|130204|6.51
01|01004|000901004000000|13|1293|130204|0.99
01|01004|000901004000000|5|976|130204|0.74
01|01004|000901004000000|88|229|130204|0.17
01|01005|000100000000000|13|1586|114928|1.37
01|01005|000100000000000|131|1203|114928|1.04
01|01005|000100000000000|132|325|114928|0.28
01|01005|000100000000000|133|5494|114928|4.78
01|01005|000100000000000|135|46088|114928|40.10
01|01005|000100000000000|136|41652|114928|36.24
01|01005|000100000000000|137|10571|114928|9.19
01|01005|000100000000000|36|152|114928|0.13
01|01005|000100000000000|57|144|114928|0.12
01|01005|000100000000000|87|4104|114928|3.57
01|01005|000201000000000|01-187|1769|114878|1.53
01|01005|000201000000000|01-262|317|114878|0.27
01|01005|000201000000000|01-343|230|114878|0.20
01|01005|000201000000000|01-501|5927|114878|5.15
01|01005|000201000000000|01-502|40039|114878|34.85
01|01005|000201000000000|01-503|47169|114878|41.06
01|01005|000201000000000|01-504|9038|114878|7.86
01|01005|000201000000000|13|1338|114878|1.16
01|01005|000201000000000|5|813|114878|0.70
01|01005|000201000000000|86|96|114878|0.08
01|01005|000201000000000|87|3632|114878|3.16
01|01005|000201000000000|88|138|114878|0.12
01|01005|000301000000000|01-187|2299|114921|2.00
01|01005|000301000000000|01-262|312|114921|0.27
01|01005|000301000000000|01-343|229|114921|0.19
01|01005|000301000000000|01-501|6745|114921|5.86
01|01005|000301000000000|01-502|39108|114921|34.03
01|01005|000301000000000|01-503|46643|114921|40.58
01|01005|000301000000000|01-504|9040|114921|7.86
01|01005|000301000000000|13|1300|114921|1.13
01|01005|000301000000000|5|823|114921|0.71
01|01005|000301000000000|86|96|114921|0.08
01|01005|000301000000000|87|3608|114921|3.13
01|01005|000301000000000|88|140|114921|0.12
01|01005|000501000000000|01-187|1694|114949|1.47
01|01005|000501000000000|01-501|5761|114949|5.01
01|01005|000501000000000|01-502|40184|114949|34.95
01|01005|000501000000000|01-503|48211|114949|41.94
01|01005|000501000000000|01-504|8794|114949|7.65
01|01005|000501000000000|13|1275|114949|1.10
01|01005|000501000000000|87|41|114949|0.03
01|01005|000501000000000|88|141|114949|0.12
01|01005|000801000000000|01-187|1728|115239|1.49
01|01005|000801000000000|01-501|6292|115239|5.45
01|01005|000801000000000|01-502|39487|115239|34.26
01|01005|000801000000000|01-503|47237|115239|40.99
01|01005|000801000000000|01-504|8525|115239|7.39
01|01005|000801000000000|13|1305|115239|1.13
01|01005|000801000000000|5|800|115239|0.69
01|01005|000801000000000|87|3508|115239|3.04
01|01005|000801000000000|88|158|115239|0.13
01|01005|000901005000000|01-501|6296|114982|5.47
01|01005|000901005000000|01-502|39574|114982|34.41
01|01005|000901005000000|01-503|47291|114982|41.12
01|01005|000901005000000|01-504|8581|114982|7.46
01|01005|000901005000000|13|1357|114982|1.18
01|01005|000901005000000|5|787|114982|0.68
01|01006|000100000000000|13|1603|116327|1.37
01|01006|000100000000000|131|993|116327|0.85
01|01006|000100000000000|132|258|116327|0.22
01|01006|000100000000000|133|4867|116327|4.18
01|01006|000100000000000|135|53692|116327|46.15
01|01006|000100000000000|136|35588|116327|30.59
01|01006|000100000000000|137|11116|116327|9.55
01|01006|000100000000000|36|86|116327|0.07
01|01006|000100000000000|57|109|116327|0.09
01|01006|000100000000000|87|4371|116327|3.75
01|01006|000201000000000|01-187|1939|116376|1.66
01|01006|000201000000000|01-262|261|116376|0.22
01|01006|000201000000000|01-343|205|116376|0.17
01|01006|000201000000000|01-501|5408|116376|4.64
01|01006|000201000000000|01-502|34123|116376|29.32
01|01006|000201000000000|01-503|55125|116376|47.36
01|01006|000201000000000|01-504|9321|116376|8.00
01|01006|000201000000000|13|1314|116376|1.12
01|01006|000201000000000|5|761|116376|0.65
01|01006|000201000000000|86|84|116376|0.07
01|01006|000201000000000|87|3732|116376|3.20
01|01006|000201000000000|88|90|116376|0.07
01|01006|000301000000000|01-187|2605|116300|2.23
01|01006|000301000000000|01-262|259|116300|0.22
01|01006|000301000000000|01-343|210|116300|0.18
01|01006|000301000000000|01-501|6125|116300|5.26
01|01006|000301000000000|01-502|33249|116300|28.58
01|01006|000301000000000|01-503|54443|116300|46.81
01|01006|000301000000000|01-504|9334|116300|8.02
01|01006|000301000000000|13|1267|116300|1.08
01|01006|000301000000000|5|766|116300|0.65
01|01006|000301000000000|86|91|116300|0.07
01|01006|000301000000000|87|3698|116300|3.17
01|01006|000301000000000|88|98|116300|0.08
01|01006|000501000000000|01-187|1799|116413|1.54
01|01006|000501000000000|01-501|5141|116413|4.41
01|01006|000501000000000|01-502|34500|116413|29.63
01|01006|000501000000000|01-503|56192|116413|48.26
01|01006|000501000000000|01-504|9025|116413|7.75
01|01006|000501000000000|13|1237|116413|1.06
01|01006|000501000000000|87|83|116413|0.07
01|01006|000501000000000|88|92|116413|0.07
01|01006|000801000000000|01-187|1894|116547|1.62
01|01006|000801000000000|01-501|5619|116547|4.82
01|01006|000801000000000|01-502|33835|116547|29.03
01|01006|000801000000000|01-503|55126|116547|47.29
01|01006|000801000000000|01-504|8822|116547|7.56
01|01006|000801000000000|13|1276|116547|1.09
01|01006|000801000000000|5|759|116547|0.65
01|01006|000801000000000|87|3613|116547|3.10
01|01006|000801000000000|88|94|116547|0.08
01|01006|000901006000000|01-501|5713|116439|4.90
01|01006|000901006000000|01-502|33809|116439|29.03
01|01006|000901006000000|01-503|55134|116439|47.35
01|01006|000901006000000|01-504|8864|116439|7.61
01|01006|000901006000000|13|1311|116439|1.12
01|01006|000901006000000|5|738|116439|0.63
01|01006|000901006000000|87|3610|116439|3.10
01|01006|000901006000000|88|99|116439|0.08
01|01007|000100000000000|13|1523|124204|1.22
01|01007|000100000000000|131|1355|124204|1.09
01|01007|000100000000000|132|340|124204|0.27
01|01007|000100000000000|133|4931|124204|3.97
01|01007|000100000000000|135|50128|124204|40.35
01|01007|000100000000000|136|44522|124204|35.84
01|01007|000100000000000|137|11991|124204|9.65
01|01007|000100000000000|36|154|124204|0.12
01|01007|000100000000000|57|168|124204|0.13
01|01007|000100000000000|87|4762|124204|3.83
01|01007|000201000000000|01-187|1724|124164|1.38
01|01007|000201000000000|01-262|343|124164|0.27
01|01007|000201000000000|01-343|267|124164|0.21
01|01007|000201000000000|01-501|5292|124164|4.26
01|01007|000201000000000|01-502|42717|124164|34.40
01|01007|000201000000000|01-503|51391|124164|41.38
01|01007|000201000000000|01-504|10264|124164|8.26
01|01007|000201000000000|13|1306|124164|1.05
01|01007|000201000000000|5|914|124164|0.73
01|01007|000201000000000|86|160|124164|0.12
01|01007|000201000000000|87|4179|124164|3.36
01|01007|000201000000000|88|142|124164|0.11
01|01007|000301000000000|01-187|2222|124020|1.79
01|01007|000301000000000|01-262|360|124020|0.29
01|01007|000301000000000|01-343|276|124020|0.22
01|01007|000301000000000|01-501|5980|124020|4.82
01|01007|000301000000000|01-502|41843|124020|33.73
01|01007|000301000000000|01-503|50733|124020|40.90
01|01007|000301000000000|01-504|10203|124020|8.22
01|01007|000301000000000|13|1290|124020|1.04
01|01007|000301000000000|5|944|124020|0.76
01|01007|000301000000000|86|161|124020|0.12
01|01007|000301000000000|87|4131|124020|3.33
01|01007|000301000000000|88|159|124020|0.12
01|01007|000501000000000|01-187|1647|124912|1.31
01|01007|000501000000000|01-501|5119|124912|4.09
01|01007|000501000000000|01-502|43752|124912|35.02
01|01007|000501000000000|01-503|52313|124912|41.87
01|01007|000501000000000|01-504|9869|124912|7.90
01|01007|000501000000000|13|1239|124912|0.99
01|01007|000501000000000|87|26|124912|0.02
01|01007|000501000000000|88|157|124912|0.12
01|01007|000801000000000|01-187|1714|125323|1.36
01|01007|000801000000000|01-501|5468|125323|4.36
01|01007|000801000000000|01-502|43047|125323|34.34
01|01007|000801000000000|01-503|51420|125323|41.02
01|01007|000801000000000|01-504|9679|125323|7.72
01|01007|000801000000000|13|1282|125323|1.02
01|01007|000801000000000|5|939|125323|0.74
01|01007|000801000000000|87|4015|125323|3.20
01|01007|000801000000000|88|162|125323|0.12
01|01007|000901007000000|01-501|5511|124918|4.41
01|01007|000901007000000|01-502|43033|124918|34.44
01|01007|000901007000000|01-503|51472|124918|41.20
01|01007|000901007000000|01-504|9730|124918|7.78
01|01007|000901007000000|13|1353|124918|1.08
01|01007|000901007000000|5|940|124918|0.75
01|01007|000901007000000|88|167|124918|0.13
01|01008|000100000000000|13|836|103608|0.80
01|01008|000100000000000|131|1402|103608|1.35
01|01008|000100000000000|132|350|103608|0.33
01|01008|000100000000000|133|3948|103608|3.81
01|01008|000100000000000|135|31145|103608|30.06
01|01008|000100000000000|136|50784|103608|49.01
01|01008|000100000000000|137|8131|103608|7.84
01|01008|000100000000000|36|190|103608|0.18
01|01008|000100000000000|57|219|103608|0.21
01|01008|000100000000000|87|2896|103608|2.79
01|01008|000201000000000|01-187|821|103039|0.79
01|01008|000201000000000|01-262|354|103039|0.34
01|01008|000201000000000|01-343|311|103039|0.30
01|01008|000201000000000|01-501|3969|103039|3.85
01|01008|000201000000000|01-502|48490|103039|47.05
01|01008|000201000000000|01-503|31671|103039|30.73
01|01008|000201000000000|01-504|7248|103039|7.03
01|01008|000201000000000|13|788|103039|0.76
01|01008|000201000000000|5|552|103039|0.53
01|01008|000201000000000|86|213|103039|0.20
01|01008|000201000000000|87|2668|103039|2.58
01|01008|000201000000000|88|170|103039|0.16
01|01008|000301000000000|01-187|984|103004|0.95
01|01008|000301000000000|01-262|349|103004|0.33
01|01008|000301000000000|01-343|314|103004|0.30
01|01008|000301000000000|01-501|4093|103004|3.97
01|01008|000301000000000|01-502|47963|103004|46.56
01|01008|000301000000000|01-503|31465|103004|30.54
01|01008|000301000000000|01-504|7257|103004|7.04
01|01008|000301000000000|13|777|103004|0.75
01|01008|000301000000000|5|571|103004|0.55
01|01008|000301000000000|86|217|103004|0.21
01|01008|000301000000000|87|2634|103004|2.55
01|01008|000301000000000|88|174|103004|0.16
01|01008|000501000000000|01-187|807|104103|0.77
01|01008|000501000000000|01-501|3940|104103|3.78
01|01008|000501000000000|01-502|49246|104103|47.30
01|01008|000501000000000|01-503|32606|104103|31.32
01|01008|000501000000000|01-504|6964|104103|6.68
01|01008|000501000000000|13|771|104103|0.74
01|01008|000501000000000|87|84|104103|0.08
01|01008|000501000000000|88|199|104103|0.19
01|01008|000801000000000|01-187|832|104519|0.79
01|01008|000801000000000|01-501|4061|104519|3.88
01|01008|000801000000000|01-502|48859|104519|46.74
01|01008|000801000000000|01-503|31898|104519|30.51
01|01008|000801000000000|01-504|6939|104519|6.63
01|01008|000801000000000|13|781|104519|0.74
01|01008|000801000000000|5|577|104519|0.55
01|01008|000801000000000|87|2635|104519|2.52
01|01008|000801000000000|88|209|104519|0.19
01|01008|000901008000000|01-501|4112|104379|3.93
01|01008|000901008000000|01-502|48611|104379|46.57
01|01008|000901008000000|01-503|31954|104379|30.61
01|01008|000901008000000|01-504|6989|104379|6.69
01|01008|000901008000000|13|816|104379|0.78
01|01008|000901008000000|5|580|104379|0.55
01|01008|000901008000000|87|2626|104379|2.51
01|01008|000901008000000|88|205|104379|0.19
01|01009|000100000000000|13|1179|112914|1.04
01|01009|000100000000000|131|1355|112914|1.20
01|01009|000100000000000|132|384|112914|0.34
01|01009|000100000000000|133|4466|112914|3.95
01|01009|000100000000000|135|41592|112914|36.83
01|01009|000100000000000|136|43947|112914|38.92
01|01009|000100000000000|137|11744|112914|10.40
01|01009|000100000000000|36|135|112914|0.11
01|01009|000100000000000|57|156|112914|0.13
01|01009|000100000000000|87|4217|112914|3.73
01|01009|000201000000000|01-187|1276|112872|1.13
01|01009|000201000000000|01-262|391|112872|0.34
01|01009|000201000000000|01-343|250|112872|0.22
01|01009|000201000000000|01-501|4649|112872|4.11
01|01009|000201000000000|01-502|42450|112872|37.60
01|01009|000201000000000|01-503|42689|112872|37.82
01|01009|000201000000000|01-504|10331|112872|9.15
01|01009|000201000000000|13|1051|112872|0.93
01|01009|000201000000000|5|751|112872|0.66
01|01009|000201000000000|86|139|112872|0.12
01|01009|000201000000000|87|3779|112872|3.34
01|01009|000201000000000|88|135|112872|0.11
01|01009|000301000000000|01-187|1617|112919|1.43
01|01009|000301000000000|01-262|385|112919|0.34
01|01009|000301000000000|01-343|254|112919|0.22
01|01009|000301000000000|01-501|4939|112919|4.37
01|01009|000301000000000|01-502|42024|112919|37.21
01|01009|000301000000000|01-503|42291|112919|37.45
01|01009|000301000000000|01-504|10345|112919|9.16
01|01009|000301000000000|13|1043|112919|0.92
01|01009|000301000000000|5|773|112919|0.68
01|01009|000301000000000|86|144|112919|0.12
01|01009|000301000000000|87|3726|112919|3.29
01|01009|000301000000000|88|137|112919|0.12
01|01009|000501000000000|01-187|1254|113207|1.10
01|01009|000501000000000|01-501|4465|113207|3.94
01|01009|000501000000000|01-502|42996|113207|37.97
01|01009|000501000000000|01-503|43499|113207|38.42
01|01009|000501000000000|01-504|9921|113207|8.76
01|01009|000501000000000|13|1009|113207|0.89
01|01009|000501000000000|87|95|113207|0.08
01|01009|000501000000000|88|152|113207|0.13
01|01009|000801000000000|01-187|1280|113538|1.12
01|01009|000801000000000|01-501|4687|113538|4.12
01|01009|000801000000000|01-502|42522|113538|37.45
01|01009|000801000000000|01-503|42784|113538|37.68
01|01009|000801000000000|01-504|9675|113538|8.52
01|01009|000801000000000|13|1039|113538|0.91
01|01009|000801000000000|5|766|113538|0.67
01|01009|000801000000000|87|3698|113538|3.25
01|01009|000801000000000|88|154|113538|0.13
01|01009|000901009000000|01-501|4759|113357|4.19
01|01009|000901009000000|01-502|42520|113357|37.50
01|01009|000901009000000|01-503|42757|113357|37.71
01|01009|000901009000000|01-504|9678|113357|8.53
01|01009|000901009000000|13|1060|113357|0.93
01|01009|000901009000000|5|770|113357|0.67
01|01009|000901009000000|87|3657|113357|3.22
01|01009|000901009000000|88|159|113357|0.14
01|01010|000100000000000|13|1433|114296|1.25
01|01010|000100000000000|131|1445|114296|1.26
01|01010|000100000000000|132|331|114296|0.28
01|01010|000100000000000|133|5021|114296|4.39
01|01010|000100000000000|135|45808|114296|40.07
01|01010|000100000000000|136|39525|114296|34.58
01|01010|000100000000000|137|12273|114296|10.73
01|01010|000100000000000|36|118|114296|0.10
01|01010|000100000000000|57|159|114296|0.13
01|01010|000100000000000|87|4241|114296|3.71
01|01010|000201000000000|01-187|1723|114338|1.50
01|01010|000201000000000|01-262|342|114338|0.29
01|01010|000201000000000|01-343|258|114338|0.22
01|01010|000201000000000|01-501|5295|114338|4.63
01|01010|000201000000000|01-502|38126|114338|33.34
01|01010|000201000000000|01-503|47060|114338|41.15
01|01010|000201000000000|01-504|10665|114338|9.32
01|01010|000201000000000|13|1251|114338|1.09
01|01010|000201000000000|5|962|114338|0.84
01|01010|000201000000000|86|107|114338|0.09
01|01010|000201000000000|87|3709|114338|3.24
01|01010|000201000000000|88|123|114338|0.10
01|01010|000301000000000|01-187|2159|114343|1.88
01|01010|000301000000000|01-262|339|114343|0.29
01|01010|000301000000000|01-343|265|114343|0.23
01|01010|000301000000000|01-501|5746|114343|5.02
01|01010|000301000000000|01-502|37576|114343|32.86
01|01010|000301000000000|01-503|46461|114343|40.63
01|01010|000301000000000|01-504|10616|114343|9.28
01|01010|000301000000000|13|1220|114343|1.06
01|01010|000301000000000|5|996|114343|0.87
01|01010|000301000000000|86|118|114343|0.10
01|01010|000301000000000|87|3619|114343|3.16
01|01010|000301000000000|88|126|114343|0.11
01|01010|000501000000000|01-187|1623|114527|1.41
01|01010|000501000000000|01-501|4926|114527|4.30
01|01010|000501000000000|01-502|38500|114527|33.61
01|01010|000501000000000|01-503|47974|114527|41.88
01|01010|000501000000000|01-504|10333|114527|9.02
01|01010|000501000000000|13|1165|114527|1.01
01|01010|000501000000000|87|57|114527|0.04
01|01010|000501000000000|88|149|114527|0.13
01|01010|000801000000000|01-187|1658|114685|1.44
01|01010|000801000000000|01-501|5227|114685|4.55
01|01010|000801000000000|01-502|37945|114685|33.08
01|01010|000801000000000|01-503|46954|114685|40.94
01|01010|000801000000000|01-504|10130|114685|8.83
01|01010|000801000000000|13|1202|114685|1.04
01|01010|000801000000000|5|951|114685|0.82
01|01010|000801000000000|87|3565|114685|3.10
01|01010|000801000000000|88|144|114685|0.12
01|01010|000901010000000|01-501|5275|114598|4.60
01|01010|000901010000000|01-502|37935|114598|33.10
01|01010|000901010000000|01-503|46909|114598|40.93
01|01010|000901010000000|01-504|10175|114598|8.87
01|01010|000901010000000|13|1232|114598|1.07
01|01010|000901010000000|5|937|114598|0.81
01|01010|000901010000000|87|3547|114598|3.09
01|01011|000100000000000|13|1516|132870|1.14
01|01011|000100000000000|131|1498|132870|1.12
01|01011|000100000000000|132|386|132870|0.29
01|01011|000100000000000|133|5298|132870|3.98
01|01011|000100000000000|135|58706|132870|44.18
01|01011|000100000000000|136|41794|132870|31.45
