CODIGO_REGION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
00000000|000310000000000|33|3750|316422|1.18
00000000|000311000000000|11-501|102661|204228|50.26
00000000|000311000000000|11-502|67725|204228|33.16
00000000|000311000000000|11-503|4710|204228|2.30
00000000|000311000000000|13|2424|204228|1.18
00000000|000311000000000|50|15293|204228|7.48
00000000|000312000000000|12-501|3949|175849|2.24
00000000|000312000000000|12-502|57451|175849|32.67
00000000|000312000000000|12-503|89327|175849|50.79
00000000|000312000000000|13|1460|175849|0.83
00000000|000312000000000|33|137|175849|0.07
00000000|000312000000000|82|4501|175849|2.55
00000000|000313000000000|13-222|96453|1049199|9.19
00000000|000313000000000|13-501|46268|1049199|4.40
00000000|000313000000000|13-502|419060|1049199|39.94
00000000|000313000000000|13-503|410275|1049199|39.10
00000000|000314000000000|14-501|144720|623725|23.20
00000000|000314000000000|14-502|221940|623725|35.58
00000000|000314000000000|14-503|162146|623725|25.99
00000000|000314000000000|50|20382|623725|3.26
00000000|000314000000000|71|7705|623725|1.23
00000000|000315000000000|13|3547|334341|1.06
00000000|000315000000000|15-151|62324|334341|18.64
00000000|000315000000000|15-501|79995|334341|23.92
00000000|000315000000000|15-502|17572|334341|5.25
00000000|000315000000000|15-503|117488|334341|35.14
00000000|000315000000000|15-504|17251|334341|5.15
00000000|000316000000000|13|3771|363533|1.03
00000000|000316000000000|16-169|83891|363533|23.07
00000000|000316000000000|16-501|51459|363533|14.15
00000000|000316000000000|16-502|160276|363533|44.08
00000000|000316000000000|16-503|12521|363533|3.44
00000000|000317000000000|17-501|297517|614053|48.45
00000000|000317000000000|17-502|110121|614053|17.93
00000000|000317000000000|17-503|137763|614053|22.43
00000000|000317000000000|17-504|22464|614053|3.65
00000000|000317000000000|19|27786|614053|4.52
00000000|000318000000000|18-168|5765|409254|1.40
00000000|000318000000000|18-177|1067|409254|0.26
00000000|000318000000000|18-501|222098|409254|54.26
00000000|000318000000000|18-502|5950|409254|1.45
00000000|000318000000000|18-503|125187|409254|30.58
00000000|000318000000000|18-504|31566|409254|7.71
00000000|000319000000000|137|20100|264276|7.60
00000000|000319000000000|19-213|2361|264276|0.89
00000000|000319000000000|19-501|7965|264276|3.01
00000000|000319000000000|19-502|92834|264276|35.12
00000000|000319000000000|19-503|115976|264276|43.88
00000000|000320000000000|13|199|38417|0.51
00000000|000320000000000|20-176|1549|38417|4.03
00000000|000320000000000|20-501|955|38417|2.48
00000000|000320000000000|20-502|17177|38417|44.71
00000000|000320000000000|20-503|6465|38417|16.82
00000000|000321000000000|13|10291|1875555|0.54
00000000|000321000000000|21-177|2035|1875555|0.10
00000000|000321000000000|21-199|2251|1875555|0.12
00000000|000321000000000|21-501|61737|1875555|3.29
00000000|000321000000000|21-502|229169|1875555|12.21
00000000|000321000000000|21-503|41881|1875555|2.23
00000000|000321000000000|21-504|622233|1875555|33.17
00000000|000321000000000|21-505|796975|1875555|42.49
00000000|000321000000000|21-506|2715|1875555|0.14
00000000|000321000000000|36|3533|1875555|0.18
00000000|000321000000000|65|2875|1875555|0.15
00000000|000321000000000|87|52517|1875555|2.80
00000000|000322000000000|22-178|3575|525782|0.67
00000000|000322000000000|22-179|2674|525782|0.50
00000000|000322000000000|22-501|294710|525782|56.05
00000000|000322000000000|22-502|105237|525782|20.01
00000000|000322000000000|22-503|70239|525782|13.35
00000000|000322000000000|38|5408|525782|1.02
00000000|000322000000000|40|14494|525782|2.75
00000000|000322000000000|87|3693|525782|0.70
00000000|000323000000000|23-181|55170|908785|6.07
00000000|000323000000000|23-501|484886|908785|53.35
00000000|000323000000000|23-502|219673|908785|24.17
00000000|000323000000000|23-503|19450|908785|2.14
00000000|000323000000000|23-504|62405|908785|6.86
00000000|000324000000000|24-187|4490|88401|5.07
00000000|000324000000000|24-203|3060|88401|3.46
00000000|000324000000000|24-501|33792|88401|38.22
00000000|000324000000000|24-502|14159|88401|16.01
00000000|000324000000000|24-503|11628|88401|13.15
00000000|000324000000000|69|6048|88401|6.84
01|000100000000000|13|20527|1836300|1.11
01|000100000000000|131|21357|1836300|1.16
01|000100000000000|132|4967|1836300|0.27
01|000100000000000|133|72635|1836300|3.95
01|000100000000000|135|814294|1836300|44.34
01|000100000000000|136|611902|1836300|33.32
01|000100000000000|137|161194|1836300|8.77
01|000100000000000|36|2035|1836300|0.11
01|000100000000000|57|2299|1836300|0.12
01|000100000000000|87|65456|1836300|3.56
01|000201000000000|01-187|23597|1834964|1.28
01|000201000000000|01-262|5028|1834964|0.27
01|000201000000000|01-343|3734|1834964|0.20
01|000201000000000|01-501|77691|1834964|4.23
01|000201000000000|01-502|586431|1834964|31.95
01|000201000000000|01-503|829277|1834964|45.19
01|000201000000000|01-504|138320|1834964|7.53
01|000201000000000|13|17687|1834964|0.96
01|000201000000000|5|16599|1834964|0.90
01|000201000000000|86|1874|1834964|0.10
01|000201000000000|87|57549|1834964|3.13
01|000201000000000|88|1928|1834964|0.10
01|000301000000000|01-187|30447|1834655|1.65
01|000301000000000|01-262|4998|1834655|0.27
01|000301000000000|01-343|3748|1834655|0.20
01|000301000000000|01-501|86949|1834655|4.73
01|000301000000000|01-502|575329|1834655|31.35
01|000301000000000|01-503|821073|1834655|44.75
01|000301000000000|01-504|138352|1834655|7.54
01|000301000000000|13|17245|1834655|0.93
01|000301000000000|5|16657|1834655|0.90
01|000301000000000|86|1902|1834655|0.10
01|000301000000000|87|56726|1834655|3.09
01|000301000000000|88|2056|1834655|0.11
01|000501000000000|01-187|22355|1838542|1.21
01|000501000000000|01-501|74307|1838542|4.04
01|000501000000000|01-502|592001|1838542|32.19
01|000501000000000|01-503|847868|1838542|46.11
01|000501000000000|01-504|133458|1838542|7.25
01|000501000000000|13|16772|1838542|0.91
01|000501000000000|87|940|1838542|0.05
01|000501000000000|88|2121|1838542|0.11
02|000100000000000|13|60496|7851836|0.77
02|000100000000000|131|145631|7851836|1.85
02|000100000000000|132|19010|7851836|0.24
02|000100000000000|133|270426|7851836|3.44
02|000100000000000|135|2357630|7851836|30.02
02|000100000000000|136|3969721|7851836|50.55
02|000100000000000|137|605594|7851836|7.71
02|000100000000000|36|7550|7851836|0.09
02|000100000000000|57|4950|7851836|0.06
02|000100000000000|87|149214|7851836|1.90
02|000302000000000|02-207|13053|7824211|0.16
02|000302000000000|02-276|57926|7824211|0.74
02|000302000000000|02-309|9016|7824211|0.11
02|000302000000000|02-312|19702|7824211|0.25
02|000302000000000|02-314|6749|7824211|0.08
02|000302000000000|02-315|1501|7824211|0.01
02|000302000000000|02-503|3813311|7824211|48.73
02|000302000000000|02-816|17234|7824211|0.22
02|000302000000000|133|285088|7824211|3.64
02|000302000000000|135|2434648|7824211|31.11
02|000302000000000|137|528241|7824211|6.75
02|000302000000000|79|7568|7824211|0.09
02|000402000000000|02-1911|133813|7949318|1.68
02|000402000000000|02-276|53702|7949318|0.67
02|000402000000000|02-309|9198|7949318|0.11
02|000402000000000|02-503|3908922|7949318|49.17
02|000402000000000|02-816|17370|7949318|0.21
02|000402000000000|02-865|17442|7949318|0.21
02|000402000000000|133|257477|7949318|3.23
02|000402000000000|135|2604317|7949318|32.76
02|000402000000000|137|462533|7949318|5.81
03|000100000000000|13|368|99359|0.37
03|000100000000000|131|919|99359|0.92
03|000100000000000|132|182|99359|0.18
03|000100000000000|133|1196|99359|1.20
03|000100000000000|135|25414|99359|25.57
03|000100000000000|136|57477|99359|57.84
03|000100000000000|137|6240|99359|6.28
03|000100000000000|36|3|99359|0.00
03|000100000000000|57|158|99359|0.15
03|000100000000000|87|57|99359|0.05
03|000303000000000|03-183|484|96549|0.50
03|000303000000000|03-198|277|96549|0.28
03|000303000000000|03-218|235|96549|0.24
03|000303000000000|03-501|746|96549|0.77
03|000303000000000|03-503|56012|96549|58.01
03|000303000000000|03-504|4408|96549|4.56
03|000303000000000|03-505|1162|96549|1.20
03|000303000000000|03-506|24062|96549|24.92
03|000403000000000|03-501|345|98104|0.35
03|000403000000000|03-503|57107|98104|58.21
03|000403000000000|03-504|3969|98104|4.04
03|000403000000000|03-505|1230|98104|1.25
03|000403000000000|03-506|24500|98104|24.97
03|000403000000000|03-69|2421|98104|2.46
04|000100000000000|13|16657|2035882|0.81
04|000100000000000|131|57983|2035882|2.84
04|000100000000000|132|4097|2035882|0.20
04|000100000000000|133|54551|2035882|2.67
04|000100000000000|135|981013|2035882|48.18
04|000100000000000|136|618827|2035882|30.39
04|000100000000000|137|161247|2035882|7.92
04|000100000000000|36|2972|2035882|0.14
04|000100000000000|57|7211|2035882|0.35
04|000100000000000|87|52889|2035882|2.59
04|000304000000000|04-217|48447|2004833|2.41
04|000304000000000|04-501|9250|2004833|0.46
04|000304000000000|04-502|824807|2004833|41.14
04|000304000000000|04-503|335884|2004833|16.75
04|000304000000000|04-504|61152|2004833|3.05
04|000304000000000|04-505|465897|2004833|23.23
04|000304000000000|04-506|103676|2004833|5.17
04|000304000000000|13|15877|2004833|0.79
04|000304000000000|23|2858|2004833|0.14
04|000304000000000|57|7300|2004833|0.36
04|000304000000000|87|41787|2004833|2.08
05|000100000000000|13|45|13650|0.32
05|000100000000000|131|307|13650|2.24
05|000100000000000|132|29|13650|0.21
05|000100000000000|133|104|13650|0.76
05|000100000000000|135|3737|13650|27.37
05|000100000000000|136|8587|13650|62.90
05|000100000000000|137|510|13650|3.73
05|000100000000000|36|63|13650|0.46
05|000100000000000|57|18|13650|0.13
05|000100000000000|87|126|13650|0.92
05|000305000000000|05-216|273|13325|2.04
05|000305000000000|05-501|9077|13325|68.12
05|000305000000000|05-502|3185|13325|23.90
05|000305000000000|05-503|420|13325|3.15
06|000100000000000|13|1502|413427|0.36
06|000100000000000|131|21537|413427|5.20
06|000100000000000|132|961|413427|0.23
06|000100000000000|133|6284|413427|1.51
06|000100000000000|135|107906|413427|26.10
06|000100000000000|136|221820|413427|53.65
06|000100000000000|137|15361|413427|3.71
06|000100000000000|36|506|413427|0.12
06|000100000000000|57|652|413427|0.15
06|000100000000000|87|7558|413427|1.82
06|000206000000000|06-156|14637|412509|3.54
06|000206000000000|06-179|2206|412509|0.53
06|000206000000000|06-180|1412|412509|0.34
06|000206000000000|06-501|243832|412509|59.10
06|000206000000000|06-502|2197|412509|0.53
06|000206000000000|06-503|106358|412509|25.78
06|000206000000000|06-504|10217|412509|2.47
06|000206000000000|33|3707|412509|0.89
06|000206000000000|71|5794|412509|1.40
06|000306000000000|06-156|14490|410018|3.53
06|000306000000000|06-179|2301|410018|0.56
06|000306000000000|06-180|1471|410018|0.35
06|000306000000000|06-501|239451|410018|58.40
06|000306000000000|06-502|2418|410018|0.58
06|000306000000000|06-503|106337|410018|25.93
06|000306000000000|06-504|10074|410018|2.45
06|000306000000000|33|3728|410018|0.90
06|000306000000000|71|5809|410018|1.41
07|000100000000000|13|2690|268035|1.00
07|000100000000000|131|12442|268035|4.64
07|000100000000000|132|916|268035|0.34
07|000100000000000|133|9731|268035|3.63
07|000100000000000|135|61749|268035|23.03
07|000100000000000|136|135747|268035|50.64
07|000100000000000|137|22613|268035|8.43
07|000100000000000|36|510|268035|0.19
07|000100000000000|57|646|268035|0.24
07|000100000000000|87|6587|268035|2.45
07|000307000000000|07-151|5873|260721|2.25
07|000307000000000|07-152|16363|260721|6.27
07|000307000000000|07-501|106574|260721|40.87
07|000307000000000|07-502|28475|260721|10.92
07|000307000000000|07-503|59740|260721|22.91
07|000307000000000|07-504|10082|260721|3.86
08|000100000000000|13|7139|787695|0.90
08|000100000000000|131|20145|787695|2.55
08|000100000000000|132|1993|787695|0.25
08|000100000000000|133|15666|787695|1.98
08|000100000000000|135|283116|787695|35.94
08|000100000000000|136|355494|787695|45.13
08|000100000000000|137|67755|787695|8.60
08|000100000000000|36|1176|787695|0.14
08|000100000000000|57|1873|787695|0.23
08|000100000000000|87|18402|787695|2.33
08|000208000000000|08-501|347499|782892|44.38
08|000208000000000|08-502|285768|782892|36.50
08|000208000000000|13|7147|782892|0.91
08|000208000000000|50|67491|782892|8.62
08|000208000000000|68|17118|782892|2.18
08|000308000000000|08-501|344490|781238|44.09
08|000308000000000|08-502|284985|781238|36.47
08|000308000000000|13|7138|781238|0.91
08|000308000000000|50|67705|781238|8.66
08|000308000000000|68|17627|781238|2.25
09|000100000000000|13|842|306182|0.27
09|000100000000000|131|7526|306182|2.45
09|000100000000000|132|597|306182|0.19
09|000100000000000|133|2469|306182|0.80
09|000100000000000|135|74182|306182|24.22
09|000100000000000|136|201398|306182|65.77
09|000100000000000|137|11469|306182|3.74
09|000100000000000|36|288|306182|0.09
09|000100000000000|57|354|306182|0.11
09|000100000000000|87|4092|306182|1.33
09|000309000000000|09-501|194299|302263|64.28
09|000309000000000|09-502|10921|302263|3.61
09|000309000000000|09-503|77658|302263|25.69
09|000309000000000|38|2776|302263|0.91
10|000100000000000|13|1465|322460|0.45
10|000100000000000|131|13720|322460|4.25
10|000100000000000|132|834|322460|0.25
10|000100000000000|133|10505|322460|3.25
10|000100000000000|135|93960|322460|29.13
10|000100000000000|136|147851|322460|45.85
10|000100000000000|137|32555|322460|10.09
10|000100000000000|36|279|322460|0.08
10|000100000000000|57|800|322460|0.24
10|000100000000000|87|8793|322460|2.72
10|000310000000000|10-501|148078|316422|46.79
10|000310000000000|10-502|88101|316422|27.84
10|000310000000000|10-503|26445|316422|8.35
10|000310000000000|10-504|15300|316422|4.83
10|000310000000000|33|3750|316422|1.18
11|000100000000000|13|2393|206662|1.15
11|000100000000000|131|5269|206662|2.54
11|000100000000000|132|596|206662|0.28
11|000100000000000|133|4639|206662|2.24
11|000100000000000|135|66960|206662|32.40
11|000100000000000|136|103452|206662|50.05
11|000100000000000|137|16439|206662|7.95
11|000100000000000|36|398|206662|0.19
11|000100000000000|57|476|206662|0.23
11|000100000000000|87|3882|206662|1.87
11|000311000000000|11-501|102661|204228|50.26
11|000311000000000|11-502|67725|204228|33.16
11|000311000000000|11-503|4710|204228|2.30
11|000311000000000|13|2424|204228|1.18
11|000311000000000|50|15293|204228|7.48
12|000100000000000|13|1374|180919|0.75
12|000100000000000|131|3829|180919|2.11
12|000100000000000|132|479|180919|0.26
12|000100000000000|133|3485|180919|1.92
12|000100000000000|135|57339|180919|31.69
12|000100000000000|136|91148|180919|50.38
12|000100000000000|137|13279|180919|7.33
12|000100000000000|36|334|180919|0.18
12|000100000000000|57|472|180919|0.26
12|000100000000000|87|3680|180919|2.03
12|000312000000000|12-501|3949|175849|2.24
12|000312000000000|12-502|57451|175849|32.67
12|000312000000000|12-503|89327|175849|50.79
12|000312000000000|13|1460|175849|0.83
12|000312000000000|33|137|175849|0.07
12|000312000000000|82|4501|175849|2.55
13|000100000000000|13|5918|1064885|0.55
13|000100000000000|131|41040|1064885|3.85
13|000100000000000|132|3237|1064885|0.30
13|000100000000000|133|44472|1064885|4.17
13|000100000000000|135|397795|1064885|37.35
13|000100000000000|136|430757|1064885|40.45
13|000100000000000|137|98558|1064885|9.25
13|000100000000000|36|1938|1064885|0.18
13|000100000000000|57|2676|1064885|0.25
13|000100000000000|87|25417|1064885|2.38
13|000313000000000|13-222|96453|1049199|9.19
13|000313000000000|13-501|46268|1049199|4.40
13|000313000000000|13-502|419060|1049199|39.94
13|000313000000000|13-503|410275|1049199|39.10
14|000100000000000|13|2949|637026|0.46
14|000100000000000|131|34262|637026|5.37
14|000100000000000|132|1487|637026|0.23
14|000100000000000|133|7825|637026|1.22
14|000100000000000|135|167585|637026|26.30
14|000100000000000|136|357232|637026|56.07
14|000100000000000|137|32930|637026|5.16
14|000100000000000|36|653|637026|0.10
14|000100000000000|57|1196|637026|0.18
14|000100000000000|87|11173|637026|1.75
14|000314000000000|14-501|144720|623725|23.20
14|000314000000000|14-502|221940|623725|35.58
14|000314000000000|14-503|162146|623725|25.99
14|000314000000000|50|20382|623725|3.26
14|000314000000000|71|7705|623725|1.23
15|000100000000000|13|3302|340871|0.96
15|000100000000000|131|14763|340871|4.33
15|000100000000000|132|1555|340871|0.45
15|000100000000000|133|15550|340871|4.56
15|000100000000000|135|94954|340871|27.85
15|000100000000000|136|150274|340871|44.08
15|000100000000000|137|25831|340871|7.57
15|000100000000000|36|776|340871|0.22
15|000100000000000|57|1090|340871|0.31
15|000100000000000|87|7874|340871|2.30
15|000215000000000|13|3727|334526|1.11
15|000215000000000|15-151|66105|334526|19.76
15|000215000000000|15-501|81485|334526|24.35
15|000215000000000|15-502|16619|334526|4.96
15|000215000000000|15-503|117064|334526|34.99
15|000215000000000|15-504|17119|334526|5.11
15|000315000000000|13|3547|334341|1.06
15|000315000000000|15-151|62324|334341|18.64
15|000315000000000|15-501|79995|334341|23.92
15|000315000000000|15-502|17572|334341|5.25
15|000315000000000|15-503|117488|334341|35.14
15|000315000000000|15-504|17251|334341|5.15
16|000100000000000|13|3204|384679|0.83
16|000100000000000|131|17471|384679|4.54
16|000100000000000|132|1048|384679|0.27
16|000100000000000|133|11501|384679|2.98
16|000100000000000|135|87227|384679|22.67
16|000100000000000|136|207478|384679|53.93
16|000100000000000|137|27287|384679|7.09
16|000100000000000|36|582|384679|0.15
16|000100000000000|57|951|384679|0.24
16|000100000000000|87|8776|384679|2.28
16|000216000000000|13|3688|367053|1.00
16|000216000000000|16-169|107927|367053|29.40
16|000216000000000|16-502|161328|367053|43.95
16|000216000000000|16-503|12072|367053|3.28
16|000316000000000|13|3771|363533|1.03
16|000316000000000|16-169|83891|363533|23.07
16|000316000000000|16-501|51459|363533|14.15
16|000316000000000|16-502|160276|363533|44.08
16|000316000000000|16-503|12521|363533|3.44
17|000100000000000|13|3835|664907|0.57
17|000100000000000|131|26230|664907|3.94
17|000100000000000|132|2085|664907|0.31
17|000100000000000|133|16594|664907|2.49
17|000100000000000|135|138496|664907|20.82
17|000100000000000|136|324231|664907|48.76
17|000100000000000|137|123901|664907|18.63
17|000100000000000|36|883|664907|0.13
17|000100000000000|57|1715|664907|0.25
17|000100000000000|87|17799|664907|2.67
17|000217000000000|17-501|299170|618666|48.35
17|000217000000000|17-502|111863|618666|18.08
17|000217000000000|17-503|140375|618666|22.68
17|000217000000000|17-504|21004|618666|3.39
17|000217000000000|19|28463|618666|4.60
17|000317000000000|17-501|297517|614053|48.45
17|000317000000000|17-502|110121|614053|17.93
17|000317000000000|17-503|137763|614053|22.43
17|000317000000000|17-504|22464|614053|3.65
17|000317000000000|19|27786|614053|4.52
18|000100000000000|13|1909|412024|0.46
18|000100000000000|131|12173|412024|2.95
18|000100000000000|132|764|412024|0.18
18|000100000000000|133|5876|412024|1.42
18|000100000000000|135|108845|412024|26.41
18|000100000000000|136|226081|412024|54.87
18|000100000000000|137|41089|412024|9.97
18|000100000000000|36|218|412024|0.05
18|000100000000000|57|773|412024|0.18
18|000100000000000|87|6025|412024|1.46
18|000318000000000|18-168|5765|409254|1.40
18|000318000000000|18-177|1067|409254|0.26
18|000318000000000|18-501|222098|409254|54.26
18|000318000000000|18-502|5950|409254|1.45
18|000318000000000|18-503|125187|409254|30.58
18|000318000000000|18-504|31566|409254|7.71
19|000100000000000|13|2384|268358|0.88
19|000100000000000|131|10203|268358|3.80
19|000100000000000|132|976|268358|0.36
19|000100000000000|133|7583|268358|2.82
19|000100000000000|135|91610|268358|34.13
19|000100000000000|136|118612|268358|44.19
19|000100000000000|137|23544|268358|8.77
19|000100000000000|36|622|268358|0.23
19|000100000000000|57|955|268358|0.35
19|000100000000000|87|6135|268358|2.28
19|000319000000000|137|20100|264276|7.60
19|000319000000000|19-213|2361|264276|0.89
19|000319000000000|19-501|7965|264276|3.01
19|000319000000000|19-502|92834|264276|35.12
19|000319000000000|19-503|115976|264276|43.88
20|000100000000000|13|204|38306|0.53
20|000100000000000|131|1160|38306|3.02
20|000100000000000|132|52|38306|0.13
20|000100000000000|133|959|38306|2.50
20|000100000000000|135|7110|38306|18.56
20|000100000000000|136|18987|38306|49.56
20|000100000000000|137|2116|38306|5.52
20|000100000000000|36|26|38306|0.06
20|000100000000000|57|29|38306|0.07
20|000100000000000|87|645|38306|1.68
20|000320000000000|13|199|38417|0.51
20|000320000000000|20-176|1549|38417|4.03
20|000320000000000|20-501|955|38417|2.48
20|000320000000000|20-502|17177|38417|44.71
20|000320000000000|20-503|6465|38417|16.82
21|000100000000000|13|10665|1891699|0.56
21|000100000000000|131|57088|1891699|3.01
21|000100000000000|132|3525|1891699|0.18
21|000100000000000|133|36876|1891699|1.94
21|000100000000000|135|639089|1891699|33.78
21|000100000000000|136|827022|1891699|43.71
21|000100000000000|137|230234|1891699|12.17
21|000100000000000|36|2879|1891699|0.15
21|000100000000000|57|2186|1891699|0.11
21|000100000000000|87|55726|1891699|2.94
21|000321000000000|13|10291|1875555|0.54
21|000321000000000|21-177|2035|1875555|0.10
21|000321000000000|21-199|2251|1875555|0.12
21|000321000000000|21-501|61737|1875555|3.29
21|000321000000000|21-502|229169|1875555|12.21
21|000321000000000|21-503|41881|1875555|2.23
