CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|CODIGO_LISTA|VOTOS_LISTA
01|01002|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|14785
01|01002|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|49012
01|01002|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|4488
01|01002|000301000000000|13|000301000000000.13.A.000301000000000.13|572
01|01002|000301000000000|5|000301000000000.5.A.000301000000000.5|2222
01|01002|000301000000000|86|000301000000000.86.A.000301000000000.86|56
01|01002|000301000000000|87|000301000000000.87.A.000301000000000.87|2438
01|01002|000301000000000|88|000301000000000.88.1A.000301000000000.88|60
01|01002|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|613
01|01002|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|2208
01|01002|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|15246
01|01002|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|50985
01|01002|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|4318
01|01002|000501000000000|13|000501000000000.13.A.000501000000000.13|552
01|01002|000501000000000|87|000501000000000.87.B.000501000000000.87|4
01|01002|000501000000000|88|000501000000000.88.1A.000501000000000.88|67
01|01002|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|635
01|01002|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|2336
01|01002|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|15013
01|01002|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|49478
01|01002|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|4151
01|01002|000801000000000|13|000801000000000.13.A.000801000000000.13|568
01|01002|000801000000000|5|000801000000000.5.A.000801000000000.5|2121
01|01002|000801000000000|87|000801000000000.87.A.000801000000000.87|2300
01|01002|000801000000000|87|000801000000000.87.B.000801000000000.87|24
01|01002|000801000000000|88|000801000000000.88.1A.000801000000000.88|82
01|01002|000901002000000|01-501|000901002000000.01-501.A.000901002000000.01-501|2363
01|01002|000901002000000|01-502|000901002000000.01-502.A.000901002000000.01-502|15025
01|01002|000901002000000|01-503|000901002000000.01-503.A.000901002000000.01-503|49542
01|01002|000901002000000|01-504|000901002000000.01-504.A.000901002000000.01-504|4152
01|01002|000901002000000|13|000901002000000.13.A.000901002000000.13|577
01|01002|000901002000000|5|000901002000000.5.A.000901002000000.5|2103
01|01003|000100000000000|13|000100000000000.13.A.000100000000000.13|1352
01|01003|000100000000000|131|000100000000000.131.A.000100000000000.131|1390
01|01003|000100000000000|132|000100000000000.132.A.000100000000000.132|397
01|01003|000100000000000|133|000100000000000.133.A.000100000000000.133|4991
01|01003|000100000000000|135|000100000000000.135.A.000100000000000.135|45429
01|01003|000100000000000|136|000100000000000.136.A.000100000000000.136|42036
01|01003|000100000000000|137|000100000000000.137.A.000100000000000.137|9448
01|01003|000100000000000|36|000100000000000.36.A.000100000000000.36|184
01|01003|000100000000000|57|000100000000000.57.A.000100000000000.57|145
01|01003|000100000000000|87|000100000000000.87.A.000100000000000.87|3976
01|01003|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1477
01|01003|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|388
01|01003|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|265
01|01003|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5299
01|01003|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|40281
01|01003|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|46125
01|01003|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|8127
01|01003|000201000000000|13|000201000000000.13.A.000201000000000.13|1150
01|01003|000201000000000|5|000201000000000.5.A.000201000000000.5|958
01|01003|000201000000000|86|000201000000000.86.A.000201000000000.86|158
01|01003|000201000000000|87|000201000000000.87.A.000201000000000.87|3556
01|01003|000201000000000|88|000201000000000.88.1A.000201000000000.88|161
01|01003|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|1867
01|01003|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|389
01|01003|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|265
01|01003|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|5910
01|01003|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|39538
01|01003|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|45651
01|01003|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|8082
01|01003|000301000000000|13|000301000000000.13.A.000301000000000.13|1120
01|01003|000301000000000|5|000301000000000.5.A.000301000000000.5|978
01|01003|000301000000000|86|000301000000000.86.A.000301000000000.86|157
01|01003|000301000000000|87|000301000000000.87.A.000301000000000.87|3511
01|01003|000301000000000|88|000301000000000.88.1A.000301000000000.88|177
01|01003|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1458
01|01003|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|5163
01|01003|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|40419
01|01003|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|47062
01|01003|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|7928
01|01003|000501000000000|13|000501000000000.13.A.000501000000000.13|1110
01|01003|000501000000000|87|000501000000000.87.B.000501000000000.87|23
01|01003|000501000000000|88|000501000000000.88.1A.000501000000000.88|171
01|01003|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1495
01|01003|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|5548
01|01003|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|39793
01|01003|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|45984
01|01003|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|7698
01|01003|000801000000000|13|000801000000000.13.A.000801000000000.13|1124
01|01003|000801000000000|5|000801000000000.5.A.000801000000000.5|966
01|01003|000801000000000|87|000801000000000.87.A.000801000000000.87|3383
01|01003|000801000000000|87|000801000000000.87.B.000801000000000.87|5
01|01003|000801000000000|88|000801000000000.88.1A.000801000000000.88|185
01|01003|000901003000000|01-501|000901003000000.01-501.A.000901003000000.01-501|5720
01|01003|000901003000000|01-502|000901003000000.01-502.A.000901003000000.01-502|39755
01|01003|000901003000000|01-503|000901003000000.01-503.A.000901003000000.01-503|45928
01|01003|000901003000000|01-504|000901003000000.01-504.A.000901003000000.01-504|7725
01|01003|000901003000000|13|000901003000000.13.A.000901003000000.13|1159
01|01003|000901003000000|5|000901003000000.5.A.000901003000000.5|985
01|01004|000100000000000|13|000100000000000.13.A.000100000000000.13|1415
01|01004|000100000000000|131|000100000000000.131.A.000100000000000.131|1567
01|01004|000100000000000|132|000100000000000.132.A.000100000000000.132|433
01|01004|000100000000000|133|000100000000000.133.A.000100000000000.133|5607
01|01004|000100000000000|135|000100000000000.135.A.000100000000000.135|45366
01|01004|000100000000000|136|000100000000000.136.A.000100000000000.136|55753
01|01004|000100000000000|137|000100000000000.137.A.000100000000000.137|10245
01|01004|000100000000000|36|000100000000000.36.A.000100000000000.36|193
01|01004|000100000000000|57|000100000000000.57.A.000100000000000.57|225
01|01004|000100000000000|87|000100000000000.87.A.000100000000000.87|3978
01|01004|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1407
01|01004|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|438
01|01004|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|350
01|01004|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5804
01|01004|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|52772
01|01004|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|46299
01|01004|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|9024
01|01004|000201000000000|13|000201000000000.13.A.000201000000000.13|1248
01|01004|000201000000000|5|000201000000000.5.A.000201000000000.5|970
01|01004|000201000000000|86|000201000000000.86.A.000201000000000.86|235
01|01004|000201000000000|87|000201000000000.87.A.000201000000000.87|3565
01|01004|000201000000000|88|000201000000000.88.1A.000201000000000.88|197
01|01004|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|1694
01|01004|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|424
01|01004|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|351
01|01004|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|6204
01|01004|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|52076
01|01004|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|45796
01|01004|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|8996
01|01004|000301000000000|13|000301000000000.13.A.000301000000000.13|1251
01|01004|000301000000000|5|000301000000000.5.A.000301000000000.5|973
01|01004|000301000000000|86|000301000000000.86.A.000301000000000.86|244
01|01004|000301000000000|87|000301000000000.87.A.000301000000000.87|3530
01|01004|000301000000000|88|000301000000000.88.1A.000301000000000.88|205
01|01004|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1312
01|01004|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|5616
01|01004|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|52831
01|01004|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|47299
01|01004|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|8660
01|01004|000501000000000|13|000501000000000.13.A.000501000000000.13|1219
01|01004|000501000000000|87|000501000000000.87.B.000501000000000.87|38
01|01004|000501000000000|88|000501000000000.88.1A.000501000000000.88|212
01|01004|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1354
01|01004|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|5831
01|01004|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|52416
01|01004|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|46293
01|01004|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|8447
01|01004|000801000000000|13|000801000000000.13.A.000801000000000.13|1247
01|01004|000801000000000|5|000801000000000.5.A.000801000000000.5|977
01|01004|000801000000000|87|000801000000000.87.A.000801000000000.87|3428
01|01004|000801000000000|87|000801000000000.87.B.000801000000000.87|12
01|01004|000801000000000|88|000801000000000.88.1A.000801000000000.88|222
01|01004|000901004000000|01-501|000901004000000.01-501.A.000901004000000.01-501|5868
01|01004|000901004000000|01-502|000901004000000.01-502.A.000901004000000.01-502|51168
01|01004|000901004000000|01-502|000901004000000.01-502.B.000901004000000.01-502|1470
01|01004|000901004000000|01-503|000901004000000.01-503.A.000901004000000.01-503|46208
01|01004|000901004000000|01-504|000901004000000.01-504.A.000901004000000.01-504|8486
01|01004|000901004000000|13|000901004000000.13.A.000901004000000.13|1293
01|01004|000901004000000|5|000901004000000.5.A.000901004000000.5|976
01|01004|000901004000000|88|000901004000000.88.1A.000901004000000.88|229
01|01005|000100000000000|13|000100000000000.13.A.000100000000000.13|1586
01|01005|000100000000000|131|000100000000000.131.A.000100000000000.131|1203
01|01005|000100000000000|132|000100000000000.132.A.000100000000000.132|325
01|01005|000100000000000|133|000100000000000.133.A.000100000000000.133|5494
01|01005|000100000000000|135|000100000000000.135.A.000100000000000.135|46088
01|01005|000100000000000|136|000100000000000.136.A.000100000000000.136|41652
01|01005|000100000000000|137|000100000000000.137.A.000100000000000.137|10571
01|01005|000100000000000|36|000100000000000.36.A.000100000000000.36|152
01|01005|000100000000000|57|000100000000000.57.A.000100000000000.57|144
01|01005|000100000000000|87|000100000000000.87.A.000100000000000.87|4104
01|01005|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1769
01|01005|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|317
01|01005|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|230
01|01005|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5927
01|01005|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|40039
01|01005|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|47169
01|01005|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|9038
01|01005|000201000000000|13|000201000000000.13.A.000201000000000.13|1338
01|01005|000201000000000|5|000201000000000.5.A.000201000000000.5|813
01|01005|000201000000000|86|000201000000000.86.A.000201000000000.86|96
01|01005|000201000000000|87|000201000000000.87.A.000201000000000.87|3632
01|01005|000201000000000|88|000201000000000.88.1A.000201000000000.88|138
01|01005|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|2299
01|01005|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|312
01|01005|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|229
01|01005|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|6745
01|01005|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|39108
01|01005|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|46643
01|01005|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|9040
01|01005|000301000000000|13|000301000000000.13.A.000301000000000.13|1300
01|01005|000301000000000|5|000301000000000.5.A.000301000000000.5|823
01|01005|000301000000000|86|000301000000000.86.A.000301000000000.86|96
01|01005|000301000000000|87|000301000000000.87.A.000301000000000.87|3608
01|01005|000301000000000|88|000301000000000.88.1A.000301000000000.88|140
01|01005|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1694
01|01005|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|5761
01|01005|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|40184
01|01005|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|48211
01|01005|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|8794
01|01005|000501000000000|13|000501000000000.13.A.000501000000000.13|1275
01|01005|000501000000000|87|000501000000000.87.B.000501000000000.87|41
01|01005|000501000000000|88|000501000000000.88.1A.000501000000000.88|141
01|01005|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1728
01|01005|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|6292
01|01005|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|39487
01|01005|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|47237
01|01005|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|8525
01|01005|000801000000000|13|000801000000000.13.A.000801000000000.13|1305
01|01005|000801000000000|5|000801000000000.5.A.000801000000000.5|800
01|01005|000801000000000|87|000801000000000.87.A.000801000000000.87|3485
01|01005|000801000000000|87|000801000000000.87.B.000801000000000.87|23
01|01005|000801000000000|88|000801000000000.88.1A.000801000000000.88|158
01|01005|000901005000000|01-501|000901005000000.01-501.A.000901005000000.01-501|6296
01|01005|000901005000000|01-502|000901005000000.01-502.A.000901005000000.01-502|39574
01|01005|000901005000000|01-503|000901005000000.01-503.A.000901005000000.01-503|47291
01|01005|000901005000000|01-504|000901005000000.01-504.A.000901005000000.01-504|8581
01|01005|000901005000000|13|000901005000000.13.A.000901005000000.13|1357
01|01005|000901005000000|5|000901005000000.5.A.000901005000000.5|787
01|01006|000100000000000|13|000100000000000.13.A.000100000000000.13|1603
01|01006|000100000000000|131|000100000000000.131.A.000100000000000.131|993
01|01006|000100000000000|132|000100000000000.132.A.000100000000000.132|258
01|01006|000100000000000|133|000100000000000.133.A.000100000000000.133|4867
01|01006|000100000000000|135|000100000000000.135.A.000100000000000.135|53692
01|01006|000100000000000|136|000100000000000.136.A.000100000000000.136|35588
01|01006|000100000000000|137|000100000000000.137.A.000100000000000.137|11116
01|01006|000100000000000|36|000100000000000.36.A.000100000000000.36|86
01|01006|000100000000000|57|000100000000000.57.A.000100000000000.57|109
01|01006|000100000000000|87|000100000000000.87.A.000100000000000.87|4371
01|01006|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1939
01|01006|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|261
01|01006|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|205
01|01006|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5408
01|01006|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|34123
01|01006|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|55125
01|01006|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|9321
01|01006|000201000000000|13|000201000000000.13.A.000201000000000.13|1314
01|01006|000201000000000|5|000201000000000.5.A.000201000000000.5|761
01|01006|000201000000000|86|000201000000000.86.A.000201000000000.86|84
01|01006|000201000000000|87|000201000000000.87.A.000201000000000.87|3732
01|01006|000201000000000|88|000201000000000.88.1A.000201000000000.88|90
01|01006|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|2605
01|01006|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|259
01|01006|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|210
01|01006|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|6125
01|01006|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|33249
01|01006|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|54443
01|01006|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|9334
01|01006|000301000000000|13|000301000000000.13.A.000301000000000.13|1267
01|01006|000301000000000|5|000301000000000.5.A.000301000000000.5|766
01|01006|000301000000000|86|000301000000000.86.A.000301000000000.86|91
01|01006|000301000000000|87|000301000000000.87.A.000301000000000.87|3698
01|01006|000301000000000|88|000301000000000.88.1A.000301000000000.88|98
01|01006|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1799
01|01006|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|5141
01|01006|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|34500
01|01006|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|56192
01|01006|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|9025
01|01006|000501000000000|13|000501000000000.13.A.000501000000000.13|1237
01|01006|000501000000000|87|000501000000000.87.B.000501000000000.87|83
01|01006|000501000000000|88|000501000000000.88.1A.000501000000000.88|92
01|01006|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1894
01|01006|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|5619
01|01006|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|33835
01|01006|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|55126
01|01006|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|8822
01|01006|000801000000000|13|000801000000000.13.A.000801000000000.13|1276
01|01006|000801000000000|5|000801000000000.5.A.000801000000000.5|759
01|01006|000801000000000|87|000801000000000.87.A.000801000000000.87|3594
01|01006|000801000000000|87|000801000000000.87.B.000801000000000.87|19
01|01006|000801000000000|88|000801000000000.88.1A.000801000000000.88|94
01|01006|000901006000000|01-501|000901006000000.01-501.A.000901006000000.01-501|5713
01|01006|000901006000000|01-502|000901006000000.01-502.A.000901006000000.01-502|33809
01|01006|000901006000000|01-503|000901006000000.01-503.A.000901006000000.01-503|55134
01|01006|000901006000000|01-504|000901006000000.01-504.A.000901006000000.01-504|8864
01|01006|000901006000000|13|000901006000000.13.A.000901006000000.13|1311
01|01006|000901006000000|5|000901006000000.5.A.000901006000000.5|738
01|01006|000901006000000|87|000901006000000.87.A.000901006000000.87|3610
01|01006|000901006000000|88|000901006000000.88.1A.000901006000000.88|99
01|01007|000100000000000|13|000100000000000.13.A.000100000000000.13|1523
01|01007|000100000000000|131|000100000000000.131.A.000100000000000.131|1355
01|01007|000100000000000|132|000100000000000.132.A.000100000000000.132|340
01|01007|000100000000000|133|000100000000000.133.A.000100000000000.133|4931
01|01007|000100000000000|135|000100000000000.135.A.000100000000000.135|50128
01|01007|000100000000000|136|000100000000000.136.A.000100000000000.136|44522
01|01007|000100000000000|137|000100000000000.137.A.000100000000000.137|11991
01|01007|000100000000000|36|000100000000000.36.A.000100000000000.36|154
01|01007|000100000000000|57|000100000000000.57.A.000100000000000.57|168
01|01007|000100000000000|87|000100000000000.87.A.000100000000000.87|4762
01|01007|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1724
01|01007|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|343
01|01007|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|267
01|01007|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5292
01|01007|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|42717
01|01007|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|51391
01|01007|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|10264
01|01007|000201000000000|13|000201000000000.13.A.000201000000000.13|1306
01|01007|000201000000000|5|000201000000000.5.A.000201000000000.5|914
01|01007|000201000000000|86|000201000000000.86.A.000201000000000.86|160
01|01007|000201000000000|87|000201000000000.87.A.000201000000000.87|4179
01|01007|000201000000000|88|000201000000000.88.1A.000201000000000.88|142
01|01007|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|2222
01|01007|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|360
01|01007|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|276
01|01007|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|5980
