CODIGO_REGION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
03|000303000000000|03-506|44163|174025|25.37
03|000403000000000|03-501|646|176409|0.36
03|000403000000000|03-503|101865|176409|57.74
03|000403000000000|03-504|7585|176409|4.29
03|000403000000000|03-505|2302|176409|1.30
03|000403000000000|03-506|44587|176409|25.27
03|000403000000000|03-69|4481|176409|2.54
04|000100000000000|13|16977|2071625|0.81
04|000100000000000|131|59022|2071625|2.84
04|000100000000000|132|4169|2071625|0.20
04|000100000000000|133|55467|2071625|2.67
04|000100000000000|135|998235|2071625|48.18
04|000100000000000|136|629713|2071625|30.39
04|000100000000000|137|164030|2071625|7.91
04|000100000000000|36|3022|2071625|0.14
04|000100000000000|57|7336|2071625|0.35
04|000100000000000|87|53820|2071625|2.59
04|000304000000000|04-217|49397|2039748|2.42
04|000304000000000|04-501|9462|2039748|0.46
04|000304000000000|04-502|839094|2039748|41.13
04|000304000000000|04-503|342004|2039748|16.76
04|000304000000000|04-504|62151|2039748|3.04
04|000304000000000|04-505|473829|2039748|23.22
04|000304000000000|04-506|105444|2039748|5.16
04|000304000000000|13|16168|2039748|0.79
04|000304000000000|23|2909|2039748|0.14
04|000304000000000|57|7452|2039748|0.36
04|000304000000000|87|42480|2039748|2.08
05|000100000000000|13|2753|610868|0.45
05|000100000000000|131|21281|610868|3.48
05|000100000000000|132|1091|610868|0.17
05|000100000000000|133|6815|610868|1.11
05|000100000000000|135|202420|610868|33.13
05|000100000000000|136|323819|610868|53.00
05|000100000000000|137|30141|610868|4.93
05|000100000000000|36|4697|610868|0.76
05|000100000000000|57|927|610868|0.15
05|000100000000000|87|9241|610868|1.51
05|000305000000000|05-216|18687|579411|3.22
05|000305000000000|05-501|303004|579411|52.29
05|000305000000000|05-502|207848|579411|35.87
05|000305000000000|05-503|26629|579411|4.59
06|000100000000000|13|1866|551851|0.33
06|000100000000000|131|26566|551851|4.81
06|000100000000000|132|1220|551851|0.22
06|000100000000000|133|7368|551851|1.33
06|000100000000000|135|140904|551851|25.53
06|000100000000000|136|308720|551851|55.94
06|000100000000000|137|18973|551851|3.43
06|000100000000000|36|628|551851|0.11
06|000100000000000|57|854|551851|0.15
06|000100000000000|87|8942|551851|1.62
06|000206000000000|06-156|18581|551909|3.36
06|000206000000000|06-179|2697|551909|0.48
06|000206000000000|06-180|1788|551909|0.32
06|000206000000000|06-501|336036|551909|60.88
06|000206000000000|06-502|2673|551909|0.48
06|000206000000000|06-503|138752|551909|25.14
06|000206000000000|06-504|12619|551909|2.28
06|000206000000000|33|4329|551909|0.78
06|000206000000000|71|6761|551909|1.22
06|000306000000000|06-156|18378|548459|3.35
06|000306000000000|06-179|2785|548459|0.50
06|000306000000000|06-180|1844|548459|0.33
06|000306000000000|06-501|329907|548459|60.15
06|000306000000000|06-502|2893|548459|0.52
06|000306000000000|06-503|138839|548459|25.31
06|000306000000000|06-504|12495|548459|2.27
06|000306000000000|33|4337|548459|0.79
06|000306000000000|71|6790|548459|1.23
07|000100000000000|13|3002|306621|0.97
07|000100000000000|131|13949|306621|4.54
07|000100000000000|132|1003|306621|0.32
07|000100000000000|133|10903|306621|3.55
07|000100000000000|135|69774|306621|22.75
07|000100000000000|136|156245|306621|50.95
07|000100000000000|137|25147|306621|8.20
07|000100000000000|36|557|306621|0.18
07|000100000000000|57|723|306621|0.23
07|000100000000000|87|7506|306621|2.44
07|000307000000000|07-151|6933|297680|2.32
07|000307000000000|07-152|18082|297680|6.07
07|000307000000000|07-501|122565|297680|41.17
07|000307000000000|07-502|32881|297680|11.04
07|000307000000000|07-503|67266|297680|22.59
07|000307000000000|07-504|11213|297680|3.76
08|000100000000000|13|7359|815723|0.90
08|000100000000000|131|20851|815723|2.55
08|000100000000000|132|2085|815723|0.25
08|000100000000000|133|16230|815723|1.98
08|000100000000000|135|293477|815723|35.97
08|000100000000000|136|368124|815723|45.12
08|000100000000000|137|69983|815723|8.57
08|000100000000000|36|1208|815723|0.14
08|000100000000000|57|1924|815723|0.23
08|000100000000000|87|19075|815723|2.33
08|000208000000000|08-501|359956|810913|44.38
08|000208000000000|08-502|296265|810913|36.53
08|000208000000000|13|7360|810913|0.90
08|000208000000000|50|69873|810913|8.61
08|000208000000000|68|17741|810913|2.18
08|000308000000000|08-501|356692|809185|44.08
08|000308000000000|08-502|295603|809185|36.53
08|000308000000000|13|7353|809185|0.90
08|000308000000000|50|70113|809185|8.66
08|000308000000000|68|18257|809185|2.25
09|000100000000000|13|868|319751|0.27
09|000100000000000|131|7684|319751|2.40
09|000100000000000|132|616|319751|0.19
09|000100000000000|133|2544|319751|0.79
09|000100000000000|135|77540|319751|24.25
09|000100000000000|136|210732|319751|65.90
09|000100000000000|137|11830|319751|3.69
09|000100000000000|36|299|319751|0.09
09|000100000000000|57|363|319751|0.11
09|000100000000000|87|4185|319751|1.30
09|000309000000000|09-501|203289|315658|64.40
09|000309000000000|09-502|11200|315658|3.54
09|000309000000000|09-503|81072|315658|25.68
09|000309000000000|38|3012|315658|0.95
10|000100000000000|13|1560|343048|0.45
10|000100000000000|131|14445|343048|4.21
10|000100000000000|132|882|343048|0.25
10|000100000000000|133|11152|343048|3.25
10|000100000000000|135|99834|343048|29.10
10|000100000000000|136|158053|343048|46.07
10|000100000000000|137|34332|343048|10.00
10|000100000000000|36|302|343048|0.08
10|000100000000000|57|853|343048|0.24
10|000100000000000|87|9238|343048|2.69
10|000310000000000|10-501|157916|336599|46.91
10|000310000000000|10-502|93811|336599|27.87
10|000310000000000|10-503|27920|336599|8.29
10|000310000000000|10-504|16259|336599|4.83
10|000310000000000|33|3971|336599|1.17
11|000100000000000|13|2474|213102|1.16
11|000100000000000|131|5433|213102|2.54
11|000100000000000|132|622|213102|0.29
11|000100000000000|133|4802|213102|2.25
11|000100000000000|135|68910|213102|32.33
11|000100000000000|136|106741|213102|50.08
11|000100000000000|137|16981|213102|7.96
11|000100000000000|36|405|213102|0.19
11|000100000000000|57|489|213102|0.22
11|000100000000000|87|4016|213102|1.88
11|000311000000000|11-501|105915|210600|50.29
11|000311000000000|11-502|69724|210600|33.10
11|000311000000000|11-503|4879|210600|2.31
11|000311000000000|13|2501|210600|1.18
11|000311000000000|50|15819|210600|7.51
12|000100000000000|13|1438|189050|0.76
12|000100000000000|131|4002|189050|2.11
12|000100000000000|132|502|189050|0.26
12|000100000000000|133|3672|189050|1.94
12|000100000000000|135|59832|189050|31.64
12|000100000000000|136|95391|189050|50.45
12|000100000000000|137|13856|189050|7.32
12|000100000000000|36|350|189050|0.18
12|000100000000000|57|496|189050|0.26
12|000100000000000|87|3852|189050|2.03
12|000312000000000|12-501|4123|183502|2.24
12|000312000000000|12-502|59803|183502|32.58
12|000312000000000|12-503|93562|183502|50.98
12|000312000000000|13|1528|183502|0.83
12|000312000000000|33|142|183502|0.07
12|000312000000000|82|4702|183502|2.56
13|000100000000000|13|6059|1088815|0.55
13|000100000000000|131|41905|1088815|3.84
13|000100000000000|132|3315|1088815|0.30
13|000100000000000|133|45475|1088815|4.17
13|000100000000000|135|406517|1088815|37.33
13|000100000000000|136|440783|1088815|40.48
13|000100000000000|137|100687|1088815|9.24
13|000100000000000|36|1975|1088815|0.18
13|000100000000000|57|2737|1088815|0.25
13|000100000000000|87|25974|1088815|2.38
13|000313000000000|13-222|98529|1072417|9.18
13|000313000000000|13-501|47307|1072417|4.41
13|000313000000000|13-502|428630|1072417|39.96
13|000313000000000|13-503|419380|1072417|39.10
14|000100000000000|13|3042|656382|0.46
14|000100000000000|131|35355|656382|5.38
14|000100000000000|132|1527|656382|0.23
14|000100000000000|133|8034|656382|1.22
14|000100000000000|135|172424|656382|26.26
14|000100000000000|136|368265|656382|56.10
14|000100000000000|137|33942|656382|5.17
14|000100000000000|36|682|656382|0.10
14|000100000000000|57|1229|656382|0.18
14|000100000000000|87|11508|656382|1.75
14|000314000000000|14-501|149062|642579|23.19
14|000314000000000|14-502|228724|642579|35.59
14|000314000000000|14-503|167056|642579|25.99
14|000314000000000|50|20996|642579|3.26
14|000314000000000|71|7939|642579|1.23
15|000100000000000|13|3703|384870|0.96
15|000100000000000|131|16526|384870|4.29
15|000100000000000|132|1760|384870|0.45
15|000100000000000|133|17476|384870|4.54
15|000100000000000|135|105651|384870|27.45
15|000100000000000|136|170421|384870|44.28
15|000100000000000|137|28837|384870|7.49
15|000100000000000|36|876|384870|0.22
15|000100000000000|57|1243|384870|0.32
15|000100000000000|87|8839|384870|2.29
15|000215000000000|13|4213|377837|1.11
15|000215000000000|15-151|77069|377837|20.39
15|000215000000000|15-501|90429|377837|23.93
15|000215000000000|15-502|18724|377837|4.95
15|000215000000000|15-503|131796|377837|34.88
15|000215000000000|15-504|18945|377837|5.01
15|000315000000000|13|3993|377656|1.05
15|000315000000000|15-151|72881|377656|19.29
15|000315000000000|15-501|88769|377656|23.50
15|000315000000000|15-502|19769|377656|5.23
15|000315000000000|15-503|132332|377656|35.04
15|000315000000000|15-504|19107|377656|5.05
16|000100000000000|13|3328|404528|0.82
16|000100000000000|131|18504|404528|4.57
16|000100000000000|132|1094|404528|0.27
16|000100000000000|133|11964|404528|2.95
16|000100000000000|135|91031|404528|22.50
16|000100000000000|136|218871|404528|54.10
16|000100000000000|137|28531|404528|7.05
16|000100000000000|36|620|404528|0.15
16|000100000000000|57|989|404528|0.24
16|000100000000000|87|9135|404528|2.25
16|000216000000000|13|3820|385478|0.99
16|000216000000000|16-169|113808|385478|29.52
16|000216000000000|16-502|169525|385478|43.97
16|000216000000000|16-503|12531|385478|3.25
16|000316000000000|13|3912|382003|1.02
16|000316000000000|16-169|88633|382003|23.20
16|000316000000000|16-501|53560|382003|14.02
16|000316000000000|16-502|168640|382003|44.14
16|000316000000000|16-503|12985|382003|3.39
17|000100000000000|13|3928|683345|0.57
17|000100000000000|131|26869|683345|3.93
17|000100000000000|132|2154|683345|0.31
17|000100000000000|133|17013|683345|2.48
17|000100000000000|135|141636|683345|20.72
17|000100000000000|136|333748|683345|48.84
17|000100000000000|137|127768|683345|18.69
17|000100000000000|36|902|683345|0.13
17|000100000000000|57|1763|683345|0.25
17|000100000000000|87|18213|683345|2.66
17|000217000000000|17-501|307936|635611|48.44
17|000217000000000|17-502|115264|635611|18.13
17|000217000000000|17-503|143583|635611|22.58
17|000217000000000|17-504|21553|635611|3.39
17|000217000000000|19|29159|635611|4.58
17|000317000000000|17-501|306261|630577|48.56
17|000317000000000|17-502|113303|630577|17.96
17|000317000000000|17-503|140762|630577|22.32
17|000317000000000|17-504|23021|630577|3.65
17|000317000000000|19|28475|630577|4.51
18|000100000000000|13|1958|424301|0.46
18|000100000000000|131|12471|424301|2.93
18|000100000000000|132|782|424301|0.18
18|000100000000000|133|6072|424301|1.43
18|000100000000000|135|111971|424301|26.38
18|000100000000000|136|233155|424301|54.95
18|000100000000000|137|42140|424301|9.93
18|000100000000000|36|218|424301|0.05
18|000100000000000|57|793|424301|0.18
18|000100000000000|87|6180|424301|1.45
18|000318000000000|18-168|5935|421426|1.40
18|000318000000000|18-177|1118|421426|0.26
18|000318000000000|18-501|228841|421426|54.30
18|000318000000000|18-502|6143|421426|1.45
18|000318000000000|18-503|128798|421426|30.56
18|000318000000000|18-504|32492|421426|7.71
19|000100000000000|13|2440|275498|0.88
19|000100000000000|131|10464|275498|3.79
19|000100000000000|132|1032|275498|0.37
19|000100000000000|133|7792|275498|2.82
19|000100000000000|135|93912|275498|34.08
19|000100000000000|136|121900|275498|44.24
19|000100000000000|137|24133|275498|8.75
19|000100000000000|36|652|275498|0.23
19|000100000000000|57|999|275498|0.36
19|000100000000000|87|6276|275498|2.27
19|000319000000000|137|20551|270906|7.58
19|000319000000000|19-213|2412|270906|0.89
19|000319000000000|19-501|8167|270906|3.01
19|000319000000000|19-502|95142|270906|35.11
19|000319000000000|19-503|118869|270906|43.87
20|000100000000000|13|938|167044|0.56
20|000100000000000|131|5206|167044|3.11
20|000100000000000|132|307|167044|0.18
20|000100000000000|133|4802|167044|2.87
20|000100000000000|135|32096|167044|19.21
20|000100000000000|136|78506|167044|46.99
20|000100000000000|137|10729|167044|6.42
20|000100000000000|36|112|167044|0.06
20|000100000000000|57|131|167044|0.07
20|000100000000000|87|2904|167044|1.73
20|000320000000000|13|948|167112|0.56
20|000320000000000|20-176|7568|167112|4.52
20|000320000000000|20-501|4639|167112|2.77
20|000320000000000|20-502|69235|167112|41.43
20|000320000000000|20-503|29451|167112|17.62
21|000100000000000|13|11066|1960428|0.56
21|000100000000000|131|59231|1960428|3.02
21|000100000000000|132|3638|1960428|0.18
21|000100000000000|133|38244|1960428|1.95
21|000100000000000|135|663393|1960428|33.83
21|000100000000000|136|856066|1960428|43.66
21|000100000000000|137|238488|1960428|12.16
21|000100000000000|36|2973|1960428|0.15
21|000100000000000|57|2272|1960428|0.11
21|000100000000000|87|57734|1960428|2.94
21|000321000000000|13|10684|1943640|0.54
21|000321000000000|21-177|2172|1943640|0.11
21|000321000000000|21-199|2337|1943640|0.12
21|000321000000000|21-501|64008|1943640|3.29
21|000321000000000|21-502|237491|1943640|12.21
